stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_lemma	finite_compact	subject_person	subject_number	subject_status	subject_source	continuity_status	continuity_source	previous_subject_person	previous_subject_number	previous_finite_verb	independence_status	subordination_status
355	1corintios	7	34	1corintios-7-34-P03	1corintios-7-34-P02	ᾖ	εἰμί	V-PAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			μεριμνᾷ	unresolved	candidate
356	1corintios	7	34	1corintios-7-34-P04	1corintios-7-34-P03	μεριμνᾷ	μεριμνάω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ᾖ	candidate	not_detected
357	1corintios	7	34	1corintios-7-34-P05	1corintios-7-34-P04	ἀρέσῃ	ἀρέσκω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	μεριμνᾷ	candidate	not_detected
358	1corintios	7	35	1corintios-7-35-P01	1corintios-7-34-P05	λέγω	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἀρέσῃ	candidate	not_detected
359	1corintios	7	35	1corintios-7-35-P02	1corintios-7-35-P01	ἐπιβάλω	ἐπιβάλλω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	λέγω	unresolved	candidate
360	1corintios	7	36	1corintios-7-36-P01	1corintios-7-35-P02	νομίζει	νομίζω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	ἐπιβάλω	unresolved	candidate
361	1corintios	7	36	1corintios-7-36-P02	1corintios-7-36-P01	ᾖ	εἰμί	V-PAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			νομίζει	unresolved	candidate
362	1corintios	7	36	1corintios-7-36-P03	1corintios-7-36-P02	ὀφείλει	ὀφείλω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ᾖ	candidate	not_detected
363	1corintios	7	36	1corintios-7-36-P04	1corintios-7-36-P03	θέλει	θέλω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ὀφείλει	candidate	not_detected
364	1corintios	7	36	1corintios-7-36-P05	1corintios-7-36-P04	ποιείτω	ποιέω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	θέλει	candidate	not_detected
365	1corintios	7	36	1corintios-7-36-P06	1corintios-7-36-P05	ἁμαρτάνει	ἁμαρτάνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ποιείτω	candidate	not_detected
366	1corintios	7	36	1corintios-7-36-P07	1corintios-7-36-P06	γαμείτωσαν	γαμέω	V-PAD-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἁμαρτάνει	candidate	not_detected
367	1corintios	7	37	1corintios-7-37-P01	1corintios-7-36-P07	ἕστηκεν	ἵστημι	V-XAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	γαμείτωσαν	candidate	not_detected
368	1corintios	7	37	1corintios-7-37-P02	1corintios-7-37-P01	ἔχει	ἔχω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἕστηκεν	candidate	not_detected
369	1corintios	7	37	1corintios-7-37-P03	1corintios-7-37-P02	κέκρικεν	κρίνω	V-XAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔχει	candidate	not_detected
370	1corintios	7	37	1corintios-7-37-P04	1corintios-7-37-P03	ποιήσει	ποιέω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	κέκρικεν	candidate	not_detected
371	1corintios	7	38	1corintios-7-38-P01	1corintios-7-37-P04	ποιεῖ	ποιέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ποιήσει	unresolved	candidate
372	1corintios	7	38	1corintios-7-38-P02	1corintios-7-38-P01	ποιήσει	ποιέω	V-FAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ποιεῖ	candidate	not_detected
373	1corintios	7	39	1corintios-7-39-P01	1corintios-7-38-P02	δέδεται	δέω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ποιήσει	candidate	not_detected
374	1corintios	7	39	1corintios-7-39-P02	1corintios-7-39-P01	ζῇ	ζάω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			δέδεται	candidate	not_detected
375	1corintios	7	39	1corintios-7-39-P03	1corintios-7-39-P02	κοιμηθῇ	κοιμάομαι	V-APS-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ζῇ	unresolved	candidate
376	1corintios	7	39	1corintios-7-39-P04	1corintios-7-39-P03	ἐστὶν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	κοιμηθῇ	candidate	not_detected
377	1corintios	7	39	1corintios-7-39-P05	1corintios-7-39-P04	θέλει	θέλω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστὶν	candidate	not_detected
378	1corintios	7	40	1corintios-7-40-P01	1corintios-7-39-P05	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	θέλει	candidate	not_detected
379	1corintios	7	40	1corintios-7-40-P02	1corintios-7-40-P01	μείνῃ	μένω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐστιν	unresolved	candidate
380	1corintios	7	40	1corintios-7-40-P03	1corintios-7-40-P02	δοκῶ	δοκέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	μείνῃ	candidate	not_detected
381	1corintios	8	1	1corintios-8-1-P01	1corintios-7-40-P03	οἴδαμεν	οἶδα	V-XAI-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	δοκῶ	candidate	not_detected
382	1corintios	8	1	1corintios-8-1-P02	1corintios-8-1-P01	ἔχομεν	ἔχω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	οἴδαμεν	unresolved	candidate
383	1corintios	8	1	1corintios-8-1-P03	1corintios-8-1-P02	φυσιοῖ	φυσιόω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	ἔχομεν	candidate	not_detected
384	1corintios	8	1	1corintios-8-1-P04	1corintios-8-1-P03	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			φυσιοῖ	candidate	not_detected
385	1corintios	8	2	1corintios-8-2-P01	1corintios-8-1-P04	δοκεῖ	δοκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			οἰκοδομεῖ	unresolved	candidate
386	1corintios	8	2	1corintios-8-2-P02	1corintios-8-2-P01	ἔγνω	γινώσκω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			δοκεῖ	candidate	not_detected
387	1corintios	8	2	1corintios-8-2-P03	1corintios-8-2-P02	δεῖ	δέω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔγνω	unresolved	candidate
388	1corintios	8	3	1corintios-8-3-P01	1corintios-8-2-P03	ἀγαπᾷ	ἀγαπάω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	δεῖ	unresolved	candidate
389	1corintios	8	3	1corintios-8-3-P02	1corintios-8-3-P01	ἔγνωσται	γινώσκω	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἀγαπᾷ	candidate	not_detected
390	1corintios	8	4	1corintios-8-4-P01	1corintios-8-3-P02	οἴδαμεν	οἶδα	V-XAI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἔγνωσται	candidate	not_detected
391	1corintios	8	5	1corintios-8-5-P01	1corintios-8-4-P01	εἰσὶν	εἰμί	V-PAI-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	1	P	οἴδαμεν	candidate	not_detected
392	1corintios	8	5	1corintios-8-5-P02	1corintios-8-5-P01	εἰσὶν	εἰμί	V-PAI-3P	3	P	confirmed	finite_verb_morphology	same	person_number_match	3	P	εἰσὶν	candidate	not_detected
393	1corintios	8	7	1corintios-8-7-P01	1corintios-8-5-P02	ἐσθίουσιν	ἐσθίω	V-PAI-3P	3	P	confirmed	finite_verb_morphology	same	person_number_match	3	P	εἰσὶν	unresolved	candidate
394	1corintios	8	7	1corintios-8-7-P02	1corintios-8-7-P01	μολύνεται	μολύνω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	P	ἐσθίουσιν	candidate	not_detected
395	1corintios	8	8	1corintios-8-8-P01	1corintios-8-7-P02	παραστήσει	παρίστημι	V-FAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			μολύνεται	candidate	not_detected
396	1corintios	8	8	1corintios-8-8-P02	1corintios-8-8-P01	φάγωμεν	ἐσθίω	V-AAS-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	παραστήσει	unresolved	candidate
397	1corintios	8	8	1corintios-8-8-P03	1corintios-8-8-P02	περισσεύομεν	περισσεύω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	φάγωμεν	candidate	not_detected
398	1corintios	8	8	1corintios-8-8-P04	1corintios-8-8-P03	φάγωμεν	ἐσθίω	V-AAS-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	περισσεύομεν	unresolved	candidate
399	1corintios	8	8	1corintios-8-8-P05	1corintios-8-8-P04	ὑστερούμεθα	ὑστερέω	V-PPI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	φάγωμεν	candidate	not_detected
400	1corintios	8	9	1corintios-8-9-P01	1corintios-8-8-P05	βλέπετε	βλέπω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	P	ὑστερούμεθα	candidate	not_detected
401	1corintios	8	9	1corintios-8-9-P02	1corintios-8-9-P01	γένηται	γίνομαι	V-AMS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	βλέπετε	candidate	not_detected
402	1corintios	8	10	1corintios-8-10-P01	1corintios-8-9-P02	ἴδῃ	ὁράω	V-AAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			γένηται	unresolved	candidate
403	1corintios	8	10	1corintios-8-10-P02	1corintios-8-10-P01	οἰκοδομηθήσεται	οἰκοδομέω	V-FPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἴδῃ	candidate	not_detected
404	1corintios	8	11	1corintios-8-11-P01	1corintios-8-10-P02	ἀπόλλυται	ἀπόλλυμι	V-PPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			οἰκοδομηθήσεται	candidate	not_detected
405	1corintios	8	11	1corintios-8-11-P02	1corintios-8-11-P01	ἀπέθανεν	ἀποθνῄσκω	V-AAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἀπόλλυται	candidate	not_detected
406	1corintios	8	12	1corintios-8-12-P01	1corintios-8-11-P02	ἁμαρτάνετε	ἁμαρτάνω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἀπέθανεν	candidate	not_detected
407	1corintios	8	13	1corintios-8-13-P01	1corintios-8-12-P01	σκανδαλίζει	σκανδαλίζω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἁμαρτάνετε	unresolved	candidate
408	1corintios	8	13	1corintios-8-13-P02	1corintios-8-13-P01	φάγω	ἐσθίω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			σκανδαλίζει	candidate	not_detected
409	1corintios	8	13	1corintios-8-13-P03	1corintios-8-13-P02	σκανδαλίσω	σκανδαλίζω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	φάγω	unresolved	candidate
410	1corintios	9	1	1corintios-9-1-P01	1corintios-8-13-P03	εἰμὶ	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	σκανδαλίσω	candidate	not_detected
411	1corintios	9	1	1corintios-9-1-P02	1corintios-9-1-P01	εἰμὶ	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἰμὶ	candidate	not_detected
412	1corintios	9	1	1corintios-9-1-P03	1corintios-9-1-P02	ἑόρακα	ὁράω	V-XAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἰμὶ	candidate	not_detected
413	1corintios	9	1	1corintios-9-1-P04	1corintios-9-1-P03	ἐστε	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἑόρακα	candidate	not_detected
414	1corintios	9	2	1corintios-9-2-P01	1corintios-9-1-P04	εἰμὶ	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἐστε	unresolved	candidate
415	1corintios	9	2	1corintios-9-2-P02	1corintios-9-2-P01	εἰμι	εἰμί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἰμὶ	candidate	not_detected
416	1corintios	9	2	1corintios-9-2-P03	1corintios-9-2-P02	ἐστε	εἰμί	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	εἰμι	candidate	not_detected
417	1corintios	9	3	1corintios-9-3-P01	1corintios-9-2-P03	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐστε	candidate	not_detected
418	1corintios	9	4	1corintios-9-4-P01	1corintios-9-3-P01	ἔχομεν	ἔχω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
419	1corintios	9	5	1corintios-9-5-P01	1corintios-9-4-P01	ἔχομεν	ἔχω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἔχομεν	candidate	not_detected
420	1corintios	9	6	1corintios-9-6-P01	1corintios-9-5-P01	ἔχομεν	ἔχω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἔχομεν	candidate	not_detected
421	1corintios	9	7	1corintios-9-7-P01	1corintios-9-6-P01	στρατεύεται	στρατεύομαι	V-PMI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	ἔχομεν	candidate	not_detected
422	1corintios	9	7	1corintios-9-7-P02	1corintios-9-7-P01	φυτεύει	φυτεύω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			στρατεύεται	candidate	not_detected
423	1corintios	9	7	1corintios-9-7-P03	1corintios-9-7-P02	ἐσθίει	ἐσθίω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			φυτεύει	candidate	not_detected
424	1corintios	9	7	1corintios-9-7-P04	1corintios-9-7-P03	ποιμαίνει	ποιμαίνω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐσθίει	candidate	not_detected
425	1corintios	9	7	1corintios-9-7-P05	1corintios-9-7-P04	ἐσθίει	ἐσθίω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ποιμαίνει	candidate	not_detected
426	1corintios	9	8	1corintios-9-8-P01	1corintios-9-7-P05	λαλῶ	λαλέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ἐσθίει	candidate	not_detected
427	1corintios	9	8	1corintios-9-8-P02	1corintios-9-8-P01	λέγει	λέγω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	λαλῶ	candidate	not_detected
428	1corintios	9	9	1corintios-9-9-P01	1corintios-9-8-P02	γέγραπται	γράφω	V-XPI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			λέγει	candidate	not_detected
429	1corintios	9	9	1corintios-9-9-P02	1corintios-9-9-P01	κημώσεις	κημόω	V-FAI-2S	2	S	confirmed	finite_verb_morphology	shift	person_number_change	3	S	γέγραπται	candidate	not_detected
430	1corintios	9	9	1corintios-9-9-P03	1corintios-9-9-P02	μέλει	μέλει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	S	κημώσεις	candidate	not_detected
431	1corintios	9	10	1corintios-9-10-P01	1corintios-9-9-P03	λέγει	λέγω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	μέλει	candidate	not_detected
432	1corintios	9	10	1corintios-9-10-P02	1corintios-9-10-P01	ἐγράφη	γράφω	V-API-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	λέγει	candidate	not_detected
433	1corintios	9	10	1corintios-9-10-P03	1corintios-9-10-P02	ὀφείλει	ὀφείλω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐγράφη	unresolved	candidate
434	1corintios	9	11	1corintios-9-11-P01	1corintios-9-10-P03	ἐσπείραμεν	σπείρω	V-AAI-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ὀφείλει	unresolved	candidate
435	1corintios	9	11	1corintios-9-11-P02	1corintios-9-11-P01	θερίσομεν	θερίζω	V-FAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἐσπείραμεν	unresolved	candidate
436	1corintios	9	12	1corintios-9-12-P01	1corintios-9-11-P02	μετέχουσιν	μετέχω	V-PAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	θερίσομεν	unresolved	candidate
437	1corintios	9	12	1corintios-9-12-P02	1corintios-9-12-P01	ἐχρησάμεθα	χράομαι	V-AMI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			μετέχουσιν	candidate	not_detected
438	1corintios	9	12	1corintios-9-12-P03	1corintios-9-12-P02	στέγομεν	στέγω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἐχρησάμεθα	candidate	not_detected
439	1corintios	9	12	1corintios-9-12-P04	1corintios-9-12-P03	δῶμεν	δίδωμι	V-AAS-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	στέγομεν	unresolved	candidate
440	1corintios	9	13	1corintios-9-13-P01	1corintios-9-12-P04	οἴδατε	οἶδα	V-XAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	P	δῶμεν	candidate	not_detected
