stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_lemma	finite_compact	subject_person	subject_number	subject_status	subject_source	continuity_status	continuity_source	previous_subject_person	previous_subject_number	previous_finite_verb	independence_status	subordination_status
507	1corintios	10	11	1corintios-10-11-P01	1corintios-10-10-P03	συνέβαινεν	συμβαίνω	V-IAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	ἀπώλοντο	candidate	not_detected
508	1corintios	10	11	1corintios-10-11-P02	1corintios-10-11-P01	ἐγράφη	γράφω	V-API-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	συνέβαινεν	candidate	not_detected
509	1corintios	10	11	1corintios-10-11-P03	1corintios-10-11-P02	κατήντηκεν	καταντάω	V-XAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐγράφη	candidate	not_detected
510	1corintios	10	12	1corintios-10-12-P01	1corintios-10-11-P03	βλεπέτω	βλέπω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			κατήντηκεν	unresolved	candidate
511	1corintios	10	12	1corintios-10-12-P02	1corintios-10-12-P01	πέσῃ	πίπτω	V-AAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			βλεπέτω	candidate	not_detected
512	1corintios	10	13	1corintios-10-13-P01	1corintios-10-12-P02	εἴληφεν	λαμβάνω	V-XAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	πέσῃ	candidate	not_detected
513	1corintios	10	13	1corintios-10-13-P02	1corintios-10-13-P01	ἐάσει	ἐάω	V-FAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			εἴληφεν	unresolved	candidate
514	1corintios	10	13	1corintios-10-13-P03	1corintios-10-13-P02	δύνασθε	δύναμαι	V-PMI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐάσει	candidate	not_detected
515	1corintios	10	13	1corintios-10-13-P04	1corintios-10-13-P03	ποιήσει	ποιέω	V-FAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	δύνασθε	candidate	not_detected
516	1corintios	10	14	1corintios-10-14-P01	1corintios-10-13-P04	φεύγετε	φεύγω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ποιήσει	candidate	not_detected
517	1corintios	10	15	1corintios-10-15-P01	1corintios-10-14-P01	λέγω	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	φεύγετε	unresolved	candidate
518	1corintios	10	15	1corintios-10-15-P02	1corintios-10-15-P01	κρίνατε	κρίνω	V-AAD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	λέγω	candidate	not_detected
519	1corintios	10	15	1corintios-10-15-P03	1corintios-10-15-P02	φημι	φημί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	κρίνατε	candidate	not_detected
520	1corintios	10	16	1corintios-10-16-P01	1corintios-10-15-P03	εὐλογοῦμεν	εὐλογέω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	φημι	candidate	not_detected
521	1corintios	10	16	1corintios-10-16-P02	1corintios-10-16-P01	ἐστὶν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	εὐλογοῦμεν	candidate	not_detected
522	1corintios	10	16	1corintios-10-16-P03	1corintios-10-16-P02	κλῶμεν	κλάω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστὶν	candidate	not_detected
523	1corintios	10	16	1corintios-10-16-P04	1corintios-10-16-P03	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	κλῶμεν	candidate	not_detected
524	1corintios	10	17	1corintios-10-17-P01	1corintios-10-16-P04	ἐσμεν	εἰμί	V-PAI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
525	1corintios	10	17	1corintios-10-17-P02	1corintios-10-17-P01	μετέχομεν	μετέχω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	ἐσμεν	candidate	not_detected
526	1corintios	10	18	1corintios-10-18-P01	1corintios-10-17-P02	βλέπετε	βλέπω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	P	μετέχομεν	candidate	not_detected
527	1corintios	10	18	1corintios-10-18-P02	1corintios-10-18-P01	εἰσίν	εἰμί	V-PAI-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	βλέπετε	candidate	not_detected
528	1corintios	10	19	1corintios-10-19-P01	1corintios-10-18-P02	φημι	φημί	V-PAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			εἰσίν	candidate	not_detected
529	1corintios	10	19	1corintios-10-19-P02	1corintios-10-19-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	φημι	unresolved	candidate
530	1corintios	10	19	1corintios-10-19-P03	1corintios-10-19-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
531	1corintios	10	20	1corintios-10-20-P01	1corintios-10-19-P03	θύουσιν	θύω	V-PAI-3P	3	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
532	1corintios	10	20	1corintios-10-20-P02	1corintios-10-20-P01	θύουσιν	θύω	V-PAI-3P	3	P	confirmed	finite_verb_morphology	same	person_number_match	3	P	θύουσιν	candidate	not_detected
533	1corintios	10	20	1corintios-10-20-P03	1corintios-10-20-P02	θέλω	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	3	P	θύουσιν	candidate	not_detected
534	1corintios	10	21	1corintios-10-21-P01	1corintios-10-20-P03	δύνασθε	δύναμαι	V-PMI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	θέλω	candidate	not_detected
535	1corintios	10	21	1corintios-10-21-P02	1corintios-10-21-P01	δύνασθε	δύναμαι	V-PMI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	δύνασθε	candidate	not_detected
536	1corintios	10	22	1corintios-10-22-P01	1corintios-10-21-P02	παραζηλοῦμεν	παραζηλόω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	2	P	δύνασθε	candidate	not_detected
537	1corintios	10	22	1corintios-10-22-P02	1corintios-10-22-P01	ἐσμεν	εἰμί	V-PAI-1P	1	P	confirmed	finite_verb_morphology	same	person_number_match	1	P	παραζηλοῦμεν	candidate	not_detected
538	1corintios	10	23	1corintios-10-23-P01	1corintios-10-22-P02	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	P	ἐσμεν	candidate	not_detected
539	1corintios	10	23	1corintios-10-23-P02	1corintios-10-23-P01	συμφέρει	συμφέρω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔξεστιν	candidate	not_detected
540	1corintios	10	23	1corintios-10-23-P03	1corintios-10-23-P02	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			συμφέρει	candidate	not_detected
541	1corintios	10	23	1corintios-10-23-P04	1corintios-10-23-P03	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἔξεστιν	candidate	not_detected
542	1corintios	10	24	1corintios-10-24-P01	1corintios-10-23-P04	ζητείτω	ζητέω	V-PAD-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			οἰκοδομεῖ	candidate	not_detected
543	1corintios	10	25	1corintios-10-25-P01	1corintios-10-24-P01	ἐσθίετε	ἐσθίω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ζητείτω	candidate	not_detected
544	1corintios	10	27	1corintios-10-27-P01	1corintios-10-25-P01	καλεῖ	καλέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐσθίετε	unresolved	candidate
545	1corintios	10	27	1corintios-10-27-P02	1corintios-10-27-P01	θέλετε	θέλω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			καλεῖ	candidate	not_detected
546	1corintios	10	27	1corintios-10-27-P03	1corintios-10-27-P02	ἐσθίετε	ἐσθίω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	θέλετε	candidate	not_detected
547	1corintios	10	28	1corintios-10-28-P01	1corintios-10-27-P03	εἴπῃ	λέγω	V-AAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ἐσθίετε	unresolved	candidate
548	1corintios	10	28	1corintios-10-28-P02	1corintios-10-28-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			εἴπῃ	candidate	not_detected
549	1corintios	10	28	1corintios-10-28-P03	1corintios-10-28-P02	ἐσθίετε	ἐσθίω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
550	1corintios	10	29	1corintios-10-29-P01	1corintios-10-28-P03	λέγω	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	ἐσθίετε	candidate	not_detected
551	1corintios	10	29	1corintios-10-29-P02	1corintios-10-29-P01	κρίνεται	κρίνω	V-PPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	λέγω	candidate	not_detected
552	1corintios	10	30	1corintios-10-30-P01	1corintios-10-29-P02	μετέχω	μετέχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			κρίνεται	unresolved	candidate
553	1corintios	10	30	1corintios-10-30-P02	1corintios-10-30-P01	βλασφημοῦμαι	βλασφημέω	V-PPI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	μετέχω	candidate	not_detected
554	1corintios	10	30	1corintios-10-30-P03	1corintios-10-30-P02	εὐχαριστῶ	εὐχαριστέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	βλασφημοῦμαι	candidate	not_detected
555	1corintios	10	31	1corintios-10-31-P01	1corintios-10-30-P03	ἐσθίετε	ἐσθίω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	εὐχαριστῶ	candidate	not_detected
556	1corintios	10	31	1corintios-10-31-P02	1corintios-10-31-P01	πίνετε	πίνω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐσθίετε	candidate	not_detected
557	1corintios	10	31	1corintios-10-31-P03	1corintios-10-31-P02	ποιεῖτε	ποιέω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	πίνετε	candidate	not_detected
558	1corintios	10	31	1corintios-10-31-P04	1corintios-10-31-P03	ποιεῖτε	ποιέω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ποιεῖτε	candidate	not_detected
559	1corintios	10	32	1corintios-10-32-P01	1corintios-10-31-P04	γίνεσθε	γίνομαι	V-PMD-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ποιεῖτε	candidate	not_detected
560	1corintios	10	33	1corintios-10-33-P01	1corintios-10-32-P01	ἀρέσκω	ἀρέσκω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	γίνεσθε	unresolved	candidate
561	1corintios	10	33	1corintios-10-33-P02	1corintios-10-33-P01	σωθῶσιν	σῴζω	V-APS-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἀρέσκω	unresolved	candidate
562	1corintios	11	1	1corintios-11-1-P01	1corintios-10-33-P02	γίνεσθε	γίνομαι	V-PMD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	P	σωθῶσιν	candidate	not_detected
563	1corintios	11	2	1corintios-11-2-P01	1corintios-11-1-P01	ἐπαινῶ	ἐπαινέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	γίνεσθε	candidate	not_detected
564	1corintios	11	2	1corintios-11-2-P02	1corintios-11-2-P01	μέμνησθε	μιμνῄσκομαι	V-XMI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἐπαινῶ	unresolved	candidate
565	1corintios	11	2	1corintios-11-2-P03	1corintios-11-2-P02	παρέδωκα	παραδίδωμι	V-AAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	μέμνησθε	unresolved	candidate
566	1corintios	11	2	1corintios-11-2-P04	1corintios-11-2-P03	κατέχετε	κατέχω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	παρέδωκα	candidate	not_detected
567	1corintios	11	3	1corintios-11-3-P01	1corintios-11-2-P04	θέλω	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	κατέχετε	candidate	not_detected
568	1corintios	11	3	1corintios-11-3-P02	1corintios-11-3-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	1	S	θέλω	unresolved	candidate
569	1corintios	11	4	1corintios-11-4-P01	1corintios-11-3-P02	καταισχύνει	καταισχύνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
570	1corintios	11	5	1corintios-11-5-P01	1corintios-11-4-P01	καταισχύνει	καταισχύνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	καταισχύνει	candidate	not_detected
571	1corintios	11	5	1corintios-11-5-P02	1corintios-11-5-P01	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	καταισχύνει	candidate	not_detected
572	1corintios	11	6	1corintios-11-6-P01	1corintios-11-5-P02	κατακαλύπτεται	κατακαλύπτομαι	V-PMI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐστιν	unresolved	candidate
573	1corintios	11	6	1corintios-11-6-P02	1corintios-11-6-P01	κειράσθω	κείρω	V-AMD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	κατακαλύπτεται	candidate	not_detected
574	1corintios	11	6	1corintios-11-6-P03	1corintios-11-6-P02	κατακαλυπτέσθω	κατακαλύπτομαι	V-PMD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	κειράσθω	unresolved	candidate
575	1corintios	11	7	1corintios-11-7-P01	1corintios-11-6-P03	ὀφείλει	ὀφείλω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	κατακαλυπτέσθω	candidate	not_detected
576	1corintios	11	7	1corintios-11-7-P02	1corintios-11-7-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ὀφείλει	candidate	not_detected
577	1corintios	11	8	1corintios-11-8-P01	1corintios-11-7-P02	ἐστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
578	1corintios	11	9	1corintios-11-9-P01	1corintios-11-8-P01	ἐκτίσθη	κτίζω	V-API-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐστιν	candidate	not_detected
579	1corintios	11	10	1corintios-11-10-P01	1corintios-11-9-P01	ὀφείλει	ὀφείλω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐκτίσθη	candidate	not_detected
580	1corintios	11	13	1corintios-11-13-P01	1corintios-11-10-P01	κρίνατε	κρίνω	V-AAD-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	ὀφείλει	candidate	not_detected
581	1corintios	11	13	1corintios-11-13-P02	1corintios-11-13-P01	ἐστὶν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	κρίνατε	candidate	not_detected
582	1corintios	11	14	1corintios-11-14-P01	1corintios-11-13-P02	διδάσκει	διδάσκω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἐστὶν	candidate	not_detected
583	1corintios	11	14	1corintios-11-14-P02	1corintios-11-14-P01	κομᾷ	κομάω	V-PAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			διδάσκει	unresolved	candidate
584	1corintios	11	14	1corintios-11-14-P03	1corintios-11-14-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	κομᾷ	candidate	not_detected
585	1corintios	11	15	1corintios-11-15-P01	1corintios-11-14-P03	κομᾷ	κομάω	V-PAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
586	1corintios	11	15	1corintios-11-15-P02	1corintios-11-15-P01	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	κομᾷ	candidate	not_detected
587	1corintios	11	15	1corintios-11-15-P03	1corintios-11-15-P02	δέδοται	δίδωμι	V-XPI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			ἐστιν	unresolved	candidate
588	1corintios	11	16	1corintios-11-16-P01	1corintios-11-15-P03	δοκεῖ	δοκέω	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number			δέδοται	unresolved	candidate
589	1corintios	11	16	1corintios-11-16-P02	1corintios-11-16-P01	ἔχομεν	ἔχω	V-PAI-1P	1	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			δοκεῖ	candidate	not_detected
590	1corintios	11	17	1corintios-11-17-P01	1corintios-11-16-P02	ἐπαινῶ	ἐπαινέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	1	P	ἔχομεν	candidate	not_detected
591	1corintios	11	17	1corintios-11-17-P02	1corintios-11-17-P01	συνέρχεσθε	συνέρχομαι	V-PMI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	1	S	ἐπαινῶ	unresolved	candidate
592	1corintios	11	18	1corintios-11-18-P01	1corintios-11-17-P02	ἀκούω	ἀκούω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	συνέρχεσθε	candidate	not_detected
593	1corintios	11	18	1corintios-11-18-P02	1corintios-11-18-P01	πιστεύω	πιστεύω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἀκούω	candidate	not_detected
594	1corintios	11	19	1corintios-11-19-P01	1corintios-11-18-P02	δεῖ	δέω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	πιστεύω	candidate	not_detected
595	1corintios	11	19	1corintios-11-19-P02	1corintios-11-19-P01	γένωνται	γίνομαι	V-AMS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	δεῖ	unresolved	candidate
596	1corintios	11	20	1corintios-11-20-P01	1corintios-11-19-P02	ἔστιν	εἰμί	V-PAI-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			γένωνται	candidate	not_detected
597	1corintios	11	21	1corintios-11-21-P01	1corintios-11-20-P01	προλαμβάνει	προλαμβάνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔστιν	candidate	not_detected
598	1corintios	11	21	1corintios-11-21-P02	1corintios-11-21-P01	πεινᾷ	πεινάω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	προλαμβάνει	candidate	not_detected
599	1corintios	11	21	1corintios-11-21-P03	1corintios-11-21-P02	μεθύει	μεθύω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	πεινᾷ	candidate	not_detected
600	1corintios	11	22	1corintios-11-22-P01	1corintios-11-21-P03	ἔχετε	ἔχω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	μεθύει	candidate	not_detected
601	1corintios	11	22	1corintios-11-22-P02	1corintios-11-22-P01	καταφρονεῖτε	καταφρονέω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἔχετε	candidate	not_detected
602	1corintios	11	22	1corintios-11-22-P03	1corintios-11-22-P02	καταισχύνετε	καταισχύνω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	καταφρονεῖτε	candidate	not_detected
603	1corintios	11	22	1corintios-11-22-P04	1corintios-11-22-P03	εἴπω	λέγω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	καταισχύνετε	candidate	not_detected
604	1corintios	11	22	1corintios-11-22-P05	1corintios-11-22-P04	ἐπαινέσω	ἐπαινέω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	εἴπω	candidate	not_detected
605	1corintios	11	22	1corintios-11-22-P06	1corintios-11-22-P05	ἐπαινῶ	ἐπαινέω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἐπαινέσω	candidate	not_detected
606	1corintios	11	23	1corintios-11-23-P01	1corintios-11-22-P06	παρέλαβον	παραλαμβάνω	V-AAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	ἐπαινῶ	candidate	not_detected
607	1corintios	11	23	1corintios-11-23-P02	1corintios-11-23-P01	παρέδωκα	παραδίδωμι	V-AAI-1S	1	S	confirmed	finite_verb_morphology	same	person_number_match	1	S	παρέλαβον	candidate	not_detected
608	1corintios	11	23	1corintios-11-23-P03	1corintios-11-23-P02	παρεδίδετο	παραδίδωμι	V-IPI-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	1	S	παρέδωκα	unresolved	candidate
609	1corintios	11	23	1corintios-11-23-P04	1corintios-11-23-P03	ἔλαβεν	λαμβάνω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	παρεδίδετο	candidate	not_detected
610	1corintios	11	24	1corintios-11-24-P01	1corintios-11-23-P04	ἔκλασεν	κλάω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔλαβεν	candidate	not_detected
611	1corintios	11	24	1corintios-11-24-P02	1corintios-11-24-P01	εἶπεν	λέγω	V-AAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἔκλασεν	candidate	not_detected
612	1corintios	11	24	1corintios-11-24-P03	1corintios-11-24-P02	ἐστιν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	εἶπεν	candidate	not_detected
613	1corintios	11	24	1corintios-11-24-P04	1corintios-11-24-P03	ποιεῖτε	ποιέω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστιν	candidate	not_detected
614	1corintios	11	25	1corintios-11-25-P01	1corintios-11-24-P04	ἐστὶν	εἰμί	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	2	P	ποιεῖτε	candidate	not_detected
615	1corintios	11	25	1corintios-11-25-P02	1corintios-11-25-P01	ποιεῖτε	ποιέω	V-PAD-2P	2	P	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐστὶν	candidate	not_detected
616	1corintios	11	25	1corintios-11-25-P03	1corintios-11-25-P02	πίνητε	πίνω	V-PAS-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ποιεῖτε	unresolved	candidate
617	1corintios	11	26	1corintios-11-26-P01	1corintios-11-25-P03	ἐσθίητε	ἐσθίω	V-PAS-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	πίνητε	unresolved	candidate
618	1corintios	11	26	1corintios-11-26-P02	1corintios-11-26-P01	πίνητε	πίνω	V-PAS-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	ἐσθίητε	candidate	not_detected
619	1corintios	11	26	1corintios-11-26-P03	1corintios-11-26-P02	καταγγέλλετε	καταγγέλλω	V-PAI-2P	2	P	confirmed	finite_verb_morphology	same	person_number_match	2	P	πίνητε	candidate	not_detected
620	1corintios	11	26	1corintios-11-26-P04	1corintios-11-26-P03	ἔλθῃ	ἔρχομαι	V-AAS-3S	3	S	confirmed	finite_verb_morphology	shift	person_number_change	2	P	καταγγέλλετε	candidate	not_detected
621	1corintios	11	27	1corintios-11-27-P01	1corintios-11-26-P04	ἐσθίῃ	ἐσθίω	V-PAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	ἔλθῃ	unresolved	candidate
622	1corintios	11	27	1corintios-11-27-P02	1corintios-11-27-P01	πίνῃ	πίνω	V-PAS-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἐσθίῃ	candidate	not_detected
623	1corintios	11	27	1corintios-11-27-P03	1corintios-11-27-P02	ἔσται	εἰμί	V-FMI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	missing_subject_person_or_number	3	S	πίνῃ	candidate	not_detected
624	1corintios	11	28	1corintios-11-28-P01	1corintios-11-27-P03	δοκιμαζέτω	δοκιμάζω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	unresolved	missing_subject_person_or_number			ἔσται	candidate	not_detected
625	1corintios	11	28	1corintios-11-28-P02	1corintios-11-28-P01	ἐσθιέτω	ἐσθίω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	δοκιμαζέτω	candidate	not_detected
626	1corintios	11	28	1corintios-11-28-P03	1corintios-11-28-P02	πινέτω	πίνω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐσθιέτω	candidate	not_detected
627	1corintios	11	29	1corintios-11-29-P01	1corintios-11-28-P03	ἐσθίει	ἐσθίω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	πινέτω	candidate	not_detected
628	1corintios	11	29	1corintios-11-29-P02	1corintios-11-29-P01	πίνει	πίνω	V-PAI-3S	3	S	confirmed	finite_verb_morphology	same	person_number_match	3	S	ἐσθίει	candidate	not_detected
629	1corintios	11	30	1corintios-11-30-P01	1corintios-11-29-P02	κοιμῶνται	κοιμάομαι	V-PMI-3P	3	P	confirmed	finite_verb_morphology	shift	person_number_change	3	S	πίνει	candidate	not_detected
630	1corintios	11	31	1corintios-11-31-P01	1corintios-11-30-P01	διεκρίνομεν	διακρίνω	V-IAI-1P	1	P	confirmed	finite_verb_morphology	shift	person_number_change	3	P	κοιμῶνται	unresolved	candidate
