book	chapter	continuity_source	continuity_status	finite_compact	finite_verb	independence_status	movement_reason_count	movement_reasons	movement_status	predication_id	previous_predication_id	stream_index	subject_number	subject_person	subject_refinement_source	subject_refinement_status	subordination_status	verse	continuity_status_refined	continuity_refinement
1corintios	14	existing_continuity_status	shift	V-FAI-1S	λαλήσω	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-21-P02	1corintios-14-21-P01	789	S	1	finite_verb_morphology	explicit_or_morphological	candidate	21	shift	none
1corintios	14	existing_continuity_status	shift	V-FMI-3P	εἰσακούσονταί	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-21-P03	1corintios-14-21-P02	790	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	21	shift	none
1corintios	14	existing_continuity_status	shift	V-PAI-3S	λέγει	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-21-P04	1corintios-14-21-P03	791	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	21	shift	none
1corintios	14	existing_continuity_status	shift	V-PAI-3P	εἰσιν	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-22-P01	1corintios-14-21-P04	792	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	22	shift	none
1corintios	14	existing_continuity_status	shift	V-AAS-3S	συνέλθῃ	unresolved	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-23-P01	1corintios-14-22-P01	793	S	3	finite_verb_morphology	explicit_or_morphological	candidate	23	shift	none
1corintios	14	existing_continuity_status	shift	V-PAS-3P	λαλῶσιν	candidate	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-23-P02	1corintios-14-23-P01	794	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	23	shift	none
1corintios	14	existing_continuity_status	same	V-AAS-3P	εἰσέλθωσιν	candidate	0	[]	none	1corintios-14-23-P03	1corintios-14-23-P02	795	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	23	same	none
1corintios	14	existing_continuity_status	same	V-FAI-3P	ἐροῦσιν	candidate	0	[]	none	1corintios-14-23-P04	1corintios-14-23-P03	796	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	23	same	none
1corintios	14	existing_continuity_status	shift	V-PMI-2P	μαίνεσθε	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-23-P05	1corintios-14-23-P04	797	P	2	finite_verb_morphology	explicit_or_morphological	candidate	23	shift	none
1corintios	14	existing_continuity_status	shift	V-PAS-3P	προφητεύωσιν	unresolved	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-14-24-P01	1corintios-14-23-P05	798	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	24	shift	none
1corintios	14	existing_continuity_status	shift	V-AAS-3S	εἰσέλθῃ	candidate	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-24-P02	1corintios-14-24-P01	799	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	24	shift	none
1corintios	14	existing_continuity_status	same	V-PPI-3S	ἐλέγχεται	candidate	0	[]	none	1corintios-14-24-P03	1corintios-14-24-P02	800	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	24	same	none
1corintios	14	existing_continuity_status	same	V-PPI-3S	ἀνακρίνεται	candidate	0	[]	none	1corintios-14-24-P04	1corintios-14-24-P03	801	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	24	same	none
1corintios	14	existing_continuity_status	same	V-PMI-3S	γίνεται	candidate	0	[]	none	1corintios-14-25-P01	1corintios-14-24-P04	802	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	25	same	none
1corintios	14	existing_continuity_status	same	V-FAI-3S	προσκυνήσει	candidate	0	[]	none	1corintios-14-25-P02	1corintios-14-25-P01	803	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	25	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἐστιν	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-25-P03	1corintios-14-25-P02	804	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	25	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-26-P01	1corintios-14-25-P03	805	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	26	same	none
1corintios	14	existing_continuity_status	shift	V-PMS-2P	συνέρχησθε	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-26-P02	1corintios-14-26-P01	806	P	2	finite_verb_morphology	explicit_or_morphological	candidate	26	shift	none
1corintios	14	existing_continuity_status	shift	V-PAI-3S	ἔχει	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-26-P03	1corintios-14-26-P02	807	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	26	shift	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἔχει	candidate	0	[]	none	1corintios-14-26-P04	1corintios-14-26-P03	808	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	26	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἔχει	candidate	0	[]	none	1corintios-14-26-P05	1corintios-14-26-P04	809	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	26	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἔχει	candidate	0	[]	none	1corintios-14-26-P06	1corintios-14-26-P05	810	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	26	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἔχει	candidate	0	[]	none	1corintios-14-26-P07	1corintios-14-26-P06	811	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	26	same	none
1corintios	14	existing_continuity_status	same	V-PMD-3S	γινέσθω	candidate	0	[]	none	1corintios-14-26-P08	1corintios-14-26-P07	812	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	26	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	λαλεῖ	candidate	0	[]	none	1corintios-14-27-P01	1corintios-14-26-P08	813	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	27	same	none
1corintios	14	existing_continuity_status	same	V-PAD-3S	διερμηνευέτω	candidate	0	[]	none	1corintios-14-27-P02	1corintios-14-27-P01	814	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	27	same	none
1corintios	14	existing_continuity_status	same	V-PAS-3S	ᾖ	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-28-P01	1corintios-14-27-P02	815	S	3	finite_verb_morphology	explicit_or_morphological	candidate	28	same	none
1corintios	14	existing_continuity_status	same	V-PAD-3S	σιγάτω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-28-P02	1corintios-14-28-P01	816	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	28	same	none
1corintios	14	existing_continuity_status	same	V-PAD-3S	λαλείτω	candidate	0	[]	none	1corintios-14-28-P03	1corintios-14-28-P02	817	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	28	same	none
1corintios	14	existing_continuity_status	shift	V-PAD-3P	λαλείτωσαν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-29-P01	1corintios-14-28-P03	818	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	29	shift	none
1corintios	14	existing_continuity_status	same	V-PAD-3P	διακρινέτωσαν	candidate	0	[]	none	1corintios-14-29-P02	1corintios-14-29-P01	819	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	29	same	none
1corintios	14	existing_continuity_status	shift	V-APS-3S	ἀποκαλυφθῇ	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-30-P01	1corintios-14-29-P02	820	S	3	finite_verb_morphology	explicit_or_morphological	candidate	30	shift	none
1corintios	14	existing_continuity_status	same	V-PAD-3S	σιγάτω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-30-P02	1corintios-14-30-P01	821	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	30	same	none
1corintios	14	existing_continuity_status	shift	V-PMI-2P	δύνασθε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-14-31-P01	1corintios-14-30-P02	822	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	31	shift	none
1corintios	14	existing_continuity_status	shift	V-PAS-3P	μανθάνωσιν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-31-P02	1corintios-14-31-P01	823	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	31	shift	none
1corintios	14	existing_continuity_status	same	V-PPS-3P	παρακαλῶνται	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-31-P03	1corintios-14-31-P02	824	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	31	same	none
1corintios	14	existing_continuity_status	shift	V-PPI-3S	ὑποτάσσεται	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-32-P01	1corintios-14-31-P03	825	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	32	shift	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἐστιν	candidate	0	[]	none	1corintios-14-33-P01	1corintios-14-32-P01	826	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	33	same	none
1corintios	14	existing_continuity_status	shift	V-PAD-3P	σιγάτωσαν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-34-P01	1corintios-14-33-P01	827	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	34	shift	none
1corintios	14	existing_continuity_status	shift	V-PPI-3S	ἐπιτρέπεται	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-34-P02	1corintios-14-34-P01	828	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	34	shift	none
1corintios	14	existing_continuity_status	shift	V-PPD-3P	ὑποτασσέσθωσαν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-34-P03	1corintios-14-34-P02	829	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	34	shift	none
1corintios	14	existing_continuity_status	shift	V-PAI-3S	λέγει	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-34-P04	1corintios-14-34-P03	830	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	34	shift	none
1corintios	14	existing_continuity_status	shift	V-PAI-3P	θέλουσιν	unresolved	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-35-P01	1corintios-14-34-P04	831	P	3	finite_verb_morphology	explicit_or_morphological	candidate	35	shift	none
1corintios	14	existing_continuity_status	same	V-PAD-3P	ἐπερωτάτωσαν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-35-P02	1corintios-14-35-P01	832	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	35	same	none
1corintios	14	existing_continuity_status	shift	V-PAI-3S	ἐστιν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-14-35-P03	1corintios-14-35-P02	833	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	35	shift	none
1corintios	14	existing_continuity_status	same	V-AAI-3S	ἐξῆλθεν	candidate	0	[]	none	1corintios-14-36-P01	1corintios-14-35-P03	834	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	36	same	none
1corintios	14	existing_continuity_status	same	V-AAI-3S	κατήντησεν	candidate	0	[]	none	1corintios-14-36-P02	1corintios-14-36-P01	835	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	36	same	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	δοκεῖ	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-37-P01	1corintios-14-36-P02	836	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	37	same	none
1corintios	14	existing_continuity_status	same	V-PAD-3S	ἐπιγινωσκέτω	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-37-P02	1corintios-14-37-P01	837	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	37	same	none
1corintios	14	existing_continuity_status	shift	V-PAI-1S	γράφω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-14-37-P03	1corintios-14-37-P02	838	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	37	shift	none
1corintios	14	existing_continuity_status	shift	V-PAI-3S	ἐστίν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-37-P04	1corintios-14-37-P03	839	S	3	finite_verb_morphology	explicit_or_morphological	candidate	37	shift	none
1corintios	14	existing_continuity_status	same	V-PAI-3S	ἀγνοεῖ	unresolved	0	[]	none	1corintios-14-38-P01	1corintios-14-37-P04	840	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	38	same	none
1corintios	14	existing_continuity_status	same	V-PPI-3S	ἀγνοεῖται	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-38-P02	1corintios-14-38-P01	841	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	38	same	none
1corintios	14	existing_continuity_status	shift	V-PAD-2P	ζηλοῦτε	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-14-39-P01	1corintios-14-38-P02	842	P	2	finite_verb_morphology	explicit_or_morphological	candidate	39	shift	none
1corintios	14	existing_continuity_status	same	V-PAD-2P	κωλύετε	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-14-39-P02	1corintios-14-39-P01	843	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	39	same	none
1corintios	14	existing_continuity_status	shift	V-PMD-3S	γινέσθω	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-14-40-P01	1corintios-14-39-P02	844	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	40	shift	none
1corintios	15	existing_continuity_status	shift	V-PAI-1S	γνωρίζω	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-15-1-P01	1corintios-14-40-P01	845	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	1	shift	none
1corintios	15	existing_continuity_status	same	V-AMI-1S	εὐηγγελισάμην	candidate	0	[]	none	1corintios-15-1-P02	1corintios-15-1-P01	846	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	1	same	none
1corintios	15	existing_continuity_status	shift	V-AAI-2P	παρελάβετε	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-15-1-P03	1corintios-15-1-P02	847	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	1	shift	none
1corintios	15	existing_continuity_status	same	V-XAI-2P	ἑστήκατε	candidate	0	[]	none	1corintios-15-1-P04	1corintios-15-1-P03	848	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	1	same	none
1corintios	15	existing_continuity_status	same	V-PPI-2P	σῴζεσθε	candidate	0	[]	none	1corintios-15-2-P01	1corintios-15-1-P04	849	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	2	same	none
1corintios	15	existing_continuity_status	shift	V-AMI-1S	εὐηγγελισάμην	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-15-2-P02	1corintios-15-2-P01	850	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	2	shift	none
1corintios	15	existing_continuity_status	shift	V-PAI-2P	κατέχετε	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-2-P03	1corintios-15-2-P02	851	P	2	finite_verb_morphology	explicit_or_morphological	candidate	2	shift	none
1corintios	15	existing_continuity_status	same	V-AAI-2P	ἐπιστεύσατε	unresolved	0	[]	none	1corintios-15-2-P04	1corintios-15-2-P03	852	P	2	finite_verb_morphology	explicit_or_morphological	candidate	2	same	none
1corintios	15	existing_continuity_status	shift	V-AAI-1S	παρέδωκα	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-3-P01	1corintios-15-2-P04	853	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	3	shift	none
1corintios	15	existing_continuity_status	same	V-AAI-1S	παρέλαβον	candidate	0	[]	none	1corintios-15-3-P02	1corintios-15-3-P01	854	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	3	same	none
1corintios	15	existing_continuity_status	shift	V-AAI-3S	ἀπέθανεν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-3-P03	1corintios-15-3-P02	855	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	3	shift	none
1corintios	15	existing_continuity_status	same	V-API-3S	ἐτάφη	unresolved	0	[]	none	1corintios-15-4-P01	1corintios-15-3-P03	856	S	3	finite_verb_morphology	explicit_or_morphological	candidate	4	same	none
1corintios	15	existing_continuity_status	same	V-XPI-3S	ἐγήγερται	unresolved	0	[]	none	1corintios-15-4-P02	1corintios-15-4-P01	857	S	3	finite_verb_morphology	explicit_or_morphological	candidate	4	same	none
1corintios	15	existing_continuity_status	same	V-API-3S	ὤφθη	unresolved	0	[]	none	1corintios-15-5-P01	1corintios-15-4-P02	858	S	3	finite_verb_morphology	explicit_or_morphological	candidate	5	same	none
1corintios	15	existing_continuity_status	same	V-API-3S	ὤφθη	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-6-P01	1corintios-15-5-P01	859	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	6	same	none
1corintios	15	existing_continuity_status	shift	V-PAI-3P	μένουσιν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-15-6-P02	1corintios-15-6-P01	860	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	6	shift	none
1corintios	15	existing_continuity_status	same	V-API-3P	ἐκοιμήθησαν	candidate	0	[]	none	1corintios-15-6-P03	1corintios-15-6-P02	861	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	6	same	none
1corintios	15	existing_continuity_status	shift	V-API-3S	ὤφθη	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-15-7-P01	1corintios-15-6-P03	862	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	7	shift	none
1corintios	15	existing_continuity_status	same	V-API-3S	ὤφθη	candidate	0	[]	none	1corintios-15-8-P01	1corintios-15-7-P01	863	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	8	same	none
1corintios	15	existing_continuity_status	shift	V-PAI-1S	εἰμι	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-15-9-P01	1corintios-15-8-P01	864	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	9	shift	none
1corintios	15	existing_continuity_status	same	V-PAI-1S	εἰμὶ	candidate	0	[]	none	1corintios-15-9-P02	1corintios-15-9-P01	865	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	9	same	none
1corintios	15	existing_continuity_status	same	V-AAI-1S	ἐδίωξα	candidate	0	[]	none	1corintios-15-9-P03	1corintios-15-9-P02	866	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	9	same	none
1corintios	15	existing_continuity_status	same	V-PAI-1S	εἰμι	candidate	0	[]	none	1corintios-15-10-P01	1corintios-15-9-P03	867	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	10	same	none
1corintios	15	existing_continuity_status	same	V-PAI-1S	εἰμι	candidate	0	[]	none	1corintios-15-10-P02	1corintios-15-10-P01	868	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	10	same	none
1corintios	15	existing_continuity_status	shift	V-API-3S	ἐγενήθη	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-15-10-P03	1corintios-15-10-P02	869	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	10	shift	none
1corintios	15	existing_continuity_status	shift	V-AAI-1S	ἐκοπίασα	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-15-10-P04	1corintios-15-10-P03	870	S	1	finite_verb_morphology	explicit_or_morphological	not_detected	10	shift	none
1corintios	15	existing_continuity_status	shift	V-PAI-1P	κηρύσσομεν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-15-11-P01	1corintios-15-10-P04	871	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	11	shift	none
1corintios	15	existing_continuity_status	shift	V-AAI-2P	ἐπιστεύσατε	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-15-11-P02	1corintios-15-11-P01	872	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	11	shift	none
1corintios	15	existing_continuity_status	shift	V-PPI-3S	κηρύσσεται	unresolved	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-12-P01	1corintios-15-11-P02	873	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	12	shift	none
1corintios	15	existing_continuity_status	same	V-XPI-3S	ἐγήγερται	unresolved	0	[]	none	1corintios-15-12-P02	1corintios-15-12-P01	874	S	3	finite_verb_morphology	explicit_or_morphological	candidate	12	same	none
1corintios	15	existing_continuity_status	shift	V-PAI-3P	λέγουσιν	candidate	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-12-P03	1corintios-15-12-P02	875	P	3	finite_verb_morphology	explicit_or_morphological	not_detected	12	shift	none
1corintios	15	existing_continuity_status	shift	V-PAI-3S	ἔστιν	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-12-P04	1corintios-15-12-P03	876	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	12	shift	none
1corintios	15	existing_continuity_status	same	V-PAI-3S	ἔστιν	unresolved	0	[]	none	1corintios-15-13-P01	1corintios-15-12-P04	877	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	13	same	none
1corintios	15	existing_continuity_status	same	V-XPI-3S	ἐγήγερται	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-13-P02	1corintios-15-13-P01	878	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	13	same	none
1corintios	15	existing_continuity_status	same	V-XPI-3S	ἐγήγερται	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-14-P01	1corintios-15-13-P02	879	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	14	same	none
1corintios	15	existing_continuity_status	shift	V-PPI-1P	εὑρισκόμεθα	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-15-P01	1corintios-15-14-P01	880	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	15	shift	none
1corintios	15	existing_continuity_status	same	V-AAI-1P	ἐμαρτυρήσαμεν	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-15-P02	1corintios-15-15-P01	881	P	1	finite_verb_morphology	explicit_or_morphological	candidate	15	same	none
1corintios	15	existing_continuity_status	shift	V-AAI-3S	ἤγειρεν	unresolved	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-15-15-P03	1corintios-15-15-P02	882	S	3	finite_verb_morphology	explicit_or_morphological	candidate	15	shift	none
1corintios	15	existing_continuity_status	same	V-AAI-3S	ἤγειρεν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-15-P04	1corintios-15-15-P03	883	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	15	same	none
1corintios	15	existing_continuity_status	shift	V-PPI-3P	ἐγείρονται	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-15-15-P05	1corintios-15-15-P04	884	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	15	shift	none
1corintios	15	existing_continuity_status	same	V-PPI-3P	ἐγείρονται	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-16-P01	1corintios-15-15-P05	885	P	3	finite_compact_person_number	finite_morphology_fallback	candidate	16	same	none
1corintios	15	existing_continuity_status	shift	V-XPI-3S	ἐγήγερται	candidate	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-16-P02	1corintios-15-16-P01	886	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	16	shift	none
1corintios	15	existing_continuity_status	same	V-XPI-3S	ἐγήγερται	unresolved	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-17-P01	1corintios-15-16-P02	887	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	17	same	none
1corintios	15	existing_continuity_status	shift	V-PAI-2P	ἐστὲ	candidate	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-17-P02	1corintios-15-17-P01	888	P	2	finite_verb_morphology	explicit_or_morphological	not_detected	17	shift	none
1corintios	15	existing_continuity_status	shift	V-AMI-3P	ἀπώλοντο	candidate	2	"[""person_change"", ""subject_shift""]"	candidate	1corintios-15-18-P01	1corintios-15-17-P02	889	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	18	shift	none
1corintios	15	existing_continuity_status	shift	V-PAI-1P	ἐσμὲν	unresolved	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-19-P01	1corintios-15-18-P01	890	P	1	finite_verb_morphology	explicit_or_morphological	candidate	19	shift	none
1corintios	15	existing_continuity_status	same	V-PAI-1P	ἐσμέν	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-19-P02	1corintios-15-19-P01	891	P	1	finite_verb_morphology	explicit_or_morphological	not_detected	19	same	none
1corintios	15	existing_continuity_status	shift	V-XPI-3S	ἐγήγερται	candidate	3	"[""number_change"", ""person_change"", ""subject_shift""]"	strong	1corintios-15-20-P01	1corintios-15-19-P02	892	S	3	finite_compact_person_number	finite_morphology_fallback	not_detected	20	shift	none
1corintios	15	existing_continuity_status	shift	V-PAI-3P	ἀποθνῄσκουσιν	candidate	2	"[""number_change"", ""subject_shift""]"	candidate	1corintios-15-22-P01	1corintios-15-20-P01	893	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	22	shift	none
1corintios	15	existing_continuity_status	same	V-FPI-3P	ζῳοποιηθήσονται	candidate	0	[]	none	1corintios-15-22-P02	1corintios-15-22-P01	894	P	3	finite_compact_person_number	finite_morphology_fallback	not_detected	22	same	none
1corintios	15	existing_continuity_status	shift	V-PAS-3S	παραδιδῷ	unresolved	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	strong	1corintios-15-24-P01	1corintios-15-22-P02	895	S	3	finite_compact_person_number	finite_morphology_fallback	candidate	24	shift	none
1corintios	15	existing_continuity_status	same	V-AAS-3S	καταργήσῃ	unresolved	0	[]	none	1corintios-15-24-P02	1corintios-15-24-P01	896	S	3	finite_verb_morphology	explicit_or_morphological	candidate	24	same	none
1corintios	15	existing_continuity_status	same	V-PAI-3S	δεῖ	candidate	2	"[""independence_transition"", ""subordination_transition""]"	candidate	1corintios-15-25-P01	1corintios-15-24-P02	897	S	3	finite_verb_morphology	explicit_or_morphological	not_detected	25	same	none
