BOOK	CH	VS	CLAUSE_ID	FINITE_GREEK	NODE_TYPE	PARENT_CLAUSE	RELATIONSHIP_TYPE	TREE_DEPTH	OWNERSHIP_CONFIDENCE	TREE_STATUS	SPAN_TEXT	NOTES
1corintios	6	9	C2	κληρονομήσουσιν	leaf	C1	subordinate	1	medium	suggested	ὅτι ἄδικοι θεοῦ βασιλείαν οὐ ==κληρονομήσουσιν== μὴ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	9	C3	πλανᾶσθε	root-or-unresolved			0		unresolved-root	==πλανᾶσθε== οὔτε πόρνοι οὔτε εἰδωλολάτραι οὔτε μοιχοὶ οὔτε μαλακοὶ οὔτε ἀρσενοκοῖται	no-confirmed-topology
1corintios	6	10	C1	κληρονομήσουσιν	root-or-unresolved			0		unresolved-root	οὔτε κλέπται οὔτε πλεονέκται οὐ μέθυσοι οὐ λοίδοροι οὐχ ἅρπαγες βασιλείαν θεοῦ ==κληρονομήσουσιν==	no-confirmed-topology
1corintios	6	11	C1	ἦτε	root-parent			0		unresolved-root	καὶ ταῦτά τινες ==ἦτε== ἀλλὰ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	6	11	C2	ἀπελούσασθε	internal-node	C1	coordinate	1	medium	suggested	==ἀπελούσασθε== ἀλλὰ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	C3	ἡγιάσθητε	internal-node	C2	coordinate	2	medium	suggested	==ἡγιάσθητε== ἀλλὰ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	11	C4	ἐδικαιώθητε	leaf	C3	coordinate	3	medium	suggested	==ἐδικαιώθητε== ἐν τῷ ὀνόματι τοῦ κυρίου ἰησοῦ καὶ ἐν τῷ πνεύματι τοῦ θεοῦ ἡμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	12	C1	ἔξεστιν	root-parent			0		unresolved-root	πάντα μοι ==ἔξεστιν== ἀλλʼ οὐ πάντα	no-confirmed-topology
1corintios	6	12	C2	συμφέρει	leaf	C1	coordinate	1	medium	suggested	==συμφέρει== πάντα μοι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	12	C3	ἔξεστιν	root-parent			0		unresolved-root	==ἔξεστιν== ἀλλʼ οὐκ ἐγὼ	no-confirmed-topology
1corintios	6	12	C4	ἐξουσιασθήσομαι	leaf	C3	coordinate	1	medium	suggested	==ἐξουσιασθήσομαι== ὑπό τινος	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	13	C1	καταργήσει	root-or-unresolved			0		unresolved-root	τὰ βρώματα τῇ κοιλίᾳ καὶ ἡ κοιλία τοῖς βρώμασιν ὁ δὲ θεὸς καὶ ταύτην καὶ ταῦτα ==καταργήσει== τὸ δὲ σῶμα οὐ τῇ πορνείᾳ ἀλλὰ τῷ κυρίῳ καὶ ὁ κύριος τῷ σώματι	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	6	14	C1	ἤγειρεν	root-or-unresolved			0		unresolved-root	ὁ δὲ θεὸς καὶ τὸν κύριον ==ἤγειρεν== καὶ ἡμᾶς	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	6	14	C2	ἐξεγερεῖ	root-or-unresolved			0		unresolved-root	==ἐξεγερεῖ== διὰ τῆς δυνάμεως αὐτοῦ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	6	15	C1	οἴδατε	root-parent			0		unresolved-root	οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	6	15	C2	ἐστιν	internal-node	C1	subordinate	1	medium	suggested	ὅτι τὰ σώματα ὑμῶν μέλη χριστοῦ ==ἐστιν== ἄρας οὖν τὰ μέλη τοῦ χριστοῦ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	15	C3	ποιήσω	leaf	C2	coordinate	2	medium	suggested	==ποιήσω== πόρνης μέλη μὴ γένοιτο	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	16	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	6	16	C2	ἐστιν	leaf	C1	subordinate	1	medium	suggested	ὅτι ὁ κολλώμενος τῇ πόρνῃ ἓν σῶμά ==ἐστιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	16	C3	ἔσονται	root-parent			0		unresolved-root	==ἔσονται== γάρ	no-confirmed-topology
1corintios	6	16	C4	φησίν	leaf	C3	subordinate	1	medium	suggested	==φησίν== οἱ δύο εἰς σάρκα μίαν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	17	C1	ἐστιν	root-or-unresolved			0		unresolved-root	ὁ δὲ κολλώμενος τῷ κυρίῳ ἓν πνεῦμά ==ἐστιν==	no-confirmed-topology
1corintios	6	18	C1	φεύγετε	root-parent			0		unresolved-root	==φεύγετε== τὴν πορνείαν πᾶν ἁμάρτημα ὃ	no-confirmed-topology
1corintios	6	18	C2	ποιήσῃ	leaf	C1	subordinate	1	medium	suggested	ἐὰν ==ποιήσῃ== ἄνθρωπος ἐκτὸς τοῦ σώματός	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	18	C3	ἐστιν	root-parent			0		unresolved-root	==ἐστιν== ὁ δὲ πορνεύων εἰς τὸ ἴδιον σῶμα	no-confirmed-topology
1corintios	6	18	C4	ἁμαρτάνει	leaf	C3	coordinate	1	medium	suggested	==ἁμαρτάνει==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	6	19	C1	οἴδατε	root-parent			0		unresolved-root	ἢ οὐκ ==οἴδατε==	no-confirmed-topology
1corintios	6	19	C2	ἐστιν	leaf	C1	subordinate	1	medium	suggested	ὅτι τὸ σῶμα ὑμῶν ναὸς τοῦ ἐν ὑμῖν ἁγίου πνεύματός ==ἐστιν== οὗ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	6	19	C3	ἔχετε	root-or-unresolved			0		unresolved-root	==ἔχετε== ἀπὸ θεοῦ; καὶ οὐκ	no-confirmed-topology
1corintios	6	19	C4	ἐστὲ	root-or-unresolved			0		unresolved-root	==ἐστὲ== ἑαυτῶν	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	6	20	C1	ἠγοράσθητε	root-parent			0		unresolved-root	==ἠγοράσθητε== γὰρ τιμῆς	no-confirmed-topology
1corintios	6	20	C2	δοξάσατε	leaf	C1	subordinate	1	medium	suggested	==δοξάσατε== δὴ τὸν θεὸν ἐν τῷ σώματι ὑμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	1	C1	ἐγράψατε	root-or-unresolved			0		unresolved-root	περὶ δὲ ὧν ==ἐγράψατε== καλὸν ἀνθρώπῳ γυναικὸς μὴ ἅπτεσθαι	no-confirmed-topology
1corintios	7	2	C1	ἐχέτω	root-or-unresolved			0		unresolved-root	διὰ δὲ τὰς πορνείας ἕκαστος τὴν ἑαυτοῦ γυναῖκα ==ἐχέτω== καὶ ἑκάστη τὸν ἴδιον ἄνδρα	no-confirmed-topology
1corintios	7	2	C2	ἐχέτω	root-or-unresolved			0		unresolved-root	==ἐχέτω==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	3	C1	ἀποδιδότω	root-or-unresolved			0		unresolved-root	τῇ γυναικὶ ὁ ἀνὴρ τὴν ὀφειλὴν ==ἀποδιδότω== ὁμοίως δὲ καὶ ἡ γυνὴ τῷ ἀνδρί	no-confirmed-topology
1corintios	7	4	C1	ἐξουσιάζει	root-parent			0		unresolved-root	ἡ γυνὴ τοῦ ἰδίου σώματος οὐκ ==ἐξουσιάζει== ἀλλὰ ὁ ἀνήρ ὁμοίως δὲ καὶ ὁ ἀνὴρ τοῦ ἰδίου σώματος οὐκ	no-confirmed-topology
1corintios	7	4	C2	ἐξουσιάζει	leaf	C1	coordinate	1	medium	suggested	==ἐξουσιάζει== ἀλλὰ ἡ γυνή	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	5	C1	ἀποστερεῖτε	root-parent			0		unresolved-root	μὴ ==ἀποστερεῖτε== ἀλλήλους	no-confirmed-topology
1corintios	7	5	C2	σχολάσητε	leaf	C1	subordinate	1	medium	suggested	εἰ μήτι ἂν ἐκ συμφώνου πρὸς καιρὸν ἵνα ==σχολάσητε== τῇ προσευχῇ καὶ πάλιν ἐπὶ τὸ αὐτὸ	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	5	C3	ἦτε	root-parent			0		unresolved-root	==ἦτε==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	5	C4	πειράζῃ	leaf	C3	subordinate	1	medium	suggested	ἵνα μὴ ==πειράζῃ== ὑμᾶς ὁ σατανᾶς διὰ τὴν ἀκρασίαν ὑμῶν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	6	C1	λέγω	root-or-unresolved			0		unresolved-root	Τοῦτο δὲ ==λέγω== κατὰ συγγνώμην οὐ κατʼ ἐπιταγήν	no-confirmed-topology
1corintios	7	7	C1	θέλω	root-parent			0		unresolved-root	==θέλω== δὲ πάντας ἀνθρώπους εἶναι	no-confirmed-topology
1corintios	7	7	C2	ἔχει	leaf	C1	coordinate	1	medium	suggested	ὡς καὶ ἐμαυτόν ἀλλὰ ἕκαστος ἴδιον ==ἔχει== χάρισμα ἐκ θεοῦ ὁ μὲν οὕτως ⸁ὁ δὲ οὕτως	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	8	C1	λέγω	root-parent			0		unresolved-root	==λέγω== δὲ τοῖς ἀγάμοις καὶ ταῖς χήραις καλὸν αὐτοῖς	no-confirmed-topology
1corintios	7	8	C2	μείνωσιν	leaf	C1	coordinate	1	medium	suggested	ἐὰν ==μείνωσιν== ὡς κἀγώ	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	9	C1	ἐγκρατεύονται	root-or-unresolved			0		unresolved-root	εἰ δὲ οὐκ ==ἐγκρατεύονται==	no-confirmed-topology; parallel-conditional-structure-detected
1corintios	7	9	C2	γαμησάτωσαν	root-parent			0		unresolved-root	==γαμησάτωσαν== κρεῖττον γάρ	no-confirmed-topology
1corintios	7	9	C3	ἐστιν	leaf	C2	subordinate	1	medium	suggested	==ἐστιν== γαμῆσαι ἢ πυροῦσθαι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	10	C1	παραγγέλλω	root-or-unresolved			0		unresolved-root	τοῖς δὲ γεγαμηκόσιν ==παραγγέλλω== οὐκ ἐγὼ ἀλλὰ ὁ κύριος γυναῖκα ἀπὸ ἀνδρὸς μὴ χωρισθῆναι—	no-confirmed-topology
1corintios	7	11	C1	χωρισθῇ	root-or-unresolved			0		unresolved-root	ἐὰν δὲ καὶ ==χωρισθῇ==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	11	C2	μενέτω	root-parent			0		unresolved-root	==μενέτω== ἄγαμος ἢ τῷ ἀνδρὶ	no-confirmed-topology
1corintios	7	11	C3	καταλλαγήτω—	leaf	C2	coordinate	1	medium	suggested	==καταλλαγήτω—== καὶ ἄνδρα γυναῖκα μὴ ἀφιέναι	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	7	12	C1	λέγω	root-parent			0		unresolved-root	Τοῖς δὲ λοιποῖς ==λέγω== ἐγώ οὐχ ὁ κύριος	no-confirmed-topology
1corintios	7	12	C2	ἔχει	leaf	C1	subordinate	1	medium	suggested	εἴ τις ἀδελφὸς γυναῖκα ==ἔχει== ἄπιστον καὶ αὕτη	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	12	C3	συνευδοκεῖ	root-or-unresolved			0		unresolved-root	==συνευδοκεῖ== οἰκεῖν μετʼ αὐτοῦ μὴ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	12	C4	ἀφιέτω	root-or-unresolved			0		unresolved-root	==ἀφιέτω== αὐτήν	no-confirmed-topology
1corintios	7	13	C1	ἔχει	root-or-unresolved			0		unresolved-root	καὶ γυνὴ εἴ τις ==ἔχει== ἄνδρα ἄπιστον καὶ οὗτος	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	13	C2	συνευδοκεῖ	root-or-unresolved			0		unresolved-root	==συνευδοκεῖ== οἰκεῖν μετʼ αὐτῆς μὴ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	13	C3	ἀφιέτω	root-or-unresolved			0		unresolved-root	==ἀφιέτω== τὸν ἄνδρα	no-confirmed-topology
1corintios	7	14	C1	ἡγίασται	root-parent			0		unresolved-root	==ἡγίασται== γὰρ ὁ ἀνὴρ ὁ ἄπιστος ἐν τῇ γυναικί καὶ	no-confirmed-topology
1corintios	7	14	C2	ἡγίασται	internal-node	C1	subordinate	1	medium	suggested	==ἡγίασται== ἡ γυνὴ ἡ ἄπιστος ἐν τῷ ἀδελφῷ ἐπεὶ ἄρα τὰ τέκνα ὑμῶν ἀκάθαρτά	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	14	C3	ἐστιν	internal-node	C2	subordinate	2	medium	suggested	==ἐστιν== νῦν δὲ ἅγιά	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	14	C4	ἐστιν	leaf	C3	coordinate	3	medium	suggested	==ἐστιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	15	C1	χωρίζεται	root-or-unresolved			0		unresolved-root	εἰ δὲ ὁ ἄπιστος ==χωρίζεται==	no-confirmed-topology; parallel-conditional-structure-detected
1corintios	7	15	C2	χωριζέσθω	root-or-unresolved			0		unresolved-root	==χωριζέσθω== οὐ	no-confirmed-topology
1corintios	7	15	C3	δεδούλωται	root-parent			0		unresolved-root	==δεδούλωται== ὁ ἀδελφὸς ἢ ἡ ἀδελφὴ ἐν τοῖς τοιούτοις ἐν δὲ εἰρήνῃ	no-confirmed-topology
1corintios	7	15	C4	κέκληκεν	leaf	C3	coordinate	1	medium	suggested	==κέκληκεν== ἡμᾶς ὁ θεός	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	7	16	C1	οἶδας	root-parent			0		unresolved-root	τί γὰρ ==οἶδας== γύναι	no-confirmed-topology
1corintios	7	16	C2	σώσεις	internal-node	C1	subordinate	1	medium	suggested	εἰ τὸν ἄνδρα ==σώσεις== ἢ τί	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	16	C3	οἶδας	internal-node	C2	coordinate	2	medium	suggested	==οἶδας== ἄνερ	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	7	16	C4	σώσεις	leaf	C3	subordinate	3	medium	suggested	εἰ τὴν γυναῖκα ==σώσεις==	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	17	C1	ἐμέρισεν	root-parent			0		unresolved-root	εἰ μὴ ἑκάστῳ ὡς ==ἐμέρισεν== ὁ κύριος ἕκαστον	no-confirmed-topology
1corintios	7	17	C2	κέκληκεν	leaf	C1	subordinate	1	medium	suggested	ὡς ==κέκληκεν== ὁ θεός οὕτως	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	17	C3	περιπατείτω	root-or-unresolved			0		unresolved-root	==περιπατείτω== καὶ οὕτως ἐν ταῖς ἐκκλησίαις πάσαις	no-confirmed-topology
1corintios	7	17	C4	διατάσσομαι	root-or-unresolved			0		unresolved-root	==διατάσσομαι==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	18	C1	ἐκλήθη;	root-or-unresolved			0		unresolved-root	περιτετμημένος τις ==ἐκλήθη;== μὴ	no-confirmed-topology
1corintios	7	18	C2	ἐπισπάσθω	root-or-unresolved			0		unresolved-root	==ἐπισπάσθω== ἐν ἀκροβυστίᾳ	no-confirmed-topology
1corintios	7	18	C3	κέκληταί	root-or-unresolved			0		unresolved-root	==κέκληταί== τις; μὴ	no-confirmed-topology
1corintios	7	18	C4	περιτεμνέσθω	root-or-unresolved			0		unresolved-root	==περιτεμνέσθω==	no-confirmed-topology
1corintios	7	19	C1	ἐστιν	root-or-unresolved			0		unresolved-root	ἡ περιτομὴ οὐδέν ==ἐστιν== καὶ ἡ ἀκροβυστία οὐδέν	no-confirmed-topology
1corintios	7	19	C2	ἐστιν	root-or-unresolved			0		unresolved-root	==ἐστιν== ἀλλὰ τήρησις ἐντολῶν θεοῦ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	20	C1	ἐκλήθη	root-or-unresolved			0		unresolved-root	ἕκαστος ἐν τῇ κλήσει ᾗ ==ἐκλήθη== ἐν ταύτῃ	no-confirmed-topology
1corintios	7	20	C2	μενέτω	root-or-unresolved			0		unresolved-root	==μενέτω==	no-confirmed-topology
1corintios	7	21	C1	ἐκλήθης;	root-or-unresolved			0		unresolved-root	δοῦλος ==ἐκλήθης;== μή σοι	no-confirmed-topology
1corintios	7	21	C2	μελέτω	root-parent			0		unresolved-root	==μελέτω== ἀλλʼ	no-confirmed-topology
1corintios	7	21	C3	δύνασαι	leaf	C2	coordinate	1	medium	suggested	εἰ καὶ ==δύνασαι== ἐλεύθερος γενέσθαι μᾶλλον	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	21	C4	χρῆσαι	root-or-unresolved			0		unresolved-root	==χρῆσαι==	no-confirmed-topology
1corintios	7	22	C1	ἐστίν	root-or-unresolved			0		unresolved-root	ὁ γὰρ ἐν κυρίῳ κληθεὶς δοῦλος ἀπελεύθερος κυρίου ==ἐστίν== ὁμοίως ὁ ἐλεύθερος κληθεὶς δοῦλός	no-confirmed-topology
1corintios	7	22	C2	ἐστιν	root-or-unresolved			0		unresolved-root	==ἐστιν== Χριστοῦ	no-confirmed-topology
1corintios	7	23	C1	ἠγοράσθητε	root-or-unresolved			0		unresolved-root	τιμῆς ==ἠγοράσθητε== μὴ	no-confirmed-topology
1corintios	7	23	C2	γίνεσθε	root-or-unresolved			0		unresolved-root	==γίνεσθε== δοῦλοι ἀνθρώπων	no-confirmed-topology
1corintios	7	24	C1	ἐκλήθη	root-or-unresolved			0		unresolved-root	ἕκαστος ἐν ᾧ ==ἐκλήθη== ἀδελφοί ἐν τούτῳ	no-confirmed-topology
1corintios	7	24	C2	μενέτω	root-or-unresolved			0		unresolved-root	==μενέτω== παρὰ θεῷ	no-confirmed-topology
1corintios	7	25	C1	ἔχω	root-parent			0		unresolved-root	περὶ δὲ τῶν παρθένων ἐπιταγὴν κυρίου οὐκ ==ἔχω== γνώμην δὲ	no-confirmed-topology
1corintios	7	25	C2	δίδωμι	leaf	C1	coordinate	1	medium	suggested	==δίδωμι== ὡς ἠλεημένος ὑπὸ κυρίου πιστὸς εἶναι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	26	C1	νομίζω	root-or-unresolved			0		unresolved-root	==νομίζω== οὖν τοῦτο καλὸν ὑπάρχειν διὰ τὴν ἐνεστῶσαν ἀνάγκην ὅτι καλὸν ἀνθρώπῳ τὸ οὕτως εἶναι	no-confirmed-topology
1corintios	7	27	C1	δέδεσαι	root-or-unresolved			0		unresolved-root	==δέδεσαι== γυναικί; μὴ	no-confirmed-topology
1corintios	7	27	C2	ζήτει	root-or-unresolved			0		unresolved-root	==ζήτει== λύσιν	no-confirmed-topology
1corintios	7	27	C3	λέλυσαι	root-or-unresolved			0		unresolved-root	==λέλυσαι== ἀπὸ γυναικός; μὴ	no-confirmed-topology
1corintios	7	27	C4	ζήτει	root-or-unresolved			0		unresolved-root	==ζήτει== γυναῖκα	no-confirmed-topology
1corintios	7	28	C1	γαμήσῃς	root-or-unresolved			0		unresolved-root	ἐὰν δὲ καὶ ==γαμήσῃς== οὐχ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	28	C2	ἥμαρτες	root-parent			0		unresolved-root	==ἥμαρτες== καὶ	no-confirmed-topology
1corintios	7	28	C3	γήμῃ	leaf	C2	subordinate	1	medium	suggested	ἐὰν ==γήμῃ== ἡ παρθένος οὐχ	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	28	C4	ἥμαρτεν	root-parent			0		unresolved-root	==ἥμαρτεν== θλῖψιν δὲ τῇ σαρκὶ	no-confirmed-topology
1corintios	7	28	C5	ἕξουσιν	internal-node	C4	coordinate	1	medium	suggested	==ἕξουσιν== οἱ τοιοῦτοι ἐγὼ δὲ ὑμῶν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	28	C6	φείδομαι	leaf	C5	coordinate	2	medium	suggested	==φείδομαι==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	29	C1	φημι	root-or-unresolved			0		unresolved-root	τοῦτο δέ ==φημι== ἀδελφοί ὁ καιρὸς συνεσταλμένος	no-confirmed-topology
1corintios	7	29	C2	ἐστίν	root-parent			0		unresolved-root	==ἐστίν== τὸ λοιπὸν	no-confirmed-topology
1corintios	7	29	C3	ὦσιν	leaf	C2	subordinate	1	medium	suggested	ἵνα καὶ οἱ ἔχοντες γυναῖκας ὡς μὴ ἔχοντες ==ὦσιν==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	31	C1	παράγει	root-or-unresolved			0		unresolved-root	καὶ οἱ χρώμενοι τὸν κόσμον ὡς μὴ καταχρώμενοι ==παράγει== γὰρ τὸ σχῆμα τοῦ κόσμου τούτου	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	32	C1	θέλω	root-parent			0		unresolved-root	==θέλω== δὲ ὑμᾶς ἀμερίμνους εἶναι ὁ ἄγαμος	no-confirmed-topology
1corintios	7	32	C2	μεριμνᾷ	leaf	C1	coordinate	1	medium	suggested	==μεριμνᾷ== τὰ τοῦ κυρίου πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	32	C3	ἀρέσῃ	root-or-unresolved			0		unresolved-root	==ἀρέσῃ== τῷ κυρίῳ	no-confirmed-topology
1corintios	7	33	C1	μεριμνᾷ	root-or-unresolved			0		unresolved-root	ὁ δὲ γαμήσας ==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	no-confirmed-topology
1corintios	7	33	C2	ἀρέσῃ	root-or-unresolved			0		unresolved-root	==ἀρέσῃ== τῇ γυναικί	no-confirmed-topology
1corintios	7	34	C1	μεμέρισται	root-or-unresolved			0		unresolved-root	καὶ ==μεμέρισται== καὶ ἡ γυνὴ ἡ ἄγαμος καὶ ἡ παρθένος	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	34	C2	μεριμνᾷ	root-parent			0		unresolved-root	==μεριμνᾷ== τὰ τοῦ κυρίου	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	34	C3	ᾖ	internal-node	C2	subordinate	1	medium	suggested	ἵνα ==ᾖ== ἁγία καὶ τῷ σώματι καὶ ⸁τῷ πνεύματι ἡ δὲ γαμήσασα	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	34	C4	μεριμνᾷ	leaf	C3	coordinate	2	medium	suggested	==μεριμνᾷ== τὰ τοῦ κόσμου πῶς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available; parallel-coordinate-structure-detected
1corintios	7	34	C5	ἀρέσῃ	root-or-unresolved			0		unresolved-root	==ἀρέσῃ== τῷ ἀνδρί	no-confirmed-topology
1corintios	7	35	C1	λέγω	root-parent			0		unresolved-root	τοῦτο δὲ πρὸς τὸ ὑμῶν αὐτῶν σύμφορον ==λέγω== οὐχ	no-confirmed-topology
1corintios	7	35	C2	ἐπιβάλω	leaf	C1	subordinate	1	medium	suggested	ἵνα βρόχον ὑμῖν ==ἐπιβάλω== ἀλλὰ πρὸς τὸ εὔσχημον καὶ εὐπάρεδρον τῷ κυρίῳ ἀπερισπάστως	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	36	C1	νομίζει	root-parent			0		unresolved-root	εἰ δέ τις ἀσχημονεῖν ἐπὶ τὴν παρθένον αὐτοῦ ==νομίζει==	no-confirmed-topology; parallel-conditional-structure-detected
1corintios	7	36	C2	ᾖ	leaf	C1	subordinate	1	medium	suggested	ἐὰν ==ᾖ== ὑπέρακμος καὶ οὕτως	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	36	C3	ὀφείλει	root-or-unresolved			0		unresolved-root	==ὀφείλει== γίνεσθαι ὃ	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	36	C4	θέλει	root-or-unresolved			0		unresolved-root	==θέλει==	no-confirmed-topology
1corintios	7	36	C5	ποιείτω	root-or-unresolved			0		unresolved-root	==ποιείτω== οὐχ	no-confirmed-topology
1corintios	7	36	C6	ἁμαρτάνει	root-or-unresolved			0		unresolved-root	==ἁμαρτάνει==	no-confirmed-topology
1corintios	7	36	C7	γαμείτωσαν	root-or-unresolved			0		unresolved-root	==γαμείτωσαν==	no-confirmed-topology
1corintios	7	37	C1	ἕστηκεν	root-parent			0		unresolved-root	ὃς δὲ ==ἕστηκεν== ἐν τῇ καρδίᾳ αὐτοῦ ἑδραῖος μὴ ἔχων ἀνάγκην ἐξουσίαν δὲ	no-confirmed-topology
1corintios	7	37	C2	ἔχει	leaf	C1	coordinate	1	medium	suggested	==ἔχει== περὶ τοῦ ἰδίου θελήματος καὶ τοῦτο	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	7	37	C3	κέκρικεν	root-or-unresolved			0		unresolved-root	==κέκρικεν== ἐν τῇ ἰδίᾳ καρδίᾳ τηρεῖν τὴν ἑαυτοῦ παρθένον καλῶς	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	37	C4	ποιήσει	root-or-unresolved			0		unresolved-root	==ποιήσει==	no-confirmed-topology
1corintios	7	38	C1	ποιεῖ	root-or-unresolved			0		unresolved-root	ὥστε καὶ ὁ γαμίζων τὴν παρθένον ἑαυτοῦ καλῶς ==ποιεῖ== καὶ ὁ μὴ ⸁γαμίζων κρεῖσσον	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	38	C2	ποιήσει	root-or-unresolved			0		unresolved-root	==ποιήσει==	no-confirmed-topology; parallel-coordinate-structure-detected
1corintios	7	39	C1	δέδεται	root-or-unresolved			0		unresolved-root	γυνὴ ==δέδεται== ἐφʼ ὅσον χρόνον	no-confirmed-topology
1corintios	7	39	C2	ζῇ	root-parent			0		unresolved-root	==ζῇ== ὁ ἀνὴρ αὐτῆς	no-confirmed-topology
1corintios	7	39	C3	κοιμηθῇ	leaf	C2	subordinate	1	medium	suggested	ἐὰν δὲ ==κοιμηθῇ== ὁ ἀνήρ ἐλευθέρα	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	7	39	C4	ἐστὶν	root-or-unresolved			0		unresolved-root	==ἐστὶν== ᾧ	no-confirmed-topology
1corintios	7	39	C5	θέλει	root-or-unresolved			0		unresolved-root	==θέλει== γαμηθῆναι μόνον ἐν κυρίῳ	no-confirmed-topology
1corintios	7	40	C1	ἐστιν	root-parent			0		unresolved-root	μακαριωτέρα δέ ==ἐστιν==	no-confirmed-topology
