paso13_action_support_id	book	chapter	verse	reference	stream_index	predication_id	subject_support	verb_support	scope_support	paso9_candidate_labels	continuity_field_state	minimal_action_support	confidence	evidence	final_action_statement_assigned
P1300100	1corintios	3	8	3:8	100	1corintios-3-8-P01	implicit-3P	εἰσιν		"[""ACLARA""]"	recovering	implicit-3P — εἰσιν	low	"[""verb:εἰσιν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300101	1corintios	3	8	3:8	101	1corintios-3-8-P02	implicit-3S	λήμψεται		"[""ACLARA""]"	recovering	implicit-3S — λήμψεται	low	"[""verb:λήμψεται"", ""subject:implicit-3S"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300102	1corintios	3	9	3:9	102	1corintios-3-9-P01	implicit-1P	ἐσμεν		"[""ACLARA""]"	unstable	implicit-1P — ἐσμεν	low	"[""verb:ἐσμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300103	1corintios	3	9	3:9	103	1corintios-3-9-P02	implicit-2P	ἐστε		"[""ACLARA""]"	unstable	implicit-2P — ἐστε	low	"[""verb:ἐστε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300104	1corintios	3	10	3:10	104	1corintios-3-10-P01	implicit-1S	ἔθηκα		"[""ACLARA""]"	transitioning	implicit-1S — ἔθηκα	low	"[""verb:ἔθηκα"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300105	1corintios	3	10	3:10	105	1corintios-3-10-P02	implicit-3S	ἐποικοδομεῖ		"[""ACLARA""]"	transitioning	implicit-3S — ἐποικοδομεῖ	low	"[""verb:ἐποικοδομεῖ"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300106	1corintios	3	10	3:10	106	1corintios-3-10-P03	implicit-3S	βλεπέτω		"[""EXPONE""]"	stable	implicit-3S — βλεπέτω	low	"[""verb:βλεπέτω"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300107	1corintios	3	10	3:10	107	1corintios-3-10-P04	implicit-3S	ἐποικοδομεῖ		"[""EXPONE""]"	stable	implicit-3S — ἐποικοδομεῖ	low	"[""verb:ἐποικοδομεῖ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300108	1corintios	3	11	3:11	108	1corintios-3-11-P01	unknown	δύναται		"[""EXPONE""]"	stable	sujeto no resuelto — δύναται	low	"[""verb:δύναται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300109	1corintios	3	11	3:11	109	1corintios-3-11-P02	unknown	ἐστιν		"[""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300110	1corintios	3	12	3:12	110	1corintios-3-12-P01	unknown	ἐποικοδομεῖ		"[""EXPONE""]"	stable	sujeto no resuelto — ἐποικοδομεῖ	low	"[""verb:ἐποικοδομεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300111	1corintios	3	13	3:13	111	1corintios-3-13-P01	unknown	γενήσεται		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — γενήσεται	low	"[""verb:γενήσεται"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300112	1corintios	3	13	3:13	112	1corintios-3-13-P02	unknown	δηλώσει		"[""EXPONE""]"	stable	sujeto no resuelto — δηλώσει	low	"[""verb:δηλώσει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300113	1corintios	3	13	3:13	113	1corintios-3-13-P03	implicit-3S	ἀποκαλύπτεται		"[""EXPONE""]"	stable	implicit-3S — ἀποκαλύπτεται	low	"[""verb:ἀποκαλύπτεται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300114	1corintios	3	13	3:13	114	1corintios-3-13-P04	unknown	ἐστιν		"[""RAZÓN"", ""ACLARA"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:RAZÓN,ACLARA,EXPONE""]"	False
P1300115	1corintios	3	13	3:13	115	1corintios-3-13-P05	unknown	δοκιμάσει		"[""EXPONE""]"	stable	sujeto no resuelto — δοκιμάσει	low	"[""verb:δοκιμάσει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300116	1corintios	3	14	3:14	116	1corintios-3-14-P01	unknown	μενεῖ		"[""EXPONE""]"	stable	sujeto no resuelto — μενεῖ	low	"[""verb:μενεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300117	1corintios	3	14	3:14	117	1corintios-3-14-P02	implicit-3S	ἐποικοδόμησεν		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — ἐποικοδόμησεν	low	"[""verb:ἐποικοδόμησεν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300118	1corintios	3	14	3:14	118	1corintios-3-14-P03	implicit-3S	λήμψεται		"[""EXPONE""]"	stable	implicit-3S — λήμψεται	low	"[""verb:λήμψεται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300119	1corintios	3	15	3:15	119	1corintios-3-15-P01	unknown	κατακαήσεται		"[""EXPONE""]"	stable	sujeto no resuelto — κατακαήσεται	low	"[""verb:κατακαήσεται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300120	1corintios	3	15	3:15	120	1corintios-3-15-P02	implicit-3S	ζημιωθήσεται		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — ζημιωθήσεται	low	"[""verb:ζημιωθήσεται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300121	1corintios	3	15	3:15	121	1corintios-3-15-P03	implicit-3S	σωθήσεται		"[""EXPONE""]"	stable	implicit-3S — σωθήσεται	low	"[""verb:σωθήσεται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300122	1corintios	3	16	3:16	122	1corintios-3-16-P01	implicit-2P	οἴδατε		"[""ACLARA""]"	transitioning	implicit-2P — οἴδατε	low	"[""verb:οἴδατε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300123	1corintios	3	16	3:16	123	1corintios-3-16-P02	implicit-2P	ἐστε		"[""EXPONE""]"	stable	implicit-2P — ἐστε	low	"[""verb:ἐστε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300124	1corintios	3	16	3:16	124	1corintios-3-16-P03	unknown	οἰκεῖ		"[""RAZÓN"", ""ACLARA""]"	transitioning	sujeto no resuelto — οἰκεῖ	low	"[""verb:οἰκεῖ"", ""subject:unknown"", ""field:transitioning"", ""paso9:RAZÓN,ACLARA""]"	False
P1300125	1corintios	3	17	3:17	125	1corintios-3-17-P01	unknown	φθείρει		"[""EXPONE""]"	stable	sujeto no resuelto — φθείρει	low	"[""verb:φθείρει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300126	1corintios	3	17	3:17	126	1corintios-3-17-P02	implicit-3S	φθερεῖ		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-3S — φθερεῖ	low	"[""verb:φθερεῖ"", ""subject:implicit-3S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300127	1corintios	3	17	3:17	127	1corintios-3-17-P03	unknown	ἐστιν		"[""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300128	1corintios	3	17	3:17	128	1corintios-3-17-P04	implicit-2P	ἐστε		"[""ACLARA""]"	transitioning	implicit-2P — ἐστε	low	"[""verb:ἐστε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300129	1corintios	3	18	3:18	129	1corintios-3-18-P01	unknown	ἐξαπατάτω		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἐξαπατάτω	low	"[""verb:ἐξαπατάτω"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300130	1corintios	3	18	3:18	130	1corintios-3-18-P02	unknown	δοκεῖ		"[""EXPONE""]"	stable	sujeto no resuelto — δοκεῖ	low	"[""verb:δοκεῖ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300131	1corintios	3	18	3:18	131	1corintios-3-18-P03	unknown	γενέσθω		"[""CONDICIÓN"", ""EXPONE""]"	stable	sujeto no resuelto — γενέσθω	low	"[""verb:γενέσθω"", ""subject:unknown"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300132	1corintios	3	18	3:18	132	1corintios-3-18-P04	implicit-3S	γένηται		"[""EXPONE""]"	stable	implicit-3S — γένηται	low	"[""verb:γένηται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300133	1corintios	3	19	3:19	133	1corintios-3-19-P01	unknown	ἐστιν		"[""PROPÓSITO"", ""EXPONE""]"	stable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:stable"", ""paso9:PROPÓSITO,EXPONE""]"	False
P1300134	1corintios	3	19	3:19	134	1corintios-3-19-P02	implicit-3S	γέγραπται		"[""EXPONE""]"	stable	implicit-3S — γέγραπται	low	"[""verb:γέγραπται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300135	1corintios	3	20	3:20	135	1corintios-3-20-P01	unknown	γινώσκει		"[""EXPONE""]"	stable	sujeto no resuelto — γινώσκει	low	"[""verb:γινώσκει"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300136	1corintios	3	20	3:20	136	1corintios-3-20-P02	implicit-3P	εἰσὶν		"[""ACLARA""]"	recovering	implicit-3P — εἰσὶν	low	"[""verb:εἰσὶν"", ""subject:implicit-3P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300137	1corintios	3	21	3:21	137	1corintios-3-21-P01	unknown	καυχάσθω		"[""RAZÓN"", ""ACLARA"", ""RESULTADO""]"	transitioning	sujeto no resuelto — καυχάσθω	low	"[""verb:καυχάσθω"", ""subject:unknown"", ""field:transitioning"", ""paso9:RAZÓN,ACLARA,RESULTADO""]"	False
P1300138	1corintios	3	21	3:21	138	1corintios-3-21-P02	implicit-3S	ἐστιν		"[""EXPONE""]"	stable	implicit-3S — ἐστιν	low	"[""verb:ἐστιν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300139	1corintios	4	1	4:1	139	1corintios-4-1-P01	implicit-3S	λογιζέσθω		"[""EXPONE""]"	stable	implicit-3S — λογιζέσθω	low	"[""verb:λογιζέσθω"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300140	1corintios	4	2	4:2	140	1corintios-4-2-P01	implicit-3S	ζητεῖται		"[""EXPONE""]"	stable	implicit-3S — ζητεῖται	low	"[""verb:ζητεῖται"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300141	1corintios	4	2	4:2	141	1corintios-4-2-P02	unknown	εὑρεθῇ		"[""EXPONE""]"	stable	sujeto no resuelto — εὑρεθῇ	low	"[""verb:εὑρεθῇ"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300142	1corintios	4	3	4:3	142	1corintios-4-3-P01	implicit-3S	ἐστιν		"[""PROPÓSITO"", ""EXPONE""]"	stable	implicit-3S — ἐστιν	low	"[""verb:ἐστιν"", ""subject:implicit-3S"", ""field:stable"", ""paso9:PROPÓSITO,EXPONE""]"	False
P1300143	1corintios	4	3	4:3	143	1corintios-4-3-P02	implicit-1S	ἀνακριθῶ		"[""ACLARA""]"	transitioning	implicit-1S — ἀνακριθῶ	low	"[""verb:ἀνακριθῶ"", ""subject:implicit-1S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300144	1corintios	4	3	4:3	144	1corintios-4-3-P03	implicit-1S	ἀνακρίνω		"[""PROPÓSITO"", ""EXPONE""]"	stable	implicit-1S — ἀνακρίνω	low	"[""verb:ἀνακρίνω"", ""subject:implicit-1S"", ""field:stable"", ""paso9:PROPÓSITO,EXPONE""]"	False
P1300145	1corintios	4	4	4:4	145	1corintios-4-4-P01	implicit-1S	σύνοιδα		"[""EXPONE""]"	stable	implicit-1S — σύνοιδα	low	"[""verb:σύνοιδα"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300146	1corintios	4	4	4:4	146	1corintios-4-4-P02	implicit-1S	δεδικαίωμαι		"[""EXPONE""]"	stable	implicit-1S — δεδικαίωμαι	low	"[""verb:δεδικαίωμαι"", ""subject:implicit-1S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300147	1corintios	4	4	4:4	147	1corintios-4-4-P03	unknown	ἐστιν		"[""ACLARA""]"	unstable	sujeto no resuelto — ἐστιν	low	"[""verb:ἐστιν"", ""subject:unknown"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300148	1corintios	4	5	4:5	148	1corintios-4-5-P01	implicit-2P	κρίνετε		"[""RESULTADO"", ""ACLARA""]"	transitioning	implicit-2P — κρίνετε	low	"[""verb:κρίνετε"", ""subject:implicit-2P"", ""field:transitioning"", ""paso9:RESULTADO,ACLARA""]"	False
P1300149	1corintios	4	5	4:5	149	1corintios-4-5-P02	implicit-3S	ἔλθῃ		"[""ACLARA""]"	transitioning	implicit-3S — ἔλθῃ	low	"[""verb:ἔλθῃ"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300150	1corintios	4	5	4:5	150	1corintios-4-5-P03	implicit-3S	φωτίσει		"[""EXPONE""]"	stable	implicit-3S — φωτίσει	low	"[""verb:φωτίσει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300151	1corintios	4	5	4:5	151	1corintios-4-5-P04	implicit-3S	φανερώσει		"[""EXPONE""]"	stable	implicit-3S — φανερώσει	low	"[""verb:φανερώσει"", ""subject:implicit-3S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300152	1corintios	4	5	4:5	152	1corintios-4-5-P05	unknown	γενήσεται		"[""EXPONE""]"	stable	sujeto no resuelto — γενήσεται	low	"[""verb:γενήσεται"", ""subject:unknown"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300153	1corintios	4	6	4:6	153	1corintios-4-6-P01	implicit-1S	μετεσχημάτισα		"[""ACLARA""]"	unstable	implicit-1S — μετεσχημάτισα	low	"[""verb:μετεσχημάτισα"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300154	1corintios	4	6	4:6	154	1corintios-4-6-P02	implicit-2P	μάθητε		"[""ACLARA""]"	unstable	implicit-2P — μάθητε	low	"[""verb:μάθητε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300155	1corintios	4	6	4:6	155	1corintios-4-6-P03	implicit-3S	γέγραπται		"[""PROPÓSITO"", ""ACLARA""]"	unstable	implicit-3S — γέγραπται	low	"[""verb:γέγραπται"", ""subject:implicit-3S"", ""field:unstable"", ""paso9:PROPÓSITO,ACLARA""]"	False
P1300156	1corintios	4	6	4:6	156	1corintios-4-6-P04	implicit-2P	φυσιοῦσθε		"[""ACLARA""]"	unstable	implicit-2P — φυσιοῦσθε	low	"[""verb:φυσιοῦσθε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300157	1corintios	4	7	4:7	157	1corintios-4-7-P01	implicit-3S	διακρίνει		"[""PROPÓSITO"", ""ACLARA""]"	transitioning	implicit-3S — διακρίνει	low	"[""verb:διακρίνει"", ""subject:implicit-3S"", ""field:transitioning"", ""paso9:PROPÓSITO,ACLARA""]"	False
P1300158	1corintios	4	7	4:7	158	1corintios-4-7-P02	implicit-2S	ἔχεις		"[""ACLARA""]"	transitioning	implicit-2S — ἔχεις	low	"[""verb:ἔχεις"", ""subject:implicit-2S"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300159	1corintios	4	7	4:7	159	1corintios-4-7-P03	implicit-2S	ἔλαβες		"[""EXPONE""]"	stable	implicit-2S — ἔλαβες	low	"[""verb:ἔλαβες"", ""subject:implicit-2S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300160	1corintios	4	7	4:7	160	1corintios-4-7-P04	implicit-2S	ἔλαβες		"[""EXPONE""]"	stable	implicit-2S — ἔλαβες	low	"[""verb:ἔλαβες"", ""subject:implicit-2S"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300161	1corintios	4	7	4:7	161	1corintios-4-7-P05	implicit-2S	καυχᾶσαι		"[""CONDICIÓN"", ""EXPONE""]"	stable	implicit-2S — καυχᾶσαι	low	"[""verb:καυχᾶσαι"", ""subject:implicit-2S"", ""field:stable"", ""paso9:CONDICIÓN,EXPONE""]"	False
P1300162	1corintios	4	8	4:8	162	1corintios-4-8-P01	implicit-2P	ἐστέ		"[""ACLARA""]"	recovering	implicit-2P — ἐστέ	low	"[""verb:ἐστέ"", ""subject:implicit-2P"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300163	1corintios	4	8	4:8	163	1corintios-4-8-P02	implicit-2P	ἐπλουτήσατε		"[""EXPONE""]"	stable	implicit-2P — ἐπλουτήσατε	low	"[""verb:ἐπλουτήσατε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300164	1corintios	4	8	4:8	164	1corintios-4-8-P03	implicit-2P	ἐβασιλεύσατε		"[""EXPONE""]"	stable	implicit-2P — ἐβασιλεύσατε	low	"[""verb:ἐβασιλεύσατε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300165	1corintios	4	8	4:8	165	1corintios-4-8-P04	implicit-2P	ἐβασιλεύσατε		"[""EXPONE""]"	stable	implicit-2P — ἐβασιλεύσατε	low	"[""verb:ἐβασιλεύσατε"", ""subject:implicit-2P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300166	1corintios	4	8	4:8	166	1corintios-4-8-P05	implicit-1P	συμβασιλεύσωμεν		"[""ACLARA""]"	unstable	implicit-1P — συμβασιλεύσωμεν	low	"[""verb:συμβασιλεύσωμεν"", ""subject:implicit-1P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300167	1corintios	4	9	4:9	167	1corintios-4-9-P01	implicit-1S	δοκῶ		"[""PROPÓSITO"", ""ACLARA""]"	recovering	implicit-1S — δοκῶ	low	"[""verb:δοκῶ"", ""subject:implicit-1S"", ""field:recovering"", ""paso9:PROPÓSITO,ACLARA""]"	False
P1300168	1corintios	4	9	4:9	168	1corintios-4-9-P02	unknown	ἀπέδειξεν		"[""ACLARA""]"	transitioning	sujeto no resuelto — ἀπέδειξεν	low	"[""verb:ἀπέδειξεν"", ""subject:unknown"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300169	1corintios	4	9	4:9	169	1corintios-4-9-P03	implicit-1P	ἐγενήθημεν		"[""ACLARA""]"	transitioning	implicit-1P — ἐγενήθημεν	low	"[""verb:ἐγενήθημεν"", ""subject:implicit-1P"", ""field:transitioning"", ""paso9:ACLARA""]"	False
P1300170	1corintios	4	11	4:11	170	1corintios-4-11-P01	implicit-1P	πεινῶμεν		"[""ACLARA"", ""RAZÓN"", ""EXPONE""]"	stable	implicit-1P — πεινῶμεν	low	"[""verb:πεινῶμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:ACLARA,RAZÓN,EXPONE""]"	False
P1300171	1corintios	4	11	4:11	171	1corintios-4-11-P02	implicit-1P	διψῶμεν		"[""EXPONE""]"	stable	implicit-1P — διψῶμεν	low	"[""verb:διψῶμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300172	1corintios	4	11	4:11	172	1corintios-4-11-P03	implicit-1P	γυμνιτεύομεν		"[""EXPONE""]"	stable	implicit-1P — γυμνιτεύομεν	low	"[""verb:γυμνιτεύομεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300173	1corintios	4	11	4:11	173	1corintios-4-11-P04	implicit-1P	κολαφιζόμεθα		"[""EXPONE""]"	stable	implicit-1P — κολαφιζόμεθα	low	"[""verb:κολαφιζόμεθα"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300174	1corintios	4	11	4:11	174	1corintios-4-11-P05	implicit-1P	ἀστατοῦμεν		"[""EXPONE""]"	stable	implicit-1P — ἀστατοῦμεν	low	"[""verb:ἀστατοῦμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300175	1corintios	4	12	4:12	175	1corintios-4-12-P01	implicit-1P	κοπιῶμεν		"[""EXPONE""]"	stable	implicit-1P — κοπιῶμεν	low	"[""verb:κοπιῶμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300176	1corintios	4	12	4:12	176	1corintios-4-12-P02	implicit-1P	εὐλογοῦμεν		"[""EXPONE""]"	stable	implicit-1P — εὐλογοῦμεν	low	"[""verb:εὐλογοῦμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300177	1corintios	4	12	4:12	177	1corintios-4-12-P03	implicit-1P	ἀνεχόμεθα		"[""EXPONE""]"	stable	implicit-1P — ἀνεχόμεθα	low	"[""verb:ἀνεχόμεθα"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300178	1corintios	4	13	4:13	178	1corintios-4-13-P01	implicit-1P	παρακαλοῦμεν		"[""EXPONE""]"	stable	implicit-1P — παρακαλοῦμεν	low	"[""verb:παρακαλοῦμεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300179	1corintios	4	13	4:13	179	1corintios-4-13-P02	implicit-1P	ἐγενήθημεν		"[""EXPONE""]"	stable	implicit-1P — ἐγενήθημεν	low	"[""verb:ἐγενήθημεν"", ""subject:implicit-1P"", ""field:stable"", ""paso9:EXPONE""]"	False
P1300180	1corintios	4	14	4:14	180	1corintios-4-14-P01	implicit-1S	γράφω		"[""ACLARA""]"	recovering	implicit-1S — γράφω	low	"[""verb:γράφω"", ""subject:implicit-1S"", ""field:recovering"", ""paso9:ACLARA""]"	False
P1300181	1corintios	4	15	4:15	181	1corintios-4-15-P01	implicit-2P	ἔχητε		"[""ACLARA""]"	unstable	implicit-2P — ἔχητε	low	"[""verb:ἔχητε"", ""subject:implicit-2P"", ""field:unstable"", ""paso9:ACLARA""]"	False
P1300182	1corintios	4	15	4:15	182	1corintios-4-15-P02	implicit-1S	ἐγέννησα		"[""CONDICIÓN"", ""ACLARA""]"	unstable	implicit-1S — ἐγέννησα	low	"[""verb:ἐγέννησα"", ""subject:implicit-1S"", ""field:unstable"", ""paso9:CONDICIÓN,ACLARA""]"	False
