BOOK	CH	VS	REFERENCE	SOURCE_LINE	TOKEN_IN_VERSE	GREEK	LEMMA	POS	PARSING	MORPH	CATEGORY	FINITE	MOOD	PERSON	NUMBER	RAW
1corintios	14	22	1corintios 14:22	5385	9	πιστεύουσιν	πιστεύω	V-	-PAPDPM-	V--PAPDPM-	nonfinite_participle	no				071422 V- -PAPDPM- πιστεύουσιν πιστεύουσιν πιστεύουσι(ν) πιστεύω
1corintios	14	22	1corintios 14:22	5397	21	πιστεύουσιν.	πιστεύω	V-	-PAPDPM-	V--PAPDPM-	nonfinite_participle	no				071422 V- -PAPDPM- πιστεύουσιν. πιστεύουσιν πιστεύουσι(ν) πιστεύω
1corintios	14	23	1corintios 14:23	5400	3	συνέλθῃ	συνέρχομαι	V-	3AAS-S--	V-3AAS-S--	finite_counted	yes	subjunctive	3	S	071423 V- 3AAS-S-- συνέλθῃ συνέλθῃ συνέλθῃ συνέρχομαι
1corintios	14	23	1corintios 14:23	5409	12	⸂λαλῶσιν	λαλέω	V-	3PAS-P--	V-3PAS-P--	finite_counted	yes	subjunctive	3	P	071423 V- 3PAS-P-- ⸂λαλῶσιν λαλῶσιν λαλῶσι(ν) λαλέω
1corintios	14	23	1corintios 14:23	5411	14	εἰσέλθωσιν	εἰσέρχομαι	V-	3AAS-P--	V-3AAS-P--	finite_counted	yes	subjunctive	3	P	071423 V- 3AAS-P-- εἰσέλθωσιν εἰσέλθωσιν εἰσέλθωσι(ν) εἰσέρχομαι
1corintios	14	23	1corintios 14:23	5417	20	ἐροῦσιν	λέγω	V-	3FAI-P--	V-3FAI-P--	finite_counted	yes	indicative	3	P	071423 V- 3FAI-P-- ἐροῦσιν ἐροῦσιν ἐροῦσι(ν) λέγω
1corintios	14	23	1corintios 14:23	5419	22	μαίνεσθε;	μαίνομαι	V-	2PMI-P--	V-2PMI-P--	finite_counted	yes	indicative	2	P	071423 V- 2PMI-P-- μαίνεσθε; μαίνεσθε μαίνεσθε μαίνομαι
1corintios	14	24	1corintios 14:24	5423	4	προφητεύωσιν,	προφητεύω	V-	3PAS-P--	V-3PAS-P--	finite_counted	yes	subjunctive	3	P	071424 V- 3PAS-P-- προφητεύωσιν, προφητεύωσιν προφητεύωσι(ν) προφητεύω
1corintios	14	24	1corintios 14:24	5424	5	εἰσέλθῃ	εἰσέρχομαι	V-	3AAS-S--	V-3AAS-S--	finite_counted	yes	subjunctive	3	S	071424 V- 3AAS-S-- εἰσέλθῃ εἰσέλθῃ εἰσέλθῃ εἰσέρχομαι
1corintios	14	24	1corintios 14:24	5430	11	ἐλέγχεται	ἐλέγχω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	071424 V- 3PPI-S-- ἐλέγχεται ἐλέγχεται ἐλέγχεται ἐλέγχω
1corintios	14	24	1corintios 14:24	5433	14	ἀνακρίνεται	ἀνακρίνω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	071424 V- 3PPI-S-- ἀνακρίνεται ἀνακρίνεται ἀνακρίνεται ἀνακρίνω
1corintios	14	25	1corintios 14:25	5442	7	γίνεται,	γίνομαι	V-	3PMI-S--	V-3PMI-S--	finite_counted	yes	indicative	3	S	071425 V- 3PMI-S-- γίνεται, γίνεται γίνεται γίνομαι
1corintios	14	25	1corintios 14:25	5445	10	πεσὼν	πίπτω	V-	-AAPNSM-	V--AAPNSM-	nonfinite_participle	no				071425 V- -AAPNSM- πεσὼν πεσὼν πεσών πίπτω
1corintios	14	25	1corintios 14:25	5448	13	προσκυνήσει	προσκυνέω	V-	3FAI-S--	V-3FAI-S--	finite_counted	yes	indicative	3	S	071425 V- 3FAI-S-- προσκυνήσει προσκυνήσει προσκυνήσει προσκυνέω
1corintios	14	25	1corintios 14:25	5451	16	ἀπαγγέλλων	ἀπαγγέλλω	V-	-PAPNSM-	V--PAPNSM-	nonfinite_participle	no				071425 V- -PAPNSM- ἀπαγγέλλων ἀπαγγέλλων ἀπαγγέλλων ἀπαγγέλλω
1corintios	14	25	1corintios 14:25	5458	23	ἐστιν.	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071425 V- 3PAI-S-- ἐστιν. ἐστιν ἐστί(ν) εἰμί
1corintios	14	26	1corintios 14:26	5461	3	ἐστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071426 V- 3PAI-S-- ἐστιν, ἐστιν ἐστί(ν) εἰμί
1corintios	14	26	1corintios 14:26	5464	6	συνέρχησθε,	συνέρχομαι	V-	2PMS-P--	V-2PMS-P--	finite_counted	yes	subjunctive	2	P	071426 V- 2PMS-P-- συνέρχησθε, συνέρχησθε συνέρχησθε συνέρχομαι
1corintios	14	26	1corintios 14:26	5467	9	ἔχει,	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071426 V- 3PAI-S-- ἔχει, ἔχει ἔχει ἔχω
1corintios	14	26	1corintios 14:26	5469	11	ἔχει,	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071426 V- 3PAI-S-- ἔχει, ἔχει ἔχει ἔχω
1corintios	14	26	1corintios 14:26	5471	13	ἔχει,	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071426 V- 3PAI-S-- ἔχει, ἔχει ἔχει ἔχω
1corintios	14	26	1corintios 14:26	5473	15	ἔχει,	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071426 V- 3PAI-S-- ἔχει, ἔχει ἔχει ἔχω
1corintios	14	26	1corintios 14:26	5475	17	ἔχει·	ἔχω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071426 V- 3PAI-S-- ἔχει· ἔχει ἔχει ἔχω
1corintios	14	26	1corintios 14:26	5479	21	γινέσθω.	γίνομαι	V-	3PMD-S--	V-3PMD-S--	finite_counted	yes	imperative	3	S	071426 V- 3PMD-S-- γινέσθω. γινέσθω γινέσθω γίνομαι
1corintios	14	27	1corintios 14:27	5483	4	λαλεῖ,	λαλέω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071427 V- 3PAI-S-- λαλεῖ, λαλεῖ λαλεῖ λαλέω
1corintios	14	27	1corintios 14:27	5495	16	διερμηνευέτω·	διερμηνεύω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	071427 V- 3PAD-S-- διερμηνευέτω· διερμηνευέτω διερμηνευέτω διερμηνεύω
1corintios	14	28	1corintios 14:28	5499	4	ᾖ	εἰμί	V-	3PAS-S--	V-3PAS-S--	finite_counted	yes	subjunctive	3	S	071428 V- 3PAS-S-- ᾖ ᾖ ᾖ εἰμί
1corintios	14	28	1corintios 14:28	5501	6	σιγάτω	σιγάω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	071428 V- 3PAD-S-- σιγάτω σιγάτω σιγάτω σιγάω
1corintios	14	28	1corintios 14:28	5506	11	λαλείτω	λαλέω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	071428 V- 3PAD-S-- λαλείτω λαλείτω λαλείτω λαλέω
1corintios	14	29	1corintios 14:29	5515	6	λαλείτωσαν,	λαλέω	V-	3PAD-P--	V-3PAD-P--	finite_counted	yes	imperative	3	P	071429 V- 3PAD-P-- λαλείτωσαν, λαλείτωσαν λαλείτωσαν λαλέω
1corintios	14	29	1corintios 14:29	5519	10	διακρινέτωσαν·	διακρίνω	V-	3PAD-P--	V-3PAD-P--	finite_counted	yes	imperative	3	P	071429 V- 3PAD-P-- διακρινέτωσαν· διακρινέτωσαν διακρινέτωσαν διακρίνω
1corintios	14	30	1corintios 14:30	5523	4	ἀποκαλυφθῇ	ἀποκαλύπτω	V-	3APS-S--	V-3APS-S--	finite_counted	yes	subjunctive	3	S	071430 V- 3APS-S-- ἀποκαλυφθῇ ἀποκαλυφθῇ ἀποκαλυφθῇ ἀποκαλύπτω
1corintios	14	30	1corintios 14:30	5524	5	καθημένῳ,	κάθημαι	V-	-PMPDSM-	V--PMPDSM-	nonfinite_participle	no				071430 V- -PMPDSM- καθημένῳ, καθημένῳ καθημένῳ κάθημαι
1corintios	14	30	1corintios 14:30	5527	8	σιγάτω.	σιγάω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	071430 V- 3PAD-S-- σιγάτω. σιγάτω σιγάτω σιγάω
1corintios	14	31	1corintios 14:31	5528	1	δύνασθε	δύναμαι	V-	2PMI-P--	V-2PMI-P--	finite_counted	yes	indicative	2	P	071431 V- 2PMI-P-- δύνασθε δύνασθε δύνασθε δύναμαι
1corintios	14	31	1corintios 14:31	5533	6	προφητεύειν,	προφητεύω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				071431 V- -PAN---- προφητεύειν, προφητεύειν προφητεύειν προφητεύω
1corintios	14	31	1corintios 14:31	5536	9	μανθάνωσιν	μανθάνω	V-	3PAS-P--	V-3PAS-P--	finite_counted	yes	subjunctive	3	P	071431 V- 3PAS-P-- μανθάνωσιν μανθάνωσιν μανθάνωσι(ν) μανθάνω
1corintios	14	31	1corintios 14:31	5539	12	παρακαλῶνται	παρακαλέω	V-	3PPS-P--	V-3PPS-P--	finite_counted	yes	subjunctive	3	P	071431 V- 3PPS-P-- παρακαλῶνται παρακαλῶνται παρακαλῶνται παρακαλέω
1corintios	14	32	1corintios 14:32	5544	5	ὑποτάσσεται,	ὑποτάσσω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	071432 V- 3PPI-S-- ὑποτάσσεται, ὑποτάσσεται ὑποτάσσεται ὑποτάσσω
1corintios	14	33	1corintios 14:33	5547	3	ἐστιν	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071433 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
1corintios	14	34	1corintios 14:34	5565	6	σιγάτωσαν,	σιγάω	V-	3PAD-P--	V-3PAD-P--	finite_counted	yes	imperative	3	P	071434 V- 3PAD-P-- σιγάτωσαν, σιγάτωσαν σιγάτωσαν σιγάω
1corintios	14	34	1corintios 14:34	5568	9	⸀ἐπιτρέπεται	ἐπιτρέπω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	071434 V- 3PPI-S-- ⸀ἐπιτρέπεται ἐπιτρέπεται ἐπιτρέπεται ἐπιτρέπω
1corintios	14	34	1corintios 14:34	5570	11	λαλεῖν·	λαλέω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				071434 V- -PAN---- λαλεῖν· λαλεῖν λαλεῖν λαλέω
1corintios	14	34	1corintios 14:34	5572	13	⸀ὑποτασσέσθωσαν,	ὑποτάσσω	V-	3PPD-P--	V-3PPD-P--	finite_counted	yes	imperative	3	P	071434 V- 3PPD-P-- ⸀ὑποτασσέσθωσαν, ὑποτασσέσθωσαν ὑποτασσέσθωσαν ὑποτάσσω
1corintios	14	34	1corintios 14:34	5577	18	λέγει.	λέγω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071434 V- 3PAI-S-- λέγει. λέγει λέγει λέγω
1corintios	14	35	1corintios 14:35	5581	4	⸀μαθεῖν	μανθάνω	V-	-AAN----	V--AAN----	nonfinite_infinitive	no				071435 V- -AAN---- ⸀μαθεῖν μαθεῖν μαθεῖν μανθάνω
1corintios	14	35	1corintios 14:35	5582	5	θέλουσιν,	θέλω	V-	3PAI-P--	V-3PAI-P--	finite_counted	yes	indicative	3	P	071435 V- 3PAI-P-- θέλουσιν, θέλουσιν θέλουσι(ν) θέλω
1corintios	14	35	1corintios 14:35	5588	11	ἐπερωτάτωσαν,	ἐπερωτάω	V-	3PAD-P--	V-3PAD-P--	finite_counted	yes	imperative	3	P	071435 V- 3PAD-P-- ἐπερωτάτωσαν, ἐπερωτάτωσαν ἐπερωτάτωσαν ἐπερωτάω
1corintios	14	35	1corintios 14:35	5591	14	ἐστιν	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071435 V- 3PAI-S-- ἐστιν ἐστιν ἐστί(ν) εἰμί
1corintios	14	35	1corintios 14:35	5593	16	⸂λαλεῖν	λαλέω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				071435 V- -PAN---- ⸂λαλεῖν λαλεῖν λαλεῖν λαλέω
1corintios	14	36	1corintios 14:36	5603	8	ἐξῆλθεν,	ἐξέρχομαι	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	071436 V- 3AAI-S-- ἐξῆλθεν, ἐξῆλθεν ἐξῆλθε(ν) ἐξέρχομαι
1corintios	14	36	1corintios 14:36	5608	13	κατήντησεν;	καταντάω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	071436 V- 3AAI-S-- κατήντησεν; κατήντησεν κατήντησε(ν) καταντάω
1corintios	14	37	1corintios 14:37	5611	3	δοκεῖ	δοκέω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071437 V- 3PAI-S-- δοκεῖ δοκεῖ δοκεῖ δοκέω
1corintios	14	37	1corintios 14:37	5613	5	εἶναι	εἰμί	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				071437 V- -PAN---- εἶναι εἶναι εἶναι εἰμί
1corintios	14	37	1corintios 14:37	5616	8	ἐπιγινωσκέτω	ἐπιγινώσκω	V-	3PAD-S--	V-3PAD-S--	finite_counted	yes	imperative	3	S	071437 V- 3PAD-S-- ἐπιγινωσκέτω ἐπιγινωσκέτω ἐπιγινωσκέτω ἐπιγινώσκω
1corintios	14	37	1corintios 14:37	5618	10	γράφω	γράφω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	071437 V- 1PAI-S-- γράφω γράφω γράφω γράφω
1corintios	14	37	1corintios 14:37	5622	14	⸀ἐστίν·	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071437 V- 3PAI-S-- ⸀ἐστίν· ἐστίν ἐστί(ν) εἰμί
1corintios	14	38	1corintios 14:38	5626	4	ἀγνοεῖ,	ἀγνοέω	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071438 V- 3PAI-S-- ἀγνοεῖ, ἀγνοεῖ ἀγνοεῖ ἀγνοέω
1corintios	14	38	1corintios 14:38	5627	5	⸀ἀγνοεῖται.	ἀγνοέω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	071438 V- 3PPI-S-- ⸀ἀγνοεῖται. ἀγνοεῖται ἀγνοεῖται ἀγνοέω
1corintios	14	39	1corintios 14:39	5631	4	ζηλοῦτε	ζηλόω	V-	2PAD-P--	V-2PAD-P--	finite_counted	yes	imperative	2	P	071439 V- 2PAD-P-- ζηλοῦτε ζηλοῦτε ζηλοῦτε ζηλόω
1corintios	14	39	1corintios 14:39	5633	6	προφητεύειν,	προφητεύω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				071439 V- -PAN---- προφητεύειν, προφητεύειν προφητεύειν προφητεύω
1corintios	14	39	1corintios 14:39	5636	9	λαλεῖν	λαλέω	V-	-PAN----	V--PAN----	nonfinite_infinitive	no				071439 V- -PAN---- λαλεῖν λαλεῖν λαλεῖν λαλέω
1corintios	14	39	1corintios 14:39	5638	11	κωλύετε	κωλύω	V-	2PAD-P--	V-2PAD-P--	finite_counted	yes	imperative	2	P	071439 V- 2PAD-P-- κωλύετε κωλύετε κωλύετε κωλύω
1corintios	14	40	1corintios 14:40	5646	7	γινέσθω.	γίνομαι	V-	3PMD-S--	V-3PMD-S--	finite_counted	yes	imperative	3	S	071440 V- 3PMD-S-- γινέσθω. γινέσθω γινέσθω γίνομαι
1corintios	15	1	1corintios 15:1	5647	1	Γνωρίζω	γνωρίζω	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	071501 V- 1PAI-S-- Γνωρίζω Γνωρίζω γνωρίζω γνωρίζω
1corintios	15	1	1corintios 15:1	5654	8	εὐηγγελισάμην	εὐαγγελίζω	V-	1AMI-S--	V-1AMI-S--	finite_counted	yes	indicative	1	S	071501 V- 1AMI-S-- εὐηγγελισάμην εὐηγγελισάμην εὐηγγελισάμην εὐαγγελίζω
1corintios	15	1	1corintios 15:1	5658	12	παρελάβετε,	παραλαμβάνω	V-	2AAI-P--	V-2AAI-P--	finite_counted	yes	indicative	2	P	071501 V- 2AAI-P-- παρελάβετε, παρελάβετε παρελάβετε παραλαμβάνω
1corintios	15	1	1corintios 15:1	5662	16	ἑστήκατε,	ἵστημι	V-	2XAI-P--	V-2XAI-P--	finite_counted	yes	indicative	2	P	071501 V- 2XAI-P-- ἑστήκατε, ἑστήκατε ἑστήκατε ἵστημι
1corintios	15	2	1corintios 15:2	5666	4	σῴζεσθε,	σῴζω	V-	2PPI-P--	V-2PPI-P--	finite_counted	yes	indicative	2	P	071502 V- 2PPI-P-- σῴζεσθε, σῴζεσθε σῴζεσθε σῴζω
1corintios	15	2	1corintios 15:2	5669	7	εὐηγγελισάμην	εὐαγγελίζω	V-	1AMI-S--	V-1AMI-S--	finite_counted	yes	indicative	1	S	071502 V- 1AMI-S-- εὐηγγελισάμην εὐηγγελισάμην εὐηγγελισάμην εὐαγγελίζω
1corintios	15	2	1corintios 15:2	5672	10	κατέχετε,	κατέχω	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	071502 V- 2PAI-P-- κατέχετε, κατέχετε κατέχετε κατέχω
1corintios	15	2	1corintios 15:2	5677	15	ἐπιστεύσατε.	πιστεύω	V-	2AAI-P--	V-2AAI-P--	finite_counted	yes	indicative	2	P	071502 V- 2AAI-P-- ἐπιστεύσατε. ἐπιστεύσατε ἐπιστεύσατε πιστεύω
1corintios	15	3	1corintios 15:3	5678	1	Παρέδωκα	παραδίδωμι	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	071503 V- 1AAI-S-- Παρέδωκα Παρέδωκα παρέδωκα παραδίδωμι
1corintios	15	3	1corintios 15:3	5685	8	παρέλαβον,	παραλαμβάνω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	071503 V- 1AAI-S-- παρέλαβον, παρέλαβον παρέλαβον παραλαμβάνω
1corintios	15	3	1corintios 15:3	5688	11	ἀπέθανεν	ἀποθνῄσκω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	071503 V- 3AAI-S-- ἀπέθανεν ἀπέθανεν ἀπέθανε(ν) ἀποθνῄσκω
1corintios	15	4	1corintios 15:4	5698	3	ἐτάφη,	θάπτω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	071504 V- 3API-S-- ἐτάφη, ἐτάφη ἐτάφη θάπτω
1corintios	15	4	1corintios 15:4	5701	6	ἐγήγερται	ἐγείρω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	071504 V- 3XPI-S-- ἐγήγερται ἐγήγερται ἐγήγερται ἐγείρω
1corintios	15	5	1corintios 15:5	5711	3	ὤφθη	ὁράω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	071505 V- 3API-S-- ὤφθη ὤφθη ὤφθη ὁράω
1corintios	15	6	1corintios 15:6	5717	2	ὤφθη	ὁράω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	071506 V- 3API-S-- ὤφθη ὤφθη ὤφθη ὁράω
1corintios	15	6	1corintios 15:6	5726	11	μένουσιν	μένω	V-	3PAI-P--	V-3PAI-P--	finite_counted	yes	indicative	3	P	071506 V- 3PAI-P-- μένουσιν μένουσιν μένουσι(ν) μένω
1corintios	15	6	1corintios 15:6	5731	16	ἐκοιμήθησαν·	κοιμάομαι	V-	3API-P--	V-3API-P--	finite_counted	yes	indicative	3	P	071506 V- 3API-P-- ἐκοιμήθησαν· ἐκοιμήθησαν ἐκοιμήθησαν κοιμάομαι
1corintios	15	7	1corintios 15:7	5733	2	ὤφθη	ὁράω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	071507 V- 3API-S-- ὤφθη ὤφθη ὤφθη ὁράω
1corintios	15	8	1corintios 15:8	5745	7	ὤφθη	ὁράω	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	071508 V- 3API-S-- ὤφθη ὤφθη ὤφθη ὁράω
1corintios	15	9	1corintios 15:9	5749	3	εἰμι	εἰμί	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	071509 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
1corintios	15	9	1corintios 15:9	5756	10	εἰμὶ	εἰμί	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	071509 V- 1PAI-S-- εἰμὶ εἰμὶ εἰμί εἰμί
1corintios	15	9	1corintios 15:9	5758	12	καλεῖσθαι	καλέω	V-	-PPN----	V--PPN----	nonfinite_infinitive	no				071509 V- -PPN---- καλεῖσθαι καλεῖσθαι καλεῖσθαι καλέω
1corintios	15	9	1corintios 15:9	5761	15	ἐδίωξα	διώκω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	071509 V- 1AAI-S-- ἐδίωξα ἐδίωξα ἐδίωξα διώκω
1corintios	15	10	1corintios 15:10	5769	4	εἰμι	εἰμί	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	071510 V- 1PAI-S-- εἰμι εἰμι εἰμί εἰμί
1corintios	15	10	1corintios 15:10	5771	6	εἰμι,	εἰμί	V-	1PAI-S--	V-1PAI-S--	finite_counted	yes	indicative	1	S	071510 V- 1PAI-S-- εἰμι, εἰμι εἰμί εἰμί
1corintios	15	10	1corintios 15:10	5781	16	ἐγενήθη,	γίνομαι	V-	3API-S--	V-3API-S--	finite_counted	yes	indicative	3	S	071510 V- 3API-S-- ἐγενήθη, ἐγενήθη ἐγενήθη γίνομαι
1corintios	15	10	1corintios 15:10	5786	21	ἐκοπίασα,	κοπιάω	V-	1AAI-S--	V-1AAI-S--	finite_counted	yes	indicative	1	S	071510 V- 1AAI-S-- ἐκοπίασα, ἐκοπίασα ἐκοπίασα κοπιάω
1corintios	15	11	1corintios 15:11	5804	7	κηρύσσομεν	κηρύσσω	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	071511 V- 1PAI-P-- κηρύσσομεν κηρύσσομεν κηρύσσομεν κηρύσσω
1corintios	15	11	1corintios 15:11	5807	10	ἐπιστεύσατε.	πιστεύω	V-	2AAI-P--	V-2AAI-P--	finite_counted	yes	indicative	2	P	071511 V- 2AAI-P-- ἐπιστεύσατε. ἐπιστεύσατε ἐπιστεύσατε πιστεύω
1corintios	15	12	1corintios 15:12	5811	4	κηρύσσεται	κηρύσσω	V-	3PPI-S--	V-3PPI-S--	finite_counted	yes	indicative	3	S	071512 V- 3PPI-S-- κηρύσσεται κηρύσσεται κηρύσσεται κηρύσσω
1corintios	15	12	1corintios 15:12	5815	8	ἐγήγερται,	ἐγείρω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	071512 V- 3XPI-S-- ἐγήγερται, ἐγήγερται ἐγήγερται ἐγείρω
1corintios	15	12	1corintios 15:12	5817	10	λέγουσιν	λέγω	V-	3PAI-P--	V-3PAI-P--	finite_counted	yes	indicative	3	P	071512 V- 3PAI-P-- λέγουσιν λέγουσιν λέγουσι(ν) λέγω
1corintios	15	12	1corintios 15:12	5825	18	ἔστιν;	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071512 V- 3PAI-S-- ἔστιν; ἔστιν ἐστί(ν) εἰμί
1corintios	15	13	1corintios 15:13	5831	6	ἔστιν,	εἰμί	V-	3PAI-S--	V-3PAI-S--	finite_counted	yes	indicative	3	S	071513 V- 3PAI-S-- ἔστιν, ἔστιν ἐστί(ν) εἰμί
1corintios	15	13	1corintios 15:13	5834	9	ἐγήγερται·	ἐγείρω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	071513 V- 3XPI-S-- ἐγήγερται· ἐγήγερται ἐγήγερται ἐγείρω
1corintios	15	14	1corintios 15:14	5839	5	ἐγήγερται,	ἐγείρω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	071514 V- 3XPI-S-- ἐγήγερται, ἐγήγερται ἐγήγερται ἐγείρω
1corintios	15	15	1corintios 15:15	5850	1	εὑρισκόμεθα	εὑρίσκω	V-	1PPI-P--	V-1PPI-P--	finite_counted	yes	indicative	1	P	071515 V- 1PPI-P-- εὑρισκόμεθα εὑρισκόμεθα εὑρισκόμεθα εὑρίσκω
1corintios	15	15	1corintios 15:15	5857	8	ἐμαρτυρήσαμεν	μαρτυρέω	V-	1AAI-P--	V-1AAI-P--	finite_counted	yes	indicative	1	P	071515 V- 1AAI-P-- ἐμαρτυρήσαμεν ἐμαρτυρήσαμεν ἐμαρτυρήσαμεν μαρτυρέω
1corintios	15	15	1corintios 15:15	5862	13	ἤγειρεν	ἐγείρω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	071515 V- 3AAI-S-- ἤγειρεν ἤγειρεν ἤγειρε(ν) ἐγείρω
1corintios	15	15	1corintios 15:15	5867	18	ἤγειρεν	ἐγείρω	V-	3AAI-S--	V-3AAI-S--	finite_counted	yes	indicative	3	S	071515 V- 3AAI-S-- ἤγειρεν ἤγειρεν ἤγειρε(ν) ἐγείρω
1corintios	15	15	1corintios 15:15	5872	23	ἐγείρονται.	ἐγείρω	V-	3PPI-P--	V-3PPI-P--	finite_counted	yes	indicative	3	P	071515 V- 3PPI-P-- ἐγείρονται. ἐγείρονται ἐγείρονται ἐγείρω
1corintios	15	16	1corintios 15:16	5877	5	ἐγείρονται,	ἐγείρω	V-	3PPI-P--	V-3PPI-P--	finite_counted	yes	indicative	3	P	071516 V- 3PPI-P-- ἐγείρονται, ἐγείρονται ἐγείρονται ἐγείρω
1corintios	15	16	1corintios 15:16	5880	8	ἐγήγερται·	ἐγείρω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	071516 V- 3XPI-S-- ἐγήγερται· ἐγήγερται ἐγήγερται ἐγείρω
1corintios	15	17	1corintios 15:17	5885	5	ἐγήγερται,	ἐγείρω	V-	3XPI-S--	V-3XPI-S--	finite_counted	yes	indicative	3	S	071517 V- 3XPI-S-- ἐγήγερται, ἐγήγερται ἐγήγερται ἐγείρω
1corintios	15	17	1corintios 15:17	5891	11	ἐστὲ	εἰμί	V-	2PAI-P--	V-2PAI-P--	finite_counted	yes	indicative	2	P	071517 V- 2PAI-P-- ἐστὲ ἐστὲ ἐστέ εἰμί
1corintios	15	18	1corintios 15:18	5899	4	κοιμηθέντες	κοιμάομαι	V-	-APPNPM-	V--APPNPM-	nonfinite_participle	no				071518 V- -APPNPM- κοιμηθέντες κοιμηθέντες κοιμηθέντες κοιμάομαι
1corintios	15	18	1corintios 15:18	5902	7	ἀπώλοντο.	ἀπόλλυμι	V-	3AMI-P--	V-3AMI-P--	finite_counted	yes	indicative	3	P	071518 V- 3AMI-P-- ἀπώλοντο. ἀπώλοντο ἀπώλοντο ἀπόλλυμι
1corintios	15	19	1corintios 15:19	5910	8	ἠλπικότες	ἐλπίζω	V-	-XAPNPM-	V--XAPNPM-	nonfinite_participle	no				071519 V- -XAPNPM- ἠλπικότες ἠλπικότες ἠλπικότες ἐλπίζω
1corintios	15	19	1corintios 15:19	5911	9	ἐσμὲν⸃	εἰμί	V-	1PAI-P--	V-1PAI-P--	finite_counted	yes	indicative	1	P	071519 V- 1PAI-P-- ἐσμὲν⸃ ἐσμὲν ἐσμέν εἰμί
