stream_index	book	chapter	verse	predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_status	subject_source	subject_refinement_status	subject_refinement_source	subject_inherited_from	independence_status	subordination_status
922	1corintios	15	34	1corintios-15-34-P04	λαλῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
923	1corintios	15	35	1corintios-15-35-P01	ἐρεῖ	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
924	1corintios	15	35	1corintios-15-35-P02	ἐγείρονται	V-PPI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
925	1corintios	15	35	1corintios-15-35-P03	ἔρχονται	V-PMI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
926	1corintios	15	36	1corintios-15-36-P01	σπείρεις	V-PAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
927	1corintios	15	36	1corintios-15-36-P02	ζῳοποιεῖται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
928	1corintios	15	36	1corintios-15-36-P03	ἀποθάνῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
929	1corintios	15	37	1corintios-15-37-P01	σπείρεις	V-PAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
930	1corintios	15	37	1corintios-15-37-P02	σπείρεις	V-PAI-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
931	1corintios	15	37	1corintios-15-37-P03	τύχοι	V-AAO-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
932	1corintios	15	38	1corintios-15-38-P01	δίδωσιν	V-PAI-3S	2	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-37-P02	candidate	not_detected
933	1corintios	15	38	1corintios-15-38-P02	ἠθέλησεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
934	1corintios	15	41	1corintios-15-41-P01	διαφέρει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
935	1corintios	15	42	1corintios-15-42-P01	σπείρεται	V-PPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-41-P01	candidate	not_detected
936	1corintios	15	42	1corintios-15-42-P02	ἐγείρεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
937	1corintios	15	43	1corintios-15-43-P01	σπείρεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
938	1corintios	15	43	1corintios-15-43-P02	ἐγείρεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
939	1corintios	15	43	1corintios-15-43-P03	σπείρεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
940	1corintios	15	43	1corintios-15-43-P04	ἐγείρεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
941	1corintios	15	44	1corintios-15-44-P01	σπείρεται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
942	1corintios	15	44	1corintios-15-44-P02	ἐγείρεται	V-PPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-44-P01	candidate	not_detected
943	1corintios	15	44	1corintios-15-44-P03	ἔστιν	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
944	1corintios	15	44	1corintios-15-44-P04	ἔστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-44-P02	candidate	not_detected
945	1corintios	15	45	1corintios-15-45-P01	γέγραπται	V-XPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
946	1corintios	15	45	1corintios-15-45-P02	ἐγένετο	V-AMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
947	1corintios	15	49	1corintios-15-49-P01	ἐφορέσαμεν	V-AAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
948	1corintios	15	49	1corintios-15-49-P02	φορέσομεν	V-FAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
949	1corintios	15	50	1corintios-15-50-P01	φημι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
950	1corintios	15	50	1corintios-15-50-P02	δύναται	V-PMI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-49-P01	unresolved	candidate
951	1corintios	15	50	1corintios-15-50-P03	κληρονομεῖ	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-50-P01	candidate	not_detected
952	1corintios	15	51	1corintios-15-51-P01	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
953	1corintios	15	51	1corintios-15-51-P02	κοιμηθησόμεθα	V-FPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
954	1corintios	15	51	1corintios-15-51-P03	ἀλλαγησόμεθα	V-FPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
955	1corintios	15	52	1corintios-15-52-P01	σαλπίσει	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
956	1corintios	15	52	1corintios-15-52-P02	ἐγερθήσονται	V-FPI-3P	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-52-P01	candidate	not_detected
957	1corintios	15	52	1corintios-15-52-P03	ἀλλαγησόμεθα	V-FPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
958	1corintios	15	53	1corintios-15-53-P01	δεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
959	1corintios	15	54	1corintios-15-54-P01	ἐνδύσηται	V-AMS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
960	1corintios	15	54	1corintios-15-54-P02	ἐνδύσηται	V-AMS-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-53-P01	candidate	not_detected
961	1corintios	15	54	1corintios-15-54-P03	γενήσεται	V-FMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
962	1corintios	15	54	1corintios-15-54-P04	κατεπόθη	V-API-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-54-P03	candidate	not_detected
963	1corintios	15	58	1corintios-15-58-P01	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
964	1corintios	15	58	1corintios-15-58-P02	ἔστιν	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-15-58-P01	unresolved	candidate
965	1corintios	16	1	1corintios-16-1-P01	διέταξα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
966	1corintios	16	1	1corintios-16-1-P02	ποιήσατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
967	1corintios	16	2	1corintios-16-2-P01	τιθέτω	V-PAD-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-1-P02	candidate	not_detected
968	1corintios	16	2	1corintios-16-2-P02	εὐοδῶται	V-PPS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
969	1corintios	16	2	1corintios-16-2-P03	ἔλθω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
970	1corintios	16	2	1corintios-16-2-P04	γίνωνται	V-PMS-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-2-P01	candidate	not_detected
971	1corintios	16	3	1corintios-16-3-P01	παραγένωμαι	V-AMS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
972	1corintios	16	3	1corintios-16-3-P02	δοκιμάσητε	V-AAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
973	1corintios	16	3	1corintios-16-3-P03	πέμψω	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
974	1corintios	16	4	1corintios-16-4-P01	ᾖ	V-PAS-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-3-P02	unresolved	candidate
975	1corintios	16	4	1corintios-16-4-P02	πορεύσονται	V-FMI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
976	1corintios	16	5	1corintios-16-5-P01	ἐλεύσομαι	V-FMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
977	1corintios	16	5	1corintios-16-5-P02	διέλθω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
978	1corintios	16	5	1corintios-16-5-P03	διέρχομαι	V-PMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
979	1corintios	16	6	1corintios-16-6-P01	παραμενῶ	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
980	1corintios	16	6	1corintios-16-6-P02	παραχειμάσω	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
981	1corintios	16	6	1corintios-16-6-P03	προπέμψητε	V-AAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
982	1corintios	16	6	1corintios-16-6-P04	πορεύωμαι	V-PMS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
983	1corintios	16	7	1corintios-16-7-P01	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
984	1corintios	16	7	1corintios-16-7-P02	ἐλπίζω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
985	1corintios	16	7	1corintios-16-7-P03	ἐπιτρέψῃ	V-AAS-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-6-P04	unresolved	candidate
986	1corintios	16	8	1corintios-16-8-P01	ἐπιμενῶ	V-FAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
987	1corintios	16	9	1corintios-16-9-P01	ἀνέῳγεν	V-XAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
988	1corintios	16	10	1corintios-16-10-P01	ἔλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
989	1corintios	16	10	1corintios-16-10-P02	βλέπετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
990	1corintios	16	10	1corintios-16-10-P03	γένηται	V-AMS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
991	1corintios	16	10	1corintios-16-10-P04	ἐργάζεται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
992	1corintios	16	11	1corintios-16-11-P01	ἐξουθενήσῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
993	1corintios	16	11	1corintios-16-11-P02	προπέμψατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
994	1corintios	16	11	1corintios-16-11-P03	ἔλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
995	1corintios	16	11	1corintios-16-11-P04	ἐκδέχομαι	V-PMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
996	1corintios	16	12	1corintios-16-12-P01	παρεκάλεσα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
997	1corintios	16	12	1corintios-16-12-P02	ἔλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
998	1corintios	16	12	1corintios-16-12-P03	ἦν	V-IAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
999	1corintios	16	12	1corintios-16-12-P04	ἔλθῃ	V-AAS-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-12-P02	unresolved	candidate
1000	1corintios	16	12	1corintios-16-12-P05	ἐλεύσεται	V-FMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1001	1corintios	16	12	1corintios-16-12-P06	εὐκαιρήσῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
1002	1corintios	16	14	1corintios-16-14-P01	γινέσθω	V-PMD-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-12-P05	candidate	not_detected
1003	1corintios	16	15	1corintios-16-15-P01	παρακαλῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1004	1corintios	16	15	1corintios-16-15-P02	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1005	1corintios	16	15	1corintios-16-15-P03	ἐστὶν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
1006	1corintios	16	15	1corintios-16-15-P04	ἔταξαν	V-AAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1007	1corintios	16	16	1corintios-16-16-P01	ὑποτάσσησθε	V-PPS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
1008	1corintios	16	17	1corintios-16-17-P01	χαίρω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1009	1corintios	16	17	1corintios-16-17-P02	ἀνεπλήρωσαν	V-AAI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-16-16-P01	unresolved	candidate
1010	1corintios	16	18	1corintios-16-18-P01	ἀνέπαυσαν	V-AAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1011	1corintios	16	18	1corintios-16-18-P02	ἐπιγινώσκετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1012	1corintios	16	19	1corintios-16-19-P01	ἀσπάζονται	V-PMI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1013	1corintios	16	19	1corintios-16-19-P02	ἀσπάζεται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1014	1corintios	16	20	1corintios-16-20-P01	ἀσπάζονται	V-PMI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1015	1corintios	16	20	1corintios-16-20-P02	ἀσπάσασθε	V-AMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1016	1corintios	16	22	1corintios-16-22-P01	φιλεῖ	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
1017	1corintios	16	22	1corintios-16-22-P02	ἤτω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
1018	1corintios	16	22	1corintios-16-22-P03	θά	V-AAD-2S	2	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
