stream_index	book	chapter	verse	predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_status	subject_source	subject_refinement_status	subject_refinement_source	subject_inherited_from	independence_status	subordination_status
512	1corintios	10	13	1corintios-10-13-P01	εἴληφεν	V-XAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-12-P02	candidate	not_detected
513	1corintios	10	13	1corintios-10-13-P02	ἐάσει	V-FAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
514	1corintios	10	13	1corintios-10-13-P03	δύνασθε	V-PMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
515	1corintios	10	13	1corintios-10-13-P04	ποιήσει	V-FAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
516	1corintios	10	14	1corintios-10-14-P01	φεύγετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
517	1corintios	10	15	1corintios-10-15-P01	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
518	1corintios	10	15	1corintios-10-15-P02	κρίνατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
519	1corintios	10	15	1corintios-10-15-P03	φημι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
520	1corintios	10	16	1corintios-10-16-P01	εὐλογοῦμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
521	1corintios	10	16	1corintios-10-16-P02	ἐστὶν	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-16-P01	candidate	not_detected
522	1corintios	10	16	1corintios-10-16-P03	κλῶμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
523	1corintios	10	16	1corintios-10-16-P04	ἐστιν	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-16-P03	candidate	not_detected
524	1corintios	10	17	1corintios-10-17-P01	ἐσμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
525	1corintios	10	17	1corintios-10-17-P02	μετέχομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
526	1corintios	10	18	1corintios-10-18-P01	βλέπετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
527	1corintios	10	18	1corintios-10-18-P02	εἰσίν	V-PAI-3P	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-18-P01	candidate	not_detected
528	1corintios	10	19	1corintios-10-19-P01	φημι	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
529	1corintios	10	19	1corintios-10-19-P02	ἐστιν	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
530	1corintios	10	19	1corintios-10-19-P03	ἐστιν	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
531	1corintios	10	20	1corintios-10-20-P01	θύουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
532	1corintios	10	20	1corintios-10-20-P02	θύουσιν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
533	1corintios	10	20	1corintios-10-20-P03	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
534	1corintios	10	21	1corintios-10-21-P01	δύνασθε	V-PMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
535	1corintios	10	21	1corintios-10-21-P02	δύνασθε	V-PMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
536	1corintios	10	22	1corintios-10-22-P01	παραζηλοῦμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
537	1corintios	10	22	1corintios-10-22-P02	ἐσμεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
538	1corintios	10	23	1corintios-10-23-P01	ἔξεστιν	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-22-P02	candidate	not_detected
539	1corintios	10	23	1corintios-10-23-P02	συμφέρει	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-23-P01	candidate	not_detected
540	1corintios	10	23	1corintios-10-23-P03	ἔξεστιν	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-23-P02	candidate	not_detected
541	1corintios	10	23	1corintios-10-23-P04	οἰκοδομεῖ	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-23-P03	candidate	not_detected
542	1corintios	10	24	1corintios-10-24-P01	ζητείτω	V-PAD-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-23-P04	candidate	not_detected
543	1corintios	10	25	1corintios-10-25-P01	ἐσθίετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
544	1corintios	10	27	1corintios-10-27-P01	καλεῖ	V-PAI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
545	1corintios	10	27	1corintios-10-27-P02	θέλετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
546	1corintios	10	27	1corintios-10-27-P03	ἐσθίετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
547	1corintios	10	28	1corintios-10-28-P01	εἴπῃ	V-AAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
548	1corintios	10	28	1corintios-10-28-P02	ἐστιν	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-27-P03	candidate	not_detected
549	1corintios	10	28	1corintios-10-28-P03	ἐσθίετε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
550	1corintios	10	29	1corintios-10-29-P01	λέγω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
551	1corintios	10	29	1corintios-10-29-P02	κρίνεται	V-PPI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-10-29-P01	candidate	not_detected
552	1corintios	10	30	1corintios-10-30-P01	μετέχω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
553	1corintios	10	30	1corintios-10-30-P02	βλασφημοῦμαι	V-PPI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
554	1corintios	10	30	1corintios-10-30-P03	εὐχαριστῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
555	1corintios	10	31	1corintios-10-31-P01	ἐσθίετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
556	1corintios	10	31	1corintios-10-31-P02	πίνετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
557	1corintios	10	31	1corintios-10-31-P03	ποιεῖτε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
558	1corintios	10	31	1corintios-10-31-P04	ποιεῖτε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
559	1corintios	10	32	1corintios-10-32-P01	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
560	1corintios	10	33	1corintios-10-33-P01	ἀρέσκω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
561	1corintios	10	33	1corintios-10-33-P02	σωθῶσιν	V-APS-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
562	1corintios	11	1	1corintios-11-1-P01	γίνεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
563	1corintios	11	2	1corintios-11-2-P01	ἐπαινῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
564	1corintios	11	2	1corintios-11-2-P02	μέμνησθε	V-XMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
565	1corintios	11	2	1corintios-11-2-P03	παρέδωκα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
566	1corintios	11	2	1corintios-11-2-P04	κατέχετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
567	1corintios	11	3	1corintios-11-3-P01	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
568	1corintios	11	3	1corintios-11-3-P02	ἐστιν	V-PAI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-2-P03	unresolved	candidate
569	1corintios	11	4	1corintios-11-4-P01	καταισχύνει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
570	1corintios	11	5	1corintios-11-5-P01	καταισχύνει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
571	1corintios	11	5	1corintios-11-5-P02	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
572	1corintios	11	6	1corintios-11-6-P01	κατακαλύπτεται	V-PMI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
573	1corintios	11	6	1corintios-11-6-P02	κειράσθω	V-AMD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
574	1corintios	11	6	1corintios-11-6-P03	κατακαλυπτέσθω	V-PMD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
575	1corintios	11	7	1corintios-11-7-P01	ὀφείλει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
576	1corintios	11	7	1corintios-11-7-P02	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-7-P01	candidate	not_detected
577	1corintios	11	8	1corintios-11-8-P01	ἐστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
578	1corintios	11	9	1corintios-11-9-P01	ἐκτίσθη	V-API-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
579	1corintios	11	10	1corintios-11-10-P01	ὀφείλει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
580	1corintios	11	13	1corintios-11-13-P01	κρίνατε	V-AAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
581	1corintios	11	13	1corintios-11-13-P02	ἐστὶν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
582	1corintios	11	14	1corintios-11-14-P01	διδάσκει	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-13-P02	candidate	not_detected
583	1corintios	11	14	1corintios-11-14-P02	κομᾷ	V-PAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
584	1corintios	11	14	1corintios-11-14-P03	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-14-P01	candidate	not_detected
585	1corintios	11	15	1corintios-11-15-P01	κομᾷ	V-PAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
586	1corintios	11	15	1corintios-11-15-P02	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-14-P03	candidate	not_detected
587	1corintios	11	15	1corintios-11-15-P03	δέδοται	V-XPI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-15-P01	unresolved	candidate
588	1corintios	11	16	1corintios-11-16-P01	δοκεῖ	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-15-P03	unresolved	candidate
589	1corintios	11	16	1corintios-11-16-P02	ἔχομεν	V-PAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
590	1corintios	11	17	1corintios-11-17-P01	ἐπαινῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
591	1corintios	11	17	1corintios-11-17-P02	συνέρχεσθε	V-PMI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
592	1corintios	11	18	1corintios-11-18-P01	ἀκούω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
593	1corintios	11	18	1corintios-11-18-P02	πιστεύω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
594	1corintios	11	19	1corintios-11-19-P01	δεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
595	1corintios	11	19	1corintios-11-19-P02	γένωνται	V-AMS-3P			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
596	1corintios	11	20	1corintios-11-20-P01	ἔστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
597	1corintios	11	21	1corintios-11-21-P01	προλαμβάνει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
598	1corintios	11	21	1corintios-11-21-P02	πεινᾷ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
599	1corintios	11	21	1corintios-11-21-P03	μεθύει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
600	1corintios	11	22	1corintios-11-22-P01	ἔχετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
601	1corintios	11	22	1corintios-11-22-P02	καταφρονεῖτε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
602	1corintios	11	22	1corintios-11-22-P03	καταισχύνετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
603	1corintios	11	22	1corintios-11-22-P04	εἴπω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
604	1corintios	11	22	1corintios-11-22-P05	ἐπαινέσω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
605	1corintios	11	22	1corintios-11-22-P06	ἐπαινῶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
606	1corintios	11	23	1corintios-11-23-P01	παρέλαβον	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
607	1corintios	11	23	1corintios-11-23-P02	παρέδωκα	V-AAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
608	1corintios	11	23	1corintios-11-23-P03	παρεδίδετο	V-IPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
609	1corintios	11	23	1corintios-11-23-P04	ἔλαβεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
610	1corintios	11	24	1corintios-11-24-P01	ἔκλασεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
611	1corintios	11	24	1corintios-11-24-P02	εἶπεν	V-AAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
612	1corintios	11	24	1corintios-11-24-P03	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-24-P02	candidate	not_detected
613	1corintios	11	24	1corintios-11-24-P04	ποιεῖτε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
614	1corintios	11	25	1corintios-11-25-P01	ἐστὶν	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-24-P04	candidate	not_detected
615	1corintios	11	25	1corintios-11-25-P02	ποιεῖτε	V-PAD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
616	1corintios	11	25	1corintios-11-25-P03	πίνητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
617	1corintios	11	26	1corintios-11-26-P01	ἐσθίητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
618	1corintios	11	26	1corintios-11-26-P02	πίνητε	V-PAS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
619	1corintios	11	26	1corintios-11-26-P03	καταγγέλλετε	V-PAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
620	1corintios	11	26	1corintios-11-26-P04	ἔλθῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
621	1corintios	11	27	1corintios-11-27-P01	ἐσθίῃ	V-PAS-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
622	1corintios	11	27	1corintios-11-27-P02	πίνῃ	V-PAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
623	1corintios	11	27	1corintios-11-27-P03	ἔσται	V-FMI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-27-P02	candidate	not_detected
624	1corintios	11	28	1corintios-11-28-P01	δοκιμαζέτω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
625	1corintios	11	28	1corintios-11-28-P02	ἐσθιέτω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
626	1corintios	11	28	1corintios-11-28-P03	πινέτω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
627	1corintios	11	29	1corintios-11-29-P01	ἐσθίει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
628	1corintios	11	29	1corintios-11-29-P02	πίνει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
629	1corintios	11	30	1corintios-11-30-P01	κοιμῶνται	V-PMI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
630	1corintios	11	31	1corintios-11-31-P01	διεκρίνομεν	V-IAI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
631	1corintios	11	31	1corintios-11-31-P02	ἐκρινόμεθα	V-IPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
632	1corintios	11	32	1corintios-11-32-P01	παιδευόμεθα	V-PPI-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
633	1corintios	11	32	1corintios-11-32-P02	κατακριθῶμεν	V-APS-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
634	1corintios	11	33	1corintios-11-33-P01	ἐκδέχεσθε	V-PMD-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
635	1corintios	11	34	1corintios-11-34-P01	πεινᾷ	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-11-33-P01	unresolved	candidate
636	1corintios	11	34	1corintios-11-34-P02	ἐσθιέτω	V-PAD-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
637	1corintios	11	34	1corintios-11-34-P03	συνέρχησθε	V-PMS-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
638	1corintios	11	34	1corintios-11-34-P04	ἔλθω	V-AAS-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
639	1corintios	11	34	1corintios-11-34-P05	διατάξομαι	V-FMI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
640	1corintios	12	1	1corintios-12-1-P01	θέλω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
641	1corintios	12	2	1corintios-12-2-P01	οἴδατε	V-XAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
642	1corintios	12	2	1corintios-12-2-P02	ἦτε	V-IAI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
643	1corintios	12	2	1corintios-12-2-P03	ἤγεσθε	V-IPI-2P	2	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
644	1corintios	12	3	1corintios-12-3-P01	γνωρίζω	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
645	1corintios	12	3	1corintios-12-3-P02	λέγει	V-PAI-3S	2	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-2-P03	unresolved	candidate
646	1corintios	12	3	1corintios-12-3-P03	δύναται	V-PMI-3S	1	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-3-P01	candidate	not_detected
647	1corintios	12	4	1corintios-12-4-P01	εἰσίν	V-PAI-3P	3	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
648	1corintios	12	5	1corintios-12-5-P01	εἰσιν	V-PAI-3P	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-4-P01	candidate	not_detected
649	1corintios	12	6	1corintios-12-6-P01	εἰσίν	V-PAI-3P	3	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-5-P01	candidate	not_detected
650	1corintios	12	7	1corintios-12-7-P01	δίδοται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
651	1corintios	12	8	1corintios-12-8-P01	δίδοται	V-PPI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
652	1corintios	12	11	1corintios-12-11-P01	ἐνεργεῖ	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
653	1corintios	12	11	1corintios-12-11-P02	βούλεται	V-PMI-3S			candidate	nearest_agreeing_nominative_no_visible_boundary	unresolved	no_valid_inheritance		unresolved	candidate
654	1corintios	12	12	1corintios-12-12-P01	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-11-P01	candidate	not_detected
655	1corintios	12	12	1corintios-12-12-P02	ἔχει	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
656	1corintios	12	12	1corintios-12-12-P03	ἐστιν	V-PAI-3S	3	S	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-12-P02	candidate	not_detected
657	1corintios	12	13	1corintios-12-13-P01	ἐβαπτίσθημεν	V-API-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
658	1corintios	12	13	1corintios-12-13-P02	ἐποτίσθημεν	V-API-1P	1	P	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
659	1corintios	12	14	1corintios-12-14-P01	ἔστιν	V-PAI-3S	1	P	candidate	nearest_agreeing_nominative_no_visible_boundary	inherited	inheritance_allowed	1corintios-12-13-P02	candidate	not_detected
660	1corintios	12	15	1corintios-12-15-P01	εἴπῃ	V-AAS-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
661	1corintios	12	15	1corintios-12-15-P02	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		unresolved	candidate
662	1corintios	12	15	1corintios-12-15-P03	εἰμὶ	V-PAI-1S	1	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
663	1corintios	12	15	1corintios-12-15-P04	ἔστιν	V-PAI-3S	3	S	confirmed	finite_verb_morphology	explicit_or_morphological	finite_verb_morphology		candidate	not_detected
