structural_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	total_structural_weight	movement_class_counts	movement_status_counts	first_predication_id	last_predication_id	first_finite_verb	last_finite_verb
SR0001	1	1corintios	1	1	1:4	1:4	1	0	"{""stable"": 1}"	"{""strong"": 1}"	1corintios-1-4-P01	1corintios-1-4-P01	εὐχαριστῶ	εὐχαριστῶ
SR0002	2	1corintios	2	2	1:5	1:5	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-5-P01	1corintios-1-5-P01	ἐπλουτίσθητε	ἐπλουτίσθητε
SR0003	3	1corintios	3	4	1:6	1:8	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-1-6-P01	1corintios-1-8-P01	ἐβεβαιώθη	βεβαιώσει
SR0004	4	1corintios	5	5	1:9	1:9	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-9-P01	1corintios-1-9-P01	ἐκλήθητε	ἐκλήθητε
SR0005	5	1corintios	6	6	1:10	1:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-10-P01	1corintios-1-10-P01	παρακαλῶ	παρακαλῶ
SR0006	6	1corintios	7	7	1:10	1:10	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-10-P02	1corintios-1-10-P02	λέγητε	λέγητε
SR0007	7	1corintios	8	8	1:10	1:10	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-10-P03	1corintios-1-10-P03	ᾖ	ᾖ
SR0008	8	1corintios	9	9	1:10	1:10	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-10-P04	1corintios-1-10-P04	ἦτε	ἦτε
SR0009	9	1corintios	10	10	1:11	1:11	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-11-P01	1corintios-1-11-P01	ἐδηλώθη	ἐδηλώθη
SR0010	10	1corintios	11	11	1:11	1:11	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-11-P02	1corintios-1-11-P02	εἰσιν	εἰσιν
SR0011	11	1corintios	12	12	1:12	1:12	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-12-P01	1corintios-1-12-P01	λέγω	λέγω
SR0012	12	1corintios	13	13	1:12	1:12	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-12-P02	1corintios-1-12-P02	λέγει	λέγει
SR0013	13	1corintios	14	14	1:12	1:12	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-12-P03	1corintios-1-12-P03	εἰμι	εἰμι
SR0014	14	1corintios	15	16	1:13	1:13	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-1-13-P01	1corintios-1-13-P02	μεμέρισται	ἐσταυρώθη
SR0015	15	1corintios	17	17	1:13	1:13	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-13-P03	1corintios-1-13-P03	ἐβαπτίσθητε	ἐβαπτίσθητε
SR0016	16	1corintios	18	19	1:14	1:14	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-1-14-P01	1corintios-1-14-P02	εὐχαριστῶ	ἐβάπτισα
SR0017	17	1corintios	20	20	1:15	1:15	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-15-P01	1corintios-1-15-P01	εἴπῃ	εἴπῃ
SR0018	18	1corintios	21	21	1:15	1:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-15-P02	1corintios-1-15-P02	ἐβαπτίσθητε	ἐβαπτίσθητε
SR0019	19	1corintios	22	24	1:16	1:16	3	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-1-16-P01	1corintios-1-16-P03	ἐβάπτισα	ἐβάπτισα
SR0020	20	1corintios	25	29	1:17	1:19	5	10	"{""stable"": 2, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2, ""strong"": 1}"	1corintios-1-17-P01	1corintios-1-19-P01	ἀπέστειλέν	γέγραπται
SR0021	21	1corintios	30	31	1:19	1:19	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-1-19-P02	1corintios-1-19-P03	ἀπολῶ	ἀθετήσω
SR0022	22	1corintios	32	34	1:20	1:21	3	8	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3}"	1corintios-1-20-P01	1corintios-1-21-P02	ἐμώρανεν	εὐδόκησεν
SR0023	23	1corintios	35	36	1:22	1:22	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-1-22-P01	1corintios-1-22-P02	αἰτοῦσιν	ζητοῦσιν
SR0024	24	1corintios	37	37	1:23	1:23	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-1-23-P01	1corintios-1-23-P01	κηρύσσομεν	κηρύσσομεν
SR0025	25	1corintios	38	38	1:25	1:25	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-25-P01	1corintios-1-25-P01	ἐστίν	ἐστίν
SR0026	26	1corintios	39	39	1:26	1:26	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-26-P01	1corintios-1-26-P01	βλέπετε	βλέπετε
SR0027	27	1corintios	40	46	1:27	1:29	7	16	"{""stable"": 1, ""structural"": 1, ""turbulence"": 5}"	"{""candidate"": 5, ""none"": 1, ""strong"": 1}"	1corintios-1-27-P01	1corintios-1-29-P01	ἐξελέξατο	καυχήσηται
SR0028	28	1corintios	47	47	1:30	1:30	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-1-30-P01	1corintios-1-30-P01	ἐστε	ἐστε
SR0029	29	1corintios	48	50	1:30	1:31	3	10	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""strong"": 1}"	1corintios-1-30-P02	1corintios-1-31-P02	ἐγενήθη	καυχάσθω
SR0030	30	1corintios	51	53	2:1	2:3	3	4	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-2-1-P01	1corintios-2-3-P01	ἦλθον	ἐγενόμην
SR0031	31	1corintios	54	54	2:5	2:5	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-2-5-P01	1corintios-2-5-P01	ᾖ	ᾖ
SR0032	32	1corintios	55	56	2:6	2:7	2	8	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-2-6-P01	1corintios-2-7-P01	λαλοῦμεν	λαλοῦμεν
SR0033	33	1corintios	57	58	2:7	2:8	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-2-7-P02	1corintios-2-8-P01	προώρισεν	ἔγνωκεν
SR0034	34	1corintios	59	60	2:8	2:8	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-2-8-P02	1corintios-2-8-P03	ἔγνωσαν	ἐσταύρωσαν
SR0035	35	1corintios	61	69	2:9	2:11	9	10	"{""stable"": 6, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 6, ""strong"": 1}"	1corintios-2-9-P01	1corintios-2-11-P02	γέγραπται	ἔγνωκεν
SR0036	36	1corintios	70	72	2:12	2:13	3	12	"{""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""strong"": 1}"	1corintios-2-12-P01	1corintios-2-13-P01	ἐλάβομεν	λαλοῦμεν
SR0037	37	1corintios	73	80	2:14	2:16	8	10	"{""stable"": 5, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 5, ""strong"": 1}"	1corintios-2-14-P01	1corintios-2-16-P02	δέχεται	συμβιβάσει
SR0038	38	1corintios	81	81	2:16	2:16	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-2-16-P03	1corintios-2-16-P03	ἔχομεν	ἔχομεν
SR0039	39	1corintios	82	83	3:1	3:2	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-3-1-P01	1corintios-3-2-P01	ἠδυνήθην	ἐπότισα
SR0040	40	1corintios	84	88	3:2	3:3	5	6	"{""stable"": 4, ""structural"": 1}"	"{""none"": 4, ""strong"": 1}"	1corintios-3-2-P02	1corintios-3-3-P03	ἐδύνασθε	περιπατεῖτε
SR0041	41	1corintios	89	89	3:4	3:4	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-4-P01	1corintios-3-4-P01	λέγῃ	λέγῃ
SR0042	42	1corintios	90	90	3:4	3:4	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-4-P02	1corintios-3-4-P02	εἰμι	εἰμι
SR0043	43	1corintios	91	91	3:4	3:4	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-4-P03	1corintios-3-4-P03	ἐστε	ἐστε
SR0044	44	1corintios	92	93	3:5	3:5	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-3-5-P01	1corintios-3-5-P02	ἐστιν	ἐστιν
SR0045	45	1corintios	94	94	3:5	3:5	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-5-P03	1corintios-3-5-P03	ἐπιστεύσατε	ἐπιστεύσατε
SR0046	46	1corintios	95	95	3:5	3:5	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-5-P04	1corintios-3-5-P04	ἔδωκεν	ἔδωκεν
SR0047	47	1corintios	96	96	3:6	3:6	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-6-P01	1corintios-3-6-P01	ἐφύτευσα	ἐφύτευσα
SR0048	48	1corintios	97	99	3:6	3:7	3	6	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2, ""none"": 1}"	1corintios-3-6-P02	1corintios-3-7-P01	ἐπότισεν	ἐστίν
SR0049	49	1corintios	100	100	3:8	3:8	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-8-P01	1corintios-3-8-P01	εἰσιν	εἰσιν
SR0050	50	1corintios	101	101	3:8	3:8	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-3-8-P02	1corintios-3-8-P02	λήμψεται	λήμψεται
SR0051	51	1corintios	102	102	3:9	3:9	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-9-P01	1corintios-3-9-P01	ἐσμεν	ἐσμεν
SR0052	52	1corintios	103	103	3:9	3:9	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-3-9-P02	1corintios-3-9-P02	ἐστε	ἐστε
SR0053	53	1corintios	104	104	3:10	3:10	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-10-P01	1corintios-3-10-P01	ἔθηκα	ἔθηκα
SR0054	54	1corintios	105	121	3:10	3:15	17	22	"{""stable"": 8, ""structural"": 1, ""turbulence"": 8}"	"{""candidate"": 8, ""none"": 8, ""strong"": 1}"	1corintios-3-10-P02	1corintios-3-15-P03	ἐποικοδομεῖ	σωθήσεται
SR0055	55	1corintios	122	123	3:16	3:16	2	8	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""strong"": 1}"	1corintios-3-16-P01	1corintios-3-16-P02	οἴδατε	ἐστε
SR0056	56	1corintios	124	127	3:16	3:17	4	12	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 1, ""strong"": 1}"	1corintios-3-16-P03	1corintios-3-17-P03	οἰκεῖ	ἐστιν
SR0057	57	1corintios	128	128	3:17	3:17	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-17-P04	1corintios-3-17-P04	ἐστε	ἐστε
SR0058	58	1corintios	129	135	3:18	3:20	7	14	"{""stable"": 2, ""structural"": 1, ""turbulence"": 4}"	"{""candidate"": 4, ""none"": 2, ""strong"": 1}"	1corintios-3-18-P01	1corintios-3-20-P01	ἐξαπατάτω	γινώσκει
SR0059	59	1corintios	136	136	3:20	3:20	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-3-20-P02	1corintios-3-20-P02	εἰσὶν	εἰσὶν
SR0060	60	1corintios	137	138	3:21	3:21	2	6	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2}"	1corintios-3-21-P01	1corintios-3-21-P02	καυχάσθω	ἐστιν
SR0061	61	1corintios	139	142	4:1	4:3	4	4	"{""stable"": 2, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 2}"	1corintios-4-1-P01	1corintios-4-3-P01	λογιζέσθω	ἐστιν
SR0062	62	1corintios	143	146	4:3	4:4	4	8	"{""stable"": 2, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 2, ""strong"": 1}"	1corintios-4-3-P02	1corintios-4-4-P02	ἀνακριθῶ	δεδικαίωμαι
SR0063	63	1corintios	147	147	4:4	4:4	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-4-P03	1corintios-4-4-P03	ἐστιν	ἐστιν
SR0064	64	1corintios	148	148	4:5	4:5	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-5-P01	1corintios-4-5-P01	κρίνετε	κρίνετε
SR0065	65	1corintios	149	152	4:5	4:5	4	8	"{""stable"": 3, ""structural"": 1}"	"{""none"": 3, ""strong"": 1}"	1corintios-4-5-P02	1corintios-4-5-P05	ἔλθῃ	γενήσεται
SR0066	66	1corintios	153	153	4:6	4:6	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-6-P01	1corintios-4-6-P01	μετεσχημάτισα	μετεσχημάτισα
SR0067	67	1corintios	154	154	4:6	4:6	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-6-P02	1corintios-4-6-P02	μάθητε	μάθητε
SR0068	68	1corintios	155	155	4:6	4:6	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-6-P03	1corintios-4-6-P03	γέγραπται	γέγραπται
SR0069	69	1corintios	156	156	4:6	4:6	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-6-P04	1corintios-4-6-P04	φυσιοῦσθε	φυσιοῦσθε
SR0070	70	1corintios	157	157	4:7	4:7	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-7-P01	1corintios-4-7-P01	διακρίνει	διακρίνει
SR0071	71	1corintios	158	161	4:7	4:7	4	8	"{""stable"": 1, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 3, ""none"": 1}"	1corintios-4-7-P02	1corintios-4-7-P05	ἔχεις	καυχᾶσαι
SR0072	72	1corintios	162	165	4:8	4:8	4	4	"{""stable"": 3, ""structural"": 1}"	"{""candidate"": 1, ""none"": 3}"	1corintios-4-8-P01	1corintios-4-8-P04	ἐστέ	ἐβασιλεύσατε
SR0073	73	1corintios	166	166	4:8	4:8	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-8-P05	1corintios-4-8-P05	συμβασιλεύσωμεν	συμβασιλεύσωμεν
SR0074	74	1corintios	167	167	4:9	4:9	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-9-P01	1corintios-4-9-P01	δοκῶ	δοκῶ
SR0075	75	1corintios	168	168	4:9	4:9	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-4-9-P02	1corintios-4-9-P02	ἀπέδειξεν	ἀπέδειξεν
SR0076	76	1corintios	169	179	4:9	4:13	11	12	"{""stable"": 8, ""structural"": 1, ""turbulence"": 2}"	"{""candidate"": 2, ""none"": 8, ""strong"": 1}"	1corintios-4-9-P03	1corintios-4-13-P02	ἐγενήθημεν	ἐγενήθημεν
SR0077	77	1corintios	180	180	4:14	4:14	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-14-P01	1corintios-4-14-P01	γράφω	γράφω
SR0078	78	1corintios	181	181	4:15	4:15	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-15-P01	1corintios-4-15-P01	ἔχητε	ἔχητε
SR0079	79	1corintios	182	183	4:15	4:16	2	8	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-4-15-P02	1corintios-4-16-P01	ἐγέννησα	παρακαλῶ
SR0080	80	1corintios	184	184	4:16	4:16	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-16-P02	1corintios-4-16-P02	γίνεσθε	γίνεσθε
SR0081	81	1corintios	185	185	4:17	4:17	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-17-P01	1corintios-4-17-P01	ἔπεμψα	ἔπεμψα
SR0082	82	1corintios	186	187	4:17	4:17	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-4-17-P02	1corintios-4-17-P03	ἐστίν	ἀναμνήσει
SR0083	83	1corintios	188	188	4:17	4:17	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-17-P04	1corintios-4-17-P04	διδάσκω	διδάσκω
SR0084	84	1corintios	189	189	4:18	4:18	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-18-P01	1corintios-4-18-P01	ἐφυσιώθησάν	ἐφυσιώθησάν
SR0085	85	1corintios	190	190	4:19	4:19	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-19-P01	1corintios-4-19-P01	ἐλεύσομαι	ἐλεύσομαι
SR0086	86	1corintios	191	191	4:19	4:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-19-P02	1corintios-4-19-P02	θελήσῃ	θελήσῃ
SR0087	87	1corintios	192	192	4:19	4:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-19-P03	1corintios-4-19-P03	γνώσομαι	γνώσομαι
SR0088	88	1corintios	193	193	4:21	4:21	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-21-P01	1corintios-4-21-P01	θέλετε	θέλετε
SR0089	89	1corintios	194	194	4:21	4:21	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-4-21-P02	1corintios-4-21-P02	ἔλθω	ἔλθω
SR0090	90	1corintios	195	195	5:1	5:1	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-5-1-P01	1corintios-5-1-P01	ἀκούεται	ἀκούεται
SR0091	91	1corintios	196	197	5:2	5:2	2	6	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-5-2-P01	1corintios-5-2-P02	ἐστέ	ἐπενθήσατε
SR0092	92	1corintios	198	198	5:2	5:2	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-2-P03	1corintios-5-2-P03	ἀρθῇ	ἀρθῇ
SR0093	93	1corintios	199	199	5:3	5:3	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-3-P01	1corintios-5-3-P01	κέκρικα	κέκρικα
SR0094	94	1corintios	200	200	5:5	5:5	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-5-P01	1corintios-5-5-P01	σωθῇ	σωθῇ
SR0095	95	1corintios	201	201	5:6	5:6	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-6-P01	1corintios-5-6-P01	οἴδατε	οἴδατε
SR0096	96	1corintios	202	202	5:6	5:6	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-6-P02	1corintios-5-6-P02	ζυμοῖ	ζυμοῖ
SR0097	97	1corintios	203	205	5:7	5:7	3	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-5-7-P01	1corintios-5-7-P03	ἐκκαθάρατε	ἐστε
SR0098	98	1corintios	206	206	5:7	5:7	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-7-P04	1corintios-5-7-P04	ἐτύθη	ἐτύθη
SR0099	99	1corintios	207	207	5:8	5:8	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-8-P01	1corintios-5-8-P01	ἑορτάζωμεν	ἑορτάζωμεν
SR0100	100	1corintios	208	208	5:9	5:9	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-9-P01	1corintios-5-9-P01	ἔγραψα	ἔγραψα
SR0101	101	1corintios	209	209	5:10	5:10	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-10-P01	1corintios-5-10-P01	ὠφείλετε	ὠφείλετε
SR0102	102	1corintios	210	210	5:11	5:11	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-11-P01	1corintios-5-11-P01	ἔγραψα	ἔγραψα
SR0103	103	1corintios	211	211	5:11	5:11	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-11-P02	1corintios-5-11-P02	ᾖ	ᾖ
SR0104	104	1corintios	212	212	5:12	5:12	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-12-P01	1corintios-5-12-P01	κρίνετε	κρίνετε
SR0105	105	1corintios	213	213	5:13	5:13	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-13-P01	1corintios-5-13-P01	κρίνει;	κρίνει;
SR0106	106	1corintios	214	214	5:13	5:13	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-5-13-P02	1corintios-5-13-P02	ἐξάρατε	ἐξάρατε
SR0107	107	1corintios	215	215	6:1	6:1	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-1-P01	1corintios-6-1-P01	τολμᾷ	τολμᾷ
SR0108	108	1corintios	216	216	6:2	6:2	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-2-P01	1corintios-6-2-P01	οἴδατε	οἴδατε
SR0109	109	1corintios	217	217	6:2	6:2	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-2-P02	1corintios-6-2-P02	κρινοῦσιν	κρινοῦσιν
SR0110	110	1corintios	218	218	6:2	6:2	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-2-P03	1corintios-6-2-P03	κρίνεται	κρίνεται
SR0111	111	1corintios	219	220	6:2	6:3	2	8	"{""stable"": 1, ""structural"": 1}"	"{""none"": 1, ""strong"": 1}"	1corintios-6-2-P04	1corintios-6-3-P01	ἐστε	οἴδατε
SR0112	112	1corintios	221	221	6:3	6:3	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-3-P02	1corintios-6-3-P02	κρινοῦμεν	κρινοῦμεν
SR0113	113	1corintios	222	223	6:4	6:4	2	6	"{""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 2}"	1corintios-6-4-P01	1corintios-6-4-P02	ἔχητε	καθίζετε
SR0114	114	1corintios	224	224	6:5	6:5	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-5-P01	1corintios-6-5-P01	λέγω	λέγω
SR0115	115	1corintios	225	228	6:5	6:7	4	4	"{""stable"": 3, ""structural"": 1}"	"{""candidate"": 1, ""none"": 3}"	1corintios-6-5-P02	1corintios-6-7-P01	ἔνι	ἐστιν
SR0116	116	1corintios	229	234	6:7	6:9	6	10	"{""stable"": 4, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 4, ""strong"": 1}"	1corintios-6-7-P02	1corintios-6-9-P01	ἔχετε	οἴδατε
SR0117	117	1corintios	235	235	6:9	6:9	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-9-P02	1corintios-6-9-P02	κληρονομήσουσιν	κληρονομήσουσιν
SR0118	118	1corintios	236	236	6:9	6:9	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-9-P03	1corintios-6-9-P03	πλανᾶσθε	πλανᾶσθε
SR0119	119	1corintios	237	237	6:10	6:10	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-10-P01	1corintios-6-10-P01	κληρονομήσουσιν	κληρονομήσουσιν
SR0120	120	1corintios	238	241	6:11	6:11	4	4	"{""stable"": 3, ""structural"": 1}"	"{""candidate"": 1, ""none"": 3}"	1corintios-6-11-P01	1corintios-6-11-P04	ἦτε	ἐδικαιώθητε
SR0121	121	1corintios	242	244	6:12	6:12	3	6	"{""stable"": 2, ""structural"": 1}"	"{""none"": 2, ""strong"": 1}"	1corintios-6-12-P01	1corintios-6-12-P03	ἔξεστιν	ἔξεστιν
SR0122	122	1corintios	245	245	6:12	6:12	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-12-P04	1corintios-6-12-P04	ἐξουσιασθήσομαι	ἐξουσιασθήσομαι
SR0123	123	1corintios	246	248	6:13	6:14	3	4	"{""stable"": 2, ""structural"": 1}"	"{""candidate"": 1, ""none"": 2}"	1corintios-6-13-P01	1corintios-6-14-P02	καταργήσει	ἐξεγερεῖ
SR0124	124	1corintios	249	249	6:15	6:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-15-P01	1corintios-6-15-P01	οἴδατε	οἴδατε
SR0125	125	1corintios	250	250	6:15	6:15	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-15-P02	1corintios-6-15-P02	ἐστιν	ἐστιν
SR0126	126	1corintios	251	251	6:15	6:15	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-15-P03	1corintios-6-15-P03	ποιήσω	ποιήσω
SR0127	127	1corintios	252	252	6:15	6:15	1	4	"{""structural"": 1}"	"{""candidate"": 1}"	1corintios-6-15-P04	1corintios-6-15-P04	γένοιτο	γένοιτο
SR0128	128	1corintios	253	253	6:16	6:16	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-16-P01	1corintios-6-16-P01	οἴδατε	οἴδατε
SR0129	129	1corintios	254	254	6:16	6:16	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-16-P02	1corintios-6-16-P02	ἐστιν	ἐστιν
SR0130	130	1corintios	255	255	6:16	6:16	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-16-P03	1corintios-6-16-P03	ἔσονται	ἔσονται
SR0131	131	1corintios	256	257	6:16	6:17	2	4	"{""stable"": 1, ""structural"": 1}"	"{""candidate"": 1, ""none"": 1}"	1corintios-6-16-P04	1corintios-6-17-P01	φησίν	ἐστιν
SR0132	132	1corintios	258	258	6:18	6:18	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-18-P01	1corintios-6-18-P01	φεύγετε	φεύγετε
SR0133	133	1corintios	259	261	6:18	6:18	3	10	"{""stable"": 1, ""structural"": 1, ""turbulence"": 1}"	"{""candidate"": 1, ""none"": 1, ""strong"": 1}"	1corintios-6-18-P02	1corintios-6-18-P04	ποιήσῃ	ἁμαρτάνει
SR0134	134	1corintios	262	262	6:19	6:19	1	6	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-19-P01	1corintios-6-19-P01	οἴδατε	οἴδατε
SR0135	135	1corintios	263	263	6:19	6:19	1	8	"{""structural"": 1}"	"{""strong"": 1}"	1corintios-6-19-P02	1corintios-6-19-P02	ἐστιν	ἐστιν
SR0136	136	1corintios	264	267	6:19	6:20	4	8	"{""stable"": 3, ""structural"": 1}"	"{""none"": 3, ""strong"": 1}"	1corintios-6-19-P03	1corintios-6-20-P02	ἔχετε	δοξάσατε
SR0137	137	1corintios	268	268	7:1	7:1	1	0	"{""stable"": 1}"	"{""none"": 1}"	1corintios-7-1-P01	1corintios-7-1-P01	ἐγράψατε	ἐγράψατε
