BOOK	CH	VS	CLAUSE_ID	CLAUSE_TYPE	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	FINITE_CERTAINTY	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CONNECTOR_FUNCTION_STATUS	CONNECTOR_FUNCTION	SOURCE_CLAUSE	TARGET_CLAUSE	CONNECTION_CONFIDENCE	STATUS	NOTES
1corintios	10	19	C2	finite-anchor	07	ἐστιν	εἰμί	V-PAI-3S	certain	cn3	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	10	19	C2	finite-anchor	07	ἐστιν	εἰμί	V-PAI-3S	certain	cn4	ὅτι	subordinating	content/cause	suggested	content-or-cause	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	19	C3	finite-anchor	12	ἐστιν	εἰμί	V-PAI-3S	certain	cn3	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	10	19	C3	finite-anchor	12	ἐστιν	εἰμί	V-PAI-3S	certain	cn4	ὅτι	subordinating	content/cause	suggested	content-or-cause	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	10	20	C1	finite-anchor	04	θύουσιν	θύω	V-PAI-3P	certain	cn1	ἀλλʼ	coordinating	contrast	suggested	contrast		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	20	C1	finite-anchor	04	θύουσιν	θύω	V-PAI-3P	certain	cn2	ὅτι	subordinating	content/cause	suggested	content-or-cause		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	10	20	C1	finite-anchor	04	θύουσιν	θύω	V-PAI-3P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	20	C2	finite-anchor	09	θύουσιν	θύω	V-PAI-3P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	20	C3	finite-anchor	11	θέλω	θέλω	V-PAI-1S	certain	cn6	δὲ	coordinating	coordination	suggested	coordinate/add	C3		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	21	C1	finite-anchor	02	δύνασθε	δύναμαι	V-PMI-2P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	21	C2	finite-anchor	10	δύνασθε	δύναμαι	V-PMI-2P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	21	C2	finite-anchor	10	δύνασθε	δύναμαι	V-PMI-2P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	22	C1	finite-anchor	02	παραζηλοῦμεν	παραζηλόω	V-PAI-1P	certain	cn1	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison		C1	low	suggested-relationship	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	10	22	C2	finite-anchor	08	ἐσμεν	εἰμί	V-PAI-1P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	10	23	C1	finite-anchor	02	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S	certain	cn1	ἀλλʼ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	23	C2	finite-anchor	06	συμφέρει	συμφέρω	V-PAI-3S	certain	cn1	ἀλλʼ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	23	C3	finite-anchor	08	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	23	C4	finite-anchor	12	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	24	C1	finite-anchor	04	ζητείτω	ζητέω	V-PAD-3S	certain	cn1	ἀλλὰ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	25	C1	finite-anchor	06	ἐσθίετε	ἐσθίω	V-PAD-2P	certain										confirmed-finite-anchor	finite clause anchor with no connector relationship
1corintios	10	27	C1	finite-anchor	03	καλεῖ	καλέω	V-PAI-3S	certain	cn1	εἴ	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	10	27	C1	finite-anchor	03	καλεῖ	καλέω	V-PAI-3S	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	27	C2	finite-anchor	08	θέλετε	θέλω	V-PAI-2P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	10	27	C3	finite-anchor	14	ἐσθίετε	ἐσθίω	V-PAD-2P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	10	28	C1	finite-anchor	05	εἴπῃ	λέγω	V-AAS-3S	certain	cn1	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	10	28	C1	finite-anchor	05	εἴπῃ	λέγω	V-AAS-3S	certain	cn2	δέ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	10	28	C2	finite-anchor	08	ἐστιν	εἰμί	V-PAI-3S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	10	28	C3	finite-anchor	10	ἐσθίετε	ἐσθίω	V-PAD-2P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C3		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	10	29	C1	finite-anchor	03	λέγω	λέγω	V-PAI-1S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
