BOOK	CH	VS	CLAUSE_ID	CLAUSE_TYPE	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	FINITE_CERTAINTY	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	CONNECTOR_FUNCTION_STATUS	CONNECTOR_FUNCTION	SOURCE_CLAUSE	TARGET_CLAUSE	CONNECTION_CONFIDENCE	STATUS	NOTES
1corintios	4	6	C4	finite-anchor	26	φυσιοῦσθε	φυσιόω	V-PPI-2P	certain	cn5	ἵνα	subordinating	purpose/result	suggested	purpose/result	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	7	C1	finite-anchor	04	διακρίνει	διακρίνω	V-PAI-3S	certain	cn1	γάρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	4	7	C1	finite-anchor	04	διακρίνει	διακρίνω	V-PAI-3S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	7	C2	finite-anchor	07	ἔχεις	ἔχω	V-PAI-2S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	7	C3	finite-anchor	10	ἔλαβες	λαμβάνω	V-AAI-2S	certain	cn4	εἰ	subordinating	condition	suggested	condition	C3	C4	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	4	7	C3	finite-anchor	10	ἔλαβες	λαμβάνω	V-AAI-2S	certain	cn5	δὲ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	7	C3	finite-anchor	10	ἔλαβες	λαμβάνω	V-AAI-2S	certain	cn6	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	7	C4	finite-anchor	14	ἔλαβες	λαμβάνω	V-AAI-2S	certain	cn4	εἰ	subordinating	condition	suggested	condition	C3	C4	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	4	7	C4	finite-anchor	14	ἔλαβες	λαμβάνω	V-AAI-2S	certain	cn5	δὲ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	7	C4	finite-anchor	14	ἔλαβες	λαμβάνω	V-AAI-2S	certain	cn6	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	7	C5	finite-anchor	16	καυχᾶσαι	καυχάομαι	V-PMI-2S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	8	C1	finite-anchor	03	ἐστέ	εἰμί	V-PAI-2P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	8	C2	finite-anchor	05	ἐπλουτήσατε	πλουτέω	V-AAI-2P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	8	C3	finite-anchor	08	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	8	C4	finite-anchor	12	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	8	C4	finite-anchor	12	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	certain	cn2	ἵνα	subordinating	purpose/result	suggested	purpose/result	C4	C5	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	8	C4	finite-anchor	12	ἐβασιλεύσατε	βασιλεύω	V-AAI-2P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C4	C5	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	8	C5	finite-anchor	17	συμβασιλεύσωμεν	συμβασιλεύω	V-AAS-1P	certain	cn2	ἵνα	subordinating	purpose/result	suggested	purpose/result	C4	C5	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	8	C5	finite-anchor	17	συμβασιλεύσωμεν	συμβασιλεύω	V-AAS-1P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C4	C5	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	9	C1	finite-anchor	01	δοκῶ	δοκέω	V-PAI-1S	certain	cn1	γάρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	9	C2	finite-anchor	09	ἀπέδειξεν	ἀποδείκνυμι	V-AAI-3S	certain	cn1	γάρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	9	C2	finite-anchor	09	ἀπέδειξεν	ἀποδείκνυμι	V-AAI-3S	certain	cn2	ὡς	subordinating	comparison/manner	suggested	comparison/manner	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	9	C2	finite-anchor	09	ἀπέδειξεν	ἀποδείκνυμι	V-AAI-3S	certain	cn3	ὅτι	subordinating	content/cause	suggested	content-or-cause	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	9	C3	finite-anchor	14	ἐγενήθημεν	γίνομαι	V-API-1P	certain	cn2	ὡς	subordinating	comparison/manner	suggested	comparison/manner	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	9	C3	finite-anchor	14	ἐγενήθημεν	γίνομαι	V-API-1P	certain	cn3	ὅτι	subordinating	content/cause	suggested	content-or-cause	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	9	C3	finite-anchor	14	ἐγενήθημεν	γίνομαι	V-API-1P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C3		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	4	9	C3	finite-anchor	14	ἐγενήθημεν	γίνομαι	V-API-1P	certain	cn5	καὶ	coordinating	coordination	suggested	coordinate/add	C3		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	4	11	C1	finite-anchor	06	πεινῶμεν	πεινάω	V-PAI-1P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	4	11	C1	finite-anchor	06	πεινῶμεν	πεινάω	V-PAI-1P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C2	finite-anchor	08	διψῶμεν	διψάω	V-PAI-1P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C2	finite-anchor	08	διψῶμεν	διψάω	V-PAI-1P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C3	finite-anchor	10	γυμνιτεύομεν	γυμνιτεύω	V-PAI-1P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C3	finite-anchor	10	γυμνιτεύομεν	γυμνιτεύω	V-PAI-1P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C4	finite-anchor	12	κολαφιζόμεθα	κολαφίζω	V-PPI-1P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C4	finite-anchor	12	κολαφιζόμεθα	κολαφίζω	V-PPI-1P	certain	cn5	καὶ	coordinating	coordination	suggested	coordinate/add	C4	C5	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	11	C5	finite-anchor	14	ἀστατοῦμεν	ἀστατέω	V-PAI-1P	certain	cn5	καὶ	coordinating	coordination	suggested	coordinate/add	C4	C5	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	12	C1	finite-anchor	02	κοπιῶμεν	κοπιάω	V-PAI-1P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	4	12	C2	finite-anchor	08	εὐλογοῦμεν	εὐλογέω	V-PAI-1P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	12	C3	finite-anchor	10	ἀνεχόμεθα	ἀνέχομαι	V-PMI-1P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	13	C1	finite-anchor	02	παρακαλοῦμεν	παρακαλέω	V-PAI-1P	certain	cn1	ὡς	subordinating	comparison/manner	suggested	comparison/manner	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	13	C2	finite-anchor	07	ἐγενήθημεν	γίνομαι	V-API-1P	certain	cn1	ὡς	subordinating	comparison/manner	suggested	comparison/manner	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	14	C1	finite-anchor	04	γράφω	γράφω	V-PAI-1S	certain	cn2	ἀλλʼ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	4	15	C1	finite-anchor	05	ἔχητε	ἔχω	V-PAS-2P	certain	cn1	ἐὰν	subordinating	condition	suggested	condition		C1	low	suggested-relationship	function follows connector inventory; target finite clause found; source not available in verse
1corintios	4	15	C1	finite-anchor	05	ἔχητε	ἔχω	V-PAS-2P	certain	cn2	γὰρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	4	15	C1	finite-anchor	05	ἔχητε	ἔχω	V-PAS-2P	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	15	C1	finite-anchor	05	ἔχητε	ἔχω	V-PAS-2P	certain	cn5	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	15	C2	finite-anchor	21	ἐγέννησα	γεννάω	V-AAI-1S	certain	cn3	ἀλλʼ	coordinating	contrast	suggested	contrast	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	15	C2	finite-anchor	21	ἐγέννησα	γεννάω	V-AAI-1S	certain	cn5	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	16	C1	finite-anchor	01	παρακαλῶ	παρακαλέω	V-PAI-1S	certain	cn1	οὖν	coordinating	inference	suggested	inference/result	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	16	C2	finite-anchor	06	γίνεσθε	γίνομαι	V-PMD-2P	certain	cn1	οὖν	coordinating	inference	suggested	inference/result	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	17	C1	finite-anchor	03	ἔπεμψα	πέμπω	V-AAI-1S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	17	C2	finite-anchor	07	ἐστίν	εἰμί	V-PAI-3S	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	17	C3	finite-anchor	17	ἀναμνήσει	ἀναμιμνῄσκω	V-FAI-3S	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	17	C3	finite-anchor	17	ἀναμνήσει	ἀναμιμνῄσκω	V-FAI-3S	certain	cn2	καθὼς	subordinating	comparison/manner	suggested	comparison/manner	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	17	C4	finite-anchor	30	διδάσκω	διδάσκω	V-PAI-1S	certain	cn2	καθὼς	subordinating	comparison/manner	suggested	comparison/manner	C3	C4	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	4	18	C1	finite-anchor	08	ἐφυσιώθησάν	φυσιόω	V-API-3P	certain	cn1	ὡς	subordinating	comparison/manner	suggested	comparison/manner		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	4	18	C1	finite-anchor	08	ἐφυσιώθησάν	φυσιόω	V-API-3P	certain	cn3	δέ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	4	19	C1	finite-anchor	01	ἐλεύσομαι	ἔρχομαι	V-FMI-1S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	19	C1	finite-anchor	01	ἐλεύσομαι	ἔρχομαι	V-FMI-1S	certain	cn2	ἐὰν	subordinating	condition	suggested	condition	C1	C2	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	4	19	C2	finite-anchor	09	θελήσῃ	θέλω	V-AAS-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	19	C2	finite-anchor	09	θελήσῃ	θέλω	V-AAS-3S	certain	cn2	ἐὰν	subordinating	condition	suggested	condition	C1	C2	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	4	19	C2	finite-anchor	09	θελήσῃ	θέλω	V-AAS-3S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	19	C3	finite-anchor	11	γνώσομαι	γινώσκω	V-FMI-1S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	4	19	C3	finite-anchor	11	γνώσομαι	γινώσκω	V-FMI-1S	certain	cn5	ἀλλὰ	coordinating	contrast	suggested	contrast	C3		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	4	21	C1	finite-anchor	02	θέλετε	θέλω	V-PAI-2P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	4	21	C2	finite-anchor	05	ἔλθω	ἔρχομαι	V-AAS-1S	certain	cn1	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	4	21	C2	finite-anchor	05	ἔλθω	ἔρχομαι	V-AAS-1S	certain	cn2	τε	coordinating	coordination	suggested	coordinate/add	C2		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	1	C1	finite-anchor	02	ἀκούεται	ἀκούω	V-PPI-3S	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	1	C1	finite-anchor	02	ἀκούεται	ἀκούω	V-PPI-3S	certain	cn2	οὐδὲ	coordinating	negative coordination	suggested	coordinate/negative	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	2	C1	finite-anchor	04	ἐστέ	εἰμί	V-PAI-2P	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	2	C1	finite-anchor	04	ἐστέ	εἰμί	V-PAI-2P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	2	C2	finite-anchor	08	ἐπενθήσατε	πενθέω	V-AAI-2P	certain	cn2	καὶ	coordinating	coordination	suggested	coordinate/add	C1	C2	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	2	C2	finite-anchor	08	ἐπενθήσατε	πενθέω	V-AAI-2P	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	2	C3	finite-anchor	10	ἀρθῇ	αἴρω	V-APS-3S	certain	cn3	ἵνα	subordinating	purpose/result	suggested	purpose/result	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	3	C1	finite-anchor	12	κέκρικα	κρίνω	V-XAI-1S	certain	cn1	γάρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	3	C1	finite-anchor	12	κέκρικα	κρίνω	V-XAI-1S	certain	cn2	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	5	C1	finite-anchor	13	σωθῇ	σῴζω	V-APS-3S	certain	cn1	ἵνα	subordinating	purpose/result	suggested	purpose/result		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	5	6	C1	finite-anchor	07	οἴδατε	οἶδα	V-XAI-2P	certain	cn3	ὅτι	subordinating	content/cause	suggested	content-or-cause	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	6	C2	finite-anchor	14	ζυμοῖ	ζυμόω	V-PAI-3S	certain	cn3	ὅτι	subordinating	content/cause	suggested	content-or-cause	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	C1	finite-anchor	01	ἐκκαθάρατε	ἐκκαθαίρω	V-AAD-2P	certain	cn1	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	C2	finite-anchor	06	ἦτε	εἰμί	V-PAS-2P	certain	cn1	ἵνα	subordinating	purpose/result	suggested	purpose/result	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	C2	finite-anchor	06	ἦτε	εἰμί	V-PAS-2P	certain	cn2	καθώς	subordinating	comparison/manner	suggested	comparison/manner	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	C3	finite-anchor	10	ἐστε	εἰμί	V-PAI-2P	certain	cn2	καθώς	subordinating	comparison/manner	suggested	comparison/manner	C2	C3	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	5	7	C3	finite-anchor	10	ἐστε	εἰμί	V-PAI-2P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	7	C3	finite-anchor	10	ἐστε	εἰμί	V-PAI-2P	certain	cn4	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	7	C4	finite-anchor	17	ἐτύθη	θύω	V-API-3S	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	7	C4	finite-anchor	17	ἐτύθη	θύω	V-API-3S	certain	cn4	γὰρ	coordinating	cause/ground	suggested	ground/explanation	C3	C4	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	5	8	C1	finite-anchor	02	ἑορτάζωμεν	ἑορτάζω	V-PAS-1P	certain	cn1	ὥστε	subordinating	result/inference	suggested	result/inference		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	5	8	C1	finite-anchor	02	ἑορτάζωμεν	ἑορτάζω	V-PAS-1P	certain	cn3	μηδὲ	coordinating	negative coordination	suggested	coordinate/negative	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	8	C1	finite-anchor	02	ἑορτάζωμεν	ἑορτάζω	V-PAS-1P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	8	C1	finite-anchor	02	ἑορτάζωμεν	ἑορτάζω	V-PAS-1P	certain	cn5	ἀλλʼ	coordinating	contrast	suggested	contrast	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	8	C1	finite-anchor	02	ἑορτάζωμεν	ἑορτάζω	V-PAS-1P	certain	cn6	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	9	C1	finite-anchor	01	ἔγραψα	γράφω	V-AAI-1S	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	5	10	C1	finite-anchor	16	ὠφείλετε	ὀφείλω	V-IAI-2P	certain	cn2	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison		C1	low	suggested-relationship	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	5	10	C1	finite-anchor	16	ὠφείλετε	ὀφείλω	V-IAI-2P	certain	cn3	καὶ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	10	C1	finite-anchor	16	ὠφείλετε	ὀφείλω	V-IAI-2P	certain	cn4	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison		C1	low	suggested-relationship	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	5	10	C1	finite-anchor	16	ὠφείλετε	ὀφείλω	V-IAI-2P	certain	cn5	ἐπεὶ	subordinating	cause/temporal	suggested	cause-or-temporal		C1	low	suggested-relationship	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	5	10	C1	finite-anchor	16	ὠφείλετε	ὀφείλω	V-IAI-2P	certain	cn6	ἄρα	coordinating	inference	suggested	inference/result	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	11	C1	finite-anchor	03	ἔγραψα	γράφω	V-AAI-1S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	11	C1	finite-anchor	03	ἔγραψα	γράφω	V-AAI-1S	certain	cn3	ἐάν	subordinating	condition	suggested	condition	C1	C2	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn3	ἐάν	subordinating	condition	suggested	condition	C1	C2	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn4	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn5	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn6	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn7	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn8	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison	C2		low	suggested-relationship	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	5	11	C2	finite-anchor	11	ᾖ	εἰμί	V-PAS-3S	certain	cn9	μηδὲ	coordinating	negative coordination	suggested	coordinate/negative	C2		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	5	12	C1	finite-anchor	11	κρίνετε	κρίνω	V-PAI-2P	certain	cn1	γάρ	coordinating	cause/ground	suggested	ground/explanation		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	13	C1	finite-anchor	06	κρίνει;	κρίνω	V-PAI-3S	certain	cn1	δὲ	coordinating	coordination	suggested	coordinate/add		C1	low	suggested-relationship	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	5	13	C2	finite-anchor	07	ἐξάρατε	ἐξαίρω	V-AAD-2P	certain										confirmed-finite-anchor	finite clause anchor with unresolved connector relationship
1corintios	6	1	C1	finite-anchor	01	τολμᾷ	τολμάω	V-PAI-3S	certain	cn1	καὶ	coordinating	coordination	suggested	coordinate/add	C1		low	suggested-relationship	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	6	2	C1	finite-anchor	03	οἴδατε	οἶδα	V-XAI-2P	certain	cn1	ἢ	coordinating	alternative/comparison	suggested	alternative/comparison		C1	low	suggested-relationship	context-sensitive function; keep as suggested; connector before first finite clause or source outside verse
1corintios	6	2	C1	finite-anchor	03	οἴδατε	οἶδα	V-XAI-2P	certain	cn3	ὅτι	subordinating	content/cause	suggested	content-or-cause	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	2	C2	finite-anchor	09	κρινοῦσιν	κρίνω	V-FAI-3P	certain	cn3	ὅτι	subordinating	content/cause	suggested	content-or-cause	C1	C2	medium	suggested-relationship	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	6	2	C2	finite-anchor	09	κρινοῦσιν	κρίνω	V-FAI-3P	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	2	C2	finite-anchor	09	κρινοῦσιν	κρίνω	V-FAI-3P	certain	cn5	εἰ	subordinating	condition	suggested	condition	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	6	2	C3	finite-anchor	14	κρίνεται	κρίνω	V-PPI-3S	certain	cn4	καὶ	coordinating	coordination	suggested	coordinate/add	C2	C3	medium	suggested-relationship	function follows connector inventory; coordinating connector between finite clauses
1corintios	6	2	C3	finite-anchor	14	κρίνεται	κρίνω	V-PPI-3S	certain	cn5	εἰ	subordinating	condition	suggested	condition	C2	C3	medium	suggested-relationship	function follows connector inventory; subordinating connector before/near target finite clause
