BOOK	CH	VS	CLAUSE_ID	FINITE_G_IDX	FINITE_GREEK	FINITE_LEMMA	FINITE_RMAC	SPAN_START	SPAN_END	SPAN_GIDX	SPAN_TEXT	SPAN_STATUS	BOUNDARY_NOTES
1corintios	14	28	C1	04	ᾖ	εἰμί	V-PAS-3S	01	05	01,02,03,04,05	ἐὰν δὲ μὴ ==ᾖ== διερμηνευτής	suggested-span	neutral finite-anchor region
1corintios	14	28	C2	06	σιγάτω	σιγάω	V-PAD-3S	06	10	06,07,08,09,10	==σιγάτω== ἐν ἐκκλησίᾳ ἑαυτῷ δὲ	suggested-span	neutral finite-anchor region
1corintios	14	28	C3	11	λαλείτω	λαλέω	V-PAD-3S	11	14	11,12,13,14	==λαλείτω== καὶ τῷ θεῷ	suggested-span	neutral finite-anchor region
1corintios	14	29	C1	06	λαλείτωσαν	λαλέω	V-PAD-3P	01	09	01,02,03,04,05,06,07,08,09	προφῆται δὲ δύο ἢ τρεῖς ==λαλείτωσαν== καὶ οἱ ἄλλοι	suggested-span	neutral finite-anchor region
1corintios	14	29	C2	10	διακρινέτωσαν	διακρίνω	V-PAD-3P	10	10	10	==διακρινέτωσαν==	suggested-span	neutral finite-anchor region
1corintios	14	3	C1	05	λαλεῖ	λαλέω	V-PAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	ὁ δὲ προφητεύων ἀνθρώποις ==λαλεῖ== οἰκοδομὴν καὶ παράκλησιν καὶ παραμυθίαν	suggested-span	neutral finite-anchor region
1corintios	14	30	C1	04	ἀποκαλυφθῇ	ἀποκαλύπτω	V-APS-3S	01	07	01,02,03,04,05,06,07	ἐὰν δὲ ἄλλῳ ==ἀποκαλυφθῇ== καθημένῳ ὁ πρῶτος	suggested-span	neutral finite-anchor region
1corintios	14	30	C2	08	σιγάτω	σιγάω	V-PAD-3S	08	08	08	==σιγάτω==	suggested-span	neutral finite-anchor region
1corintios	14	31	C1	01	δύνασθε	δύναμαι	V-PMI-2P	01	08	01,02,03,04,05,06,07,08	==δύνασθε== γὰρ καθʼ ἕνα πάντες προφητεύειν ἵνα πάντες	suggested-span	neutral finite-anchor region
1corintios	14	31	C2	09	μανθάνωσιν	μανθάνω	V-PAS-3P	09	11	09,10,11	==μανθάνωσιν== καὶ πάντες	suggested-span	neutral finite-anchor region
1corintios	14	31	C3	12	παρακαλῶνται	παρακαλέω	V-PPS-3P	12	12	12	==παρακαλῶνται==	suggested-span	neutral finite-anchor region
1corintios	14	32	C1	05	ὑποτάσσεται	ὑποτάσσω	V-PPI-3S	01	05	01,02,03,04,05	καὶ πνεύματα προφητῶν προφήταις ==ὑποτάσσεται==	suggested-span	neutral finite-anchor region
1corintios	14	33	C1	03	ἐστιν	εἰμί	V-PAI-3S	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	οὐ γάρ ==ἐστιν== ἀκαταστασίας ὁ θεὸς ἀλλὰ εἰρήνης ὡς ἐν πάσαις ταῖς ἐκκλησίαις τῶν ἁγίων	suggested-span	neutral finite-anchor region
1corintios	14	34	C1	06	σιγάτωσαν	σιγάω	V-PAD-3P	01	08	01,02,03,04,05,06,07,08	αἱ γυναῖκες ἐν ταῖς ἐκκλησίαις ==σιγάτωσαν== οὐ γὰρ	suggested-span	neutral finite-anchor region
1corintios	14	34	C2	09	ἐπιτρέπεται	ἐπιτρέπω	V-PPI-3S	09	12	09,10,11,12	==ἐπιτρέπεται== αὐταῖς λαλεῖν ἀλλὰ	suggested-span	neutral finite-anchor region
1corintios	14	34	C3	13	ὑποτασσέσθωσαν	ὑποτάσσω	V-PPD-3P	13	17	13,14,15,16,17	==ὑποτασσέσθωσαν== καθὼς καὶ ὁ νόμος	suggested-span	neutral finite-anchor region
1corintios	14	34	C4	18	λέγει	λέγω	V-PAI-3S	18	18	18	==λέγει==	suggested-span	neutral finite-anchor region
1corintios	14	35	C1	05	θέλουσιν	θέλω	V-PAI-3P	01	10	01,02,03,04,05,06,07,08,09,10	εἰ δέ τι μαθεῖν ==θέλουσιν== ἐν οἴκῳ τοὺς ἰδίους ἄνδρας	suggested-span	neutral finite-anchor region
1corintios	14	35	C2	11	ἐπερωτάτωσαν	ἐπερωτάω	V-PAD-3P	11	13	11,12,13	==ἐπερωτάτωσαν== αἰσχρὸν γάρ	suggested-span	neutral finite-anchor region
1corintios	14	35	C3	14	ἐστιν	εἰμί	V-PAI-3S	14	18	14,15,16,17,18	==ἐστιν== γυναικὶ λαλεῖν ἐν ἐκκλησίᾳ	suggested-span	neutral finite-anchor region
1corintios	14	36	C1	08	ἐξῆλθεν	ἐξέρχομαι	V-AAI-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	ἢ ἀφʼ ὑμῶν ὁ λόγος τοῦ θεοῦ ==ἐξῆλθεν== ἢ εἰς ὑμᾶς μόνους	suggested-span	neutral finite-anchor region
1corintios	14	36	C2	13	κατήντησεν	καταντάω	V-AAI-3S	13	13	13	==κατήντησεν==	suggested-span	neutral finite-anchor region
1corintios	14	37	C1	03	δοκεῖ	δοκέω	V-PAI-3S	01	07	01,02,03,04,05,06,07	εἴ τις ==δοκεῖ== προφήτης εἶναι ἢ πνευματικός	suggested-span	neutral finite-anchor region
1corintios	14	37	C2	08	ἐπιγινωσκέτω	ἐπιγινώσκω	V-PAD-3S	08	09	08,09	==ἐπιγινωσκέτω== ἃ	suggested-span	neutral finite-anchor region
1corintios	14	37	C3	10	γράφω	γράφω	V-PAI-1S	10	13	10,11,12,13	==γράφω== ὑμῖν ὅτι κυρίου	suggested-span	neutral finite-anchor region
1corintios	14	37	C4	14	ἐστίν	εἰμί	V-PAI-3S	14	14	14	==ἐστίν==	suggested-span	neutral finite-anchor region
1corintios	14	38	C1	04	ἀγνοεῖ	ἀγνοέω	V-PAI-3S	01	04	01,02,03,04	εἰ δέ τις ==ἀγνοεῖ==	suggested-span	neutral finite-anchor region
1corintios	14	38	C2	05	ἀγνοεῖται	ἀγνοέω	V-PPI-3S	05	05	05	==ἀγνοεῖται==	suggested-span	neutral finite-anchor region
1corintios	14	39	C1	04	ζηλοῦτε	ζηλόω	V-PAD-2P	01	10	01,02,03,04,05,06,07,08,09,10	ὥστε ἀδελφοί μου ==ζηλοῦτε== τὸ προφητεύειν καὶ τὸ λαλεῖν μὴ	suggested-span	neutral finite-anchor region
1corintios	14	39	C2	11	κωλύετε	κωλύω	V-PAD-2P	11	12	11,12	==κωλύετε== γλώσσαις	suggested-span	neutral finite-anchor region
1corintios	14	4	C1	05	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S	01	09	01,02,03,04,05,06,07,08,09	ὁ λαλῶν γλώσσῃ ἑαυτὸν ==οἰκοδομεῖ== ὁ δὲ προφητεύων ἐκκλησίαν	suggested-span	neutral finite-anchor region
1corintios	14	4	C2	10	οἰκοδομεῖ	οἰκοδομέω	V-PAI-3S	10	10	10	==οἰκοδομεῖ==	suggested-span	neutral finite-anchor region
1corintios	14	40	C1	07	γινέσθω	γίνομαι	V-PMD-3S	01	07	01,02,03,04,05,06,07	πάντα δὲ εὐσχημόνως καὶ κατὰ τάξιν ==γινέσθω==	suggested-span	neutral finite-anchor region
1corintios	14	5	C1	01	θέλω	θέλω	V-PAI-1S	01	08	01,02,03,04,05,06,07,08	==θέλω== δὲ πάντας ὑμᾶς λαλεῖν γλώσσαις μᾶλλον δὲ	suggested-span	neutral finite-anchor region
1corintios	14	5	C2	10	προφητεύητε	προφητεύω	V-PAS-2P	09	21	09,10,11,12,13,14,15,16,17,18,19,20,21	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς εἰ μὴ	suggested-span	migrated subordinate connector ἵνα
1corintios	14	5	C3	22	διερμηνεύῃ	διερμηνεύω	V-PAS-3S	22	26	22,23,24,25,26	==διερμηνεύῃ== ἵνα ἡ ἐκκλησία οἰκοδομὴν	suggested-span	neutral finite-anchor region
1corintios	14	5	C4	27	λάβῃ	λαμβάνω	V-AAS-3S	27	27	27	==λάβῃ==	suggested-span	neutral finite-anchor region
1corintios	14	6	C1	05	ἔλθω	ἔρχομαι	V-AAS-1S	01	11	01,02,03,04,05,06,07,08,09,10,11	νῦν δέ ἀδελφοί ἐὰν ==ἔλθω== πρὸς ὑμᾶς γλώσσαις λαλῶν τί ὑμᾶς	suggested-span	neutral finite-anchor region
1corintios	14	6	C2	12	ὠφελήσω	ὠφελέω	V-FAI-1S	12	15	12,13,14,15	==ὠφελήσω== ἐὰν μὴ ὑμῖν	suggested-span	neutral finite-anchor region
1corintios	14	6	C3	16	λαλήσω	λαλέω	V-AAS-1S	16	28	16,17,18,19,20,21,22,23,24,25,26,27,28	==λαλήσω== ἢ ἐν ἀποκαλύψει ἢ ἐν γνώσει ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ	suggested-span	neutral finite-anchor region
1corintios	14	7	C1	15	δῷ	δίδωμι	V-AAS-3S	01	16	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16	ὅμως τὰ ἄψυχα φωνὴν διδόντα εἴτε αὐλὸς εἴτε κιθάρα ἐὰν διαστολὴν τοῖς φθόγγοις μὴ ==δῷ== πῶς	suggested-span	neutral finite-anchor region
1corintios	14	7	C2	17	γνωσθήσεται	γινώσκω	V-FPI-3S	17	22	17,18,19,20,21,22	==γνωσθήσεται== τὸ αὐλούμενον ἢ τὸ κιθαριζόμενον	suggested-span	neutral finite-anchor region
1corintios	14	8	C1	07	δῷ	δίδωμι	V-AAS-3S	01	08	01,02,03,04,05,06,07,08	καὶ γὰρ ἐὰν ἄδηλον φωνὴν σάλπιγξ ==δῷ== τίς	suggested-span	neutral finite-anchor region
1corintios	14	8	C2	09	παρασκευάσεται	παρασκευάζω	V-FMI-3S	09	11	09,10,11	==παρασκευάσεται== εἰς πόλεμον	suggested-span	neutral finite-anchor region
1corintios	14	9	C1	11	δῶτε	δίδωμι	V-AAS-2P	01	12	01,02,03,04,05,06,07,08,09,10,11,12	οὕτως καὶ ὑμεῖς διὰ τῆς γλώσσης ἐὰν μὴ εὔσημον λόγον ==δῶτε== πῶς	suggested-span	neutral finite-anchor region
1corintios	14	9	C2	13	γνωσθήσεται	γινώσκω	V-FPI-3S	13	15	13,14,15	==γνωσθήσεται== τὸ λαλούμενον	suggested-span	neutral finite-anchor region
1corintios	14	9	C3	16	ἔσεσθε	εἰμί	V-FMI-2P	16	20	16,17,18,19,20	==ἔσεσθε== γὰρ εἰς ἀέρα λαλοῦντες	suggested-span	neutral finite-anchor region
1corintios	15	1	C1	01	γνωρίζω	γνωρίζω	V-PAI-1S	01	07	01,02,03,04,05,06,07	==γνωρίζω== δὲ ὑμῖν ἀδελφοί τὸ εὐαγγέλιον ὃ	suggested-span	neutral finite-anchor region
1corintios	15	1	C2	08	εὐηγγελισάμην	εὐαγγελίζω	V-AMI-1S	08	11	08,09,10,11	==εὐηγγελισάμην== ὑμῖν ὃ καὶ	suggested-span	neutral finite-anchor region
1corintios	15	1	C3	12	παρελάβετε	παραλαμβάνω	V-AAI-2P	12	15	12,13,14,15	==παρελάβετε== ἐν ᾧ καὶ	suggested-span	neutral finite-anchor region
1corintios	15	1	C4	16	ἑστήκατε	ἵστημι	V-XAI-2P	16	16	16	==ἑστήκατε==	suggested-span	neutral finite-anchor region
1corintios	2	1	C1	06	ἦλθον	ἔρχομαι	V-AAI-1S	01	18	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18	κἀγὼ ἐλθὼν πρὸς ὑμᾶς ἀδελφοί ==ἦλθον== οὐ καθʼ ὑπεροχὴν λόγου ἢ σοφίας καταγγέλλων ὑμῖν τὸ μαρτύριον τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	2	10	C1	03	ἀπεκάλυψεν	ἀποκαλύπτω	V-AAI-3S	01	12	01,02,03,04,05,06,07,08,09,10,11,12	ἡμῖν γὰρ ==ἀπεκάλυψεν== ὁ θεὸς διὰ τοῦ πνεύματος τὸ γὰρ πνεῦμα πάντα	suggested-span	neutral finite-anchor region
1corintios	2	10	C2	13	ἐραυνᾷ	ἐραυνάω	V-PAI-3S	13	18	13,14,15,16,17,18	==ἐραυνᾷ== καὶ τὰ βάθη τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	2	11	C1	03	οἶδεν	οἶδα	V-XAI-3S	01	22	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22	τίς γὰρ ==οἶδεν== ἀνθρώπων τὰ τοῦ ἀνθρώπου εἰ μὴ τὸ πνεῦμα τοῦ ἀνθρώπου τὸ ἐν αὐτῷ οὕτως καὶ τὰ τοῦ θεοῦ οὐδεὶς	suggested-span	neutral finite-anchor region
1corintios	2	11	C2	23	ἔγνωκεν	γινώσκω	V-XAI-3S	23	29	23,24,25,26,27,28,29	==ἔγνωκεν== εἰ μὴ τὸ πνεῦμα τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	2	12	C1	08	ἐλάβομεν	λαμβάνω	V-AAI-1P	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	ἡμεῖς δὲ οὐ τὸ πνεῦμα τοῦ κόσμου ==ἐλάβομεν== ἀλλὰ τὸ πνεῦμα τὸ ἐκ τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	2	12	C2	17	εἰδῶμεν	οἶδα	V-XAS-1P	16	23	16,17,18,19,20,21,22,23	ἵνα ==εἰδῶμεν== τὰ ὑπὸ τοῦ θεοῦ χαρισθέντα ἡμῖν	suggested-span	migrated subordinate connector ἵνα
1corintios	2	13	C1	03	λαλοῦμεν	λαλέω	V-PAI-1P	01	16	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16	ἃ καὶ ==λαλοῦμεν== οὐκ ἐν διδακτοῖς ἀνθρωπίνης σοφίας λόγοις ἀλλʼ ἐν διδακτοῖς πνεύματος πνευματικοῖς πνευματικὰ συγκρίνοντες	suggested-span	neutral finite-anchor region
1corintios	2	14	C1	05	δέχεται	δέχομαι	V-PMI-3S	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	ψυχικὸς δὲ ἄνθρωπος οὐ ==δέχεται== τὰ τοῦ πνεύματος τοῦ θεοῦ μωρία γὰρ αὐτῷ	suggested-span	neutral finite-anchor region
1corintios	2	14	C2	14	ἐστίν	εἰμί	V-PAI-3S	14	16	14,15,16	==ἐστίν== καὶ οὐ	suggested-span	neutral finite-anchor region
1corintios	2	14	C3	17	δύναται	δύναμαι	V-PMI-3S	17	20	17,18,19,20	==δύναται== γνῶναι ὅτι πνευματικῶς	suggested-span	neutral finite-anchor region
1corintios	2	14	C4	21	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	21	21	21	==ἀνακρίνεται==	suggested-span	neutral finite-anchor region
1corintios	2	15	C1	04	ἀνακρίνει	ἀνακρίνω	V-PAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	ὁ δὲ πνευματικὸς ==ἀνακρίνει== τὰ πάντα αὐτὸς δὲ ὑπʼ οὐδενὸς	suggested-span	neutral finite-anchor region
1corintios	2	15	C2	11	ἀνακρίνεται	ἀνακρίνω	V-PPI-3S	11	11	11	==ἀνακρίνεται==	suggested-span	neutral finite-anchor region
1corintios	2	16	C1	03	ἔγνω	γινώσκω	V-AAI-3S	01	06	01,02,03,04,05,06	τίς γὰρ ==ἔγνω== νοῦν κυρίου ὃς	suggested-span	neutral finite-anchor region
1corintios	2	16	C2	07	συμβιβάσει	συμβιβάζω	V-FAI-3S	07	12	07,08,09,10,11,12	==συμβιβάσει== αὐτόν ἡμεῖς δὲ νοῦν χριστοῦ	suggested-span	neutral finite-anchor region
1corintios	2	16	C3	13	ἔχομεν	ἔχω	V-PAI-1P	13	13	13	==ἔχομεν==	suggested-span	neutral finite-anchor region
1corintios	2	2	C1	03	ἔκρινά	κρίνω	V-AAI-1S	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	οὐ γὰρ ==ἔκρινά== τι εἰδέναι ἐν ὑμῖν εἰ μὴ ἰησοῦν χριστὸν καὶ τοῦτον ἐσταυρωμένον	suggested-span	neutral finite-anchor region
1corintios	2	3	C1	11	ἐγενόμην	γίνομαι	V-AMI-1S	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	κἀγὼ ἐν ἀσθενείᾳ καὶ ἐν φόβῳ καὶ ἐν τρόμῳ πολλῷ ==ἐγενόμην== πρὸς ὑμᾶς	suggested-span	neutral finite-anchor region
1corintios	2	5	C1	06	ᾖ	εἰμί	V-PAS-3S	01	13	01,02,03,04,05,06,07,08,09,10,11,12,13	ἵνα ἡ πίστις ὑμῶν μὴ ==ᾖ== ἐν σοφίᾳ ἀνθρώπων ἀλλʼ ἐν δυνάμει θεοῦ	suggested-span	neutral finite-anchor region
1corintios	2	6	C1	03	λαλοῦμεν	λαλέω	V-PAI-1P	01	20	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20	σοφίαν δὲ ==λαλοῦμεν== ἐν τοῖς τελείοις σοφίαν δὲ οὐ τοῦ αἰῶνος τούτου οὐδὲ τῶν ἀρχόντων τοῦ αἰῶνος τούτου τῶν καταργουμένων	suggested-span	neutral finite-anchor region
1corintios	2	7	C1	02	λαλοῦμεν	λαλέω	V-PAI-1P	01	09	01,02,03,04,05,06,07,08,09	ἀλλὰ ==λαλοῦμεν== θεοῦ σοφίαν ἐν μυστηρίῳ τὴν ἀποκεκρυμμένην ἣν	suggested-span	neutral finite-anchor region
1corintios	2	7	C2	10	προώρισεν	προορίζω	V-AAI-3S	10	18	10,11,12,13,14,15,16,17,18	==προώρισεν== ὁ θεὸς πρὸ τῶν αἰώνων εἰς δόξαν ἡμῶν	suggested-span	neutral finite-anchor region
1corintios	2	8	C1	08	ἔγνωκεν	γινώσκω	V-XAI-3S	01	10	01,02,03,04,05,06,07,08,09,10	ἣν οὐδεὶς τῶν ἀρχόντων τοῦ αἰῶνος τούτου ==ἔγνωκεν== εἰ γὰρ	suggested-span	neutral finite-anchor region
1corintios	2	8	C2	11	ἔγνωσαν	γινώσκω	V-AAI-3P	11	17	11,12,13,14,15,16,17	==ἔγνωσαν== οὐκ ἂν τὸν κύριον τῆς δόξης	suggested-span	neutral finite-anchor region
1corintios	2	8	C3	18	ἐσταύρωσαν	σταυρόω	V-AAI-3P	18	18	18	==ἐσταύρωσαν==	suggested-span	neutral finite-anchor region
1corintios	2	9	C1	03	γέγραπται	γράφω	V-XPI-3S	01	06	01,02,03,04,05,06	ἀλλὰ καθὼς ==γέγραπται== ἃ ὀφθαλμὸς οὐκ	suggested-span	neutral finite-anchor region
1corintios	2	9	C2	07	εἶδεν	ὁράω	V-AAI-3S	07	10	07,08,09,10	==εἶδεν== καὶ οὖς οὐκ	suggested-span	neutral finite-anchor region
1corintios	2	9	C3	11	ἤκουσεν	ἀκούω	V-AAI-3S	11	16	11,12,13,14,15,16	==ἤκουσεν== καὶ ἐπὶ καρδίαν ἀνθρώπου οὐκ	suggested-span	neutral finite-anchor region
1corintios	2	9	C4	17	ἀνέβη	ἀναβαίνω	V-AAI-3S	17	18	17,18	==ἀνέβη== ὅσα	suggested-span	neutral finite-anchor region
1corintios	2	9	C5	19	ἡτοίμασεν	ἑτοιμάζω	V-AAI-3S	19	24	19,20,21,22,23,24	==ἡτοίμασεν== ὁ θεὸς τοῖς ἀγαπῶσιν αὐτόν	suggested-span	neutral finite-anchor region
1corintios	3	1	C1	04	ἠδυνήθην	δύναμαι	V-API-1S	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	κἀγώ ἀδελφοί οὐκ ==ἠδυνήθην== λαλῆσαι ὑμῖν ὡς πνευματικοῖς ἀλλʼ ὡς σαρκίνοις ὡς νηπίοις ἐν χριστῷ	suggested-span	neutral finite-anchor region
1corintios	3	10	C1	13	ἔθηκα	τίθημι	V-AAI-1S	01	15	01,02,03,04,05,06,07,08,09,10,11,12,13,14,15	κατὰ τὴν χάριν τοῦ θεοῦ τὴν δοθεῖσάν μοι ὡς σοφὸς ἀρχιτέκτων θεμέλιον ==ἔθηκα== ἄλλος δὲ	suggested-span	neutral finite-anchor region
1corintios	3	10	C2	16	ἐποικοδομεῖ	ἐποικοδομέω	V-PAI-3S	16	18	16,17,18	==ἐποικοδομεῖ== ἕκαστος δὲ	suggested-span	neutral finite-anchor region
1corintios	3	10	C3	19	βλεπέτω	βλέπω	V-PAD-3S	19	20	19,20	==βλεπέτω== πῶς	suggested-span	neutral finite-anchor region
1corintios	3	10	C4	21	ἐποικοδομεῖ	ἐποικοδομέω	V-PAI-3S	21	21	21	==ἐποικοδομεῖ==	suggested-span	neutral finite-anchor region
1corintios	3	11	C1	05	δύναται	δύναμαι	V-PMI-3S	01	10	01,02,03,04,05,06,07,08,09,10	θεμέλιον γὰρ ἄλλον οὐδεὶς ==δύναται== θεῖναι παρὰ τὸν κείμενον ὅς	suggested-span	neutral finite-anchor region
1corintios	3	11	C2	11	ἐστιν	εἰμί	V-PAI-3S	11	13	11,12,13	==ἐστιν== ἰησοῦς χριστός	suggested-span	neutral finite-anchor region
1corintios	3	12	C1	04	ἐποικοδομεῖ	ἐποικοδομέω	V-PAI-3S	01	14	01,02,03,04,05,06,07,08,09,10,11,12,13,14	εἰ δέ τις ==ἐποικοδομεῖ== ἐπὶ τὸν θεμέλιον χρυσόν ἄργυρον λίθους τιμίους ξύλα χόρτον καλάμην	suggested-span	neutral finite-anchor region
1corintios	3	13	C1	05	γενήσεται	γίνομαι	V-FMI-3S	01	08	01,02,03,04,05,06,07,08	ἑκάστου τὸ ἔργον φανερὸν ==γενήσεται== ἡ γὰρ ἡμέρα	suggested-span	neutral finite-anchor region
1corintios	3	13	C2	09	δηλώσει	δηλόω	V-FAI-3S	09	12	09,10,11,12	==δηλώσει== ὅτι ἐν πυρὶ	suggested-span	neutral finite-anchor region
1corintios	3	13	C3	13	ἀποκαλύπτεται	ἀποκαλύπτω	V-PPI-3S	13	18	13,14,15,16,17,18	==ἀποκαλύπτεται== καὶ ἑκάστου τὸ ἔργον ὁποῖόν	suggested-span	neutral finite-anchor region
1corintios	3	13	C4	19	ἐστιν	εἰμί	V-PAI-3S	19	22	19,20,21,22	==ἐστιν== τὸ πῦρ αὐτὸ	suggested-span	neutral finite-anchor region
1corintios	3	13	C5	23	δοκιμάσει	δοκιμάζω	V-FAI-3S	23	23	23	==δοκιμάσει==	suggested-span	neutral finite-anchor region
1corintios	3	14	C1	05	μενεῖ	μένω	V-FAI-3S	01	06	01,02,03,04,05,06	εἴ τινος τὸ ἔργον ==μενεῖ== ὃ	suggested-span	neutral finite-anchor region
1corintios	3	14	C2	07	ἐποικοδόμησεν	ἐποικοδομέω	V-AAI-3S	07	08	07,08	==ἐποικοδόμησεν== μισθὸν	suggested-span	neutral finite-anchor region
1corintios	3	14	C3	09	λήμψεται	λαμβάνω	V-FMI-3S	09	09	09	==λήμψεται==	suggested-span	neutral finite-anchor region
1corintios	3	15	C1	05	κατακαήσεται	κατακαίω	V-FPI-3S	01	05	01,02,03,04,05	εἴ τινος τὸ ἔργον ==κατακαήσεται==	suggested-span	neutral finite-anchor region
1corintios	3	15	C2	06	ζημιωθήσεται	ζημιόω	V-FPI-3S	06	08	06,07,08	==ζημιωθήσεται== αὐτὸς δὲ	suggested-span	neutral finite-anchor region
1corintios	3	15	C3	09	σωθήσεται	σῴζω	V-FPI-3S	09	14	09,10,11,12,13,14	==σωθήσεται== οὕτως δὲ ὡς διὰ πυρός	suggested-span	neutral finite-anchor region
1corintios	3	16	C1	02	οἴδατε	οἶδα	V-XAI-2P	01	05	01,02,03,04,05	οὐκ ==οἴδατε== ὅτι ναὸς θεοῦ	suggested-span	neutral finite-anchor region
1corintios	3	16	C2	06	ἐστε	εἰμί	V-PAI-2P	06	11	06,07,08,09,10,11	==ἐστε== καὶ τὸ πνεῦμα τοῦ θεοῦ	suggested-span	neutral finite-anchor region
1corintios	3	16	C3	12	οἰκεῖ	οἰκέω	V-PAI-3S	12	14	12,13,14	==οἰκεῖ== ἐν ὑμῖν	suggested-span	neutral finite-anchor region
1corintios	3	17	C1	07	φθείρει	φθείρω	V-PAI-3S	01	07	01,02,03,04,05,06,07	εἴ τις τὸν ναὸν τοῦ θεοῦ ==φθείρει==	suggested-span	neutral finite-anchor region
1corintios	3	17	C2	08	φθερεῖ	φθείρω	V-FAI-3S	08	17	08,09,10,11,12,13,14,15,16,17	==φθερεῖ== τοῦτον ὁ θεός ὁ γὰρ ναὸς τοῦ θεοῦ ἅγιός	suggested-span	neutral finite-anchor region
1corintios	3	17	C3	18	ἐστιν	εἰμί	V-PAI-3S	18	19	18,19	==ἐστιν== οἵτινές	suggested-span	neutral finite-anchor region
1corintios	3	17	C4	20	ἐστε	εἰμί	V-PAI-2P	20	21	20,21	==ἐστε== ὑμεῖς	suggested-span	neutral finite-anchor region
1corintios	3	18	C1	03	ἐξαπατάτω	ἐξαπατάω	V-PAD-3S	01	05	01,02,03,04,05	μηδεὶς ἑαυτὸν ==ἐξαπατάτω== εἴ τις	suggested-span	neutral finite-anchor region
1corintios	3	18	C2	06	δοκεῖ	δοκέω	V-PAI-3S	06	15	06,07,08,09,10,11,12,13,14,15	==δοκεῖ== σοφὸς εἶναι ἐν ὑμῖν ἐν τῷ αἰῶνι τούτῳ μωρὸς	suggested-span	neutral finite-anchor region
1corintios	3	18	C3	16	γενέσθω	γίνομαι	V-AMD-3S	16	16	16	==γενέσθω==	suggested-span	neutral finite-anchor region
1corintios	3	18	C4	18	γένηται	γίνομαι	V-AMS-3S	17	19	17,18,19	ἵνα ==γένηται== σοφός	suggested-span	migrated subordinate connector ἵνα
1corintios	3	19	C1	11	ἐστιν	εἰμί	V-PAI-3S	01	11	01,02,03,04,05,06,07,08,09,10,11	ἡ γὰρ σοφία τοῦ κόσμου τούτου μωρία παρὰ τῷ θεῷ ==ἐστιν==	suggested-span	neutral finite-anchor region
1corintios	3	19	C2	12	γέγραπται	γράφω	V-XPI-3S	12	21	12,13,14,15,16,17,18,19,20,21	==γέγραπται== γάρ ὁ δρασσόμενος τοὺς σοφοὺς ἐν τῇ πανουργίᾳ αὐτῶν	suggested-span	neutral finite-anchor region
1corintios	3	2	C1	03	ἐπότισα	ποτίζω	V-AAI-1S	01	07	01,02,03,04,05,06,07	γάλα ὑμᾶς ==ἐπότισα== οὐ βρῶμα οὔπω γὰρ	suggested-span	neutral finite-anchor region
1corintios	3	2	C2	08	ἐδύνασθε	δύναμαι	V-IMI-2P	08	12	08,09,10,11,12	==ἐδύνασθε== ἀλλʼ οὐδὲ ἔτι νῦν	suggested-span	neutral finite-anchor region
1corintios	3	2	C3	13	δύνασθε	δύναμαι	V-PMI-2P	13	13	13	==δύνασθε==	suggested-span	neutral finite-anchor region
1corintios	3	20	C1	04	γινώσκει	γινώσκω	V-PAI-3S	01	08	01,02,03,04,05,06,07,08	καὶ πάλιν κύριος ==γινώσκει== τοὺς διαλογισμοὺς τῶν σοφῶν	suggested-span	neutral finite-anchor region
1corintios	3	20	C2	10	εἰσὶν	εἰμί	V-PAI-3P	09	11	09,10,11	ὅτι ==εἰσὶν== μάταιοι	suggested-span	migrated subordinate connector ὅτι
1corintios	3	21	C1	03	καυχάσθω	καυχάομαι	V-PMD-3S	01	08	01,02,03,04,05,06,07,08	ὥστε μηδεὶς ==καυχάσθω== ἐν ἀνθρώποις πάντα γὰρ ὑμῶν	suggested-span	neutral finite-anchor region
1corintios	3	21	C2	09	ἐστιν	εἰμί	V-PAI-3S	09	09	09	==ἐστιν==	suggested-span	neutral finite-anchor region
