BOOK	CH	VS	G_IDX	TYPE	ID	GREEK	LEMMA	RMAC	FINITE	CONNECTOR_KIND	DEFAULT_RELATION	CERTAINTY
1corintios	5	2	10	verb	v4	ἀρθῇ	αἴρω	V-APS-3S	F			certain
1corintios	5	2	18	verb	v5	ποιήσας	ποιέω	V-AAP	NF			certain
1corintios	5	3	03	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	5	3	04	verb	v1	ἀπὼν	ἄπειμι	V-PAP	NF			certain
1corintios	5	3	07	verb	v2	παρὼν	πάρειμι	V-PAP	NF			certain
1corintios	5	3	08	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	5	3	12	verb	v3	κέκρικα	κρίνω	V-XAI-1S	F			certain
1corintios	5	3	13	connector	cn3	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	5	3	14	verb	v4	παρὼν	πάρειμι	V-PAP	NF			certain
1corintios	5	3	18	verb	v5	κατεργασάμενον	κατεργάζομαι	V-AMP	NF			certain
1corintios	5	4	08	verb	v1	συναχθέντων	συνάγω	V-APP	NF			certain
1corintios	5	4	10	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	5	5	01	verb	v1	παραδοῦναι	παραδίδωμι	V-AAN	NF			certain
1corintios	5	5	10	connector	cn1	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	5	5	13	verb	v2	σωθῇ	σῴζω	V-APS-3S	F			certain
1corintios	5	6	01	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	5	6	06	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	5	6	07	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	5	6	08	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	5	6	14	verb	v2	ζυμοῖ	ζυμόω	V-PAI-3S	F			certain
1corintios	5	7	01	verb	v1	ἐκκαθάρατε	ἐκκαθαίρω	V-AAD-2P	F			certain
1corintios	5	7	05	connector	cn1	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	5	7	06	verb	v2	ἦτε	εἰμί	V-PAS-2P	F			certain
1corintios	5	7	09	connector	cn2	καθώς	καθώς	CONJ		subordinating	comparison/manner	certain
1corintios	5	7	10	verb	v3	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	5	7	12	connector	cn3	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	5	7	13	connector	cn4	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	5	7	17	verb	v4	ἐτύθη	θύω	V-API-3S	F			certain
1corintios	5	8	01	connector	cn1	ὥστε	ὥστε	CONJ		subordinating	result/inference	certain
1corintios	5	8	02	verb	v1	ἑορτάζωμεν	ἑορτάζω	V-PAS-1P	F			certain
1corintios	5	8	03	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	5	8	07	connector	cn3	μηδὲ	μηδέ	CONJ		coordinating	negative coordination	certain
1corintios	5	8	11	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	5	8	13	connector	cn5	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	5	8	17	connector	cn6	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	5	9	01	verb	v1	ἔγραψα	γράφω	V-AAI-1S	F			certain
1corintios	5	9	06	connector	cn1	μὴ	μή	D---------		negation	negation	certain
1corintios	5	9	07	verb	v2	συναναμίγνυσθαι	συναναμίγνυμι	V-PMN	NF			certain
1corintios	5	10	01	connector	cn1	οὐ	οὐ	D---------		negation	negation	certain
1corintios	5	10	08	connector	cn2	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	10	11	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	5	10	13	connector	cn4	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	10	15	connector	cn5	ἐπεὶ	ἐπεί	CONJ		subordinating	cause/temporal	certain
1corintios	5	10	16	verb	v1	ὠφείλετε	ὀφείλω	V-IAI-2P	F			certain
1corintios	5	10	17	connector	cn6	ἄρα	ἄρα	CONJ		coordinating	inference	certain
1corintios	5	10	21	verb	v2	ἐξελθεῖν	ἐξέρχομαι	V-AAN	NF			certain
1corintios	5	11	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	5	11	03	verb	v1	ἔγραψα	γράφω	V-AAI-1S	F			certain
1corintios	5	11	05	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	5	11	06	verb	v2	συναναμίγνυσθαι	συναναμίγνυμι	V-PMN	NF			certain
1corintios	5	11	07	connector	cn3	ἐάν	ἐάν	CONJ		subordinating	condition	certain
1corintios	5	11	10	verb	v3	ὀνομαζόμενος	ὀνομάζω	V-PPP	NF			certain
1corintios	5	11	11	verb	v4	ᾖ	εἰμί	V-PAS-3S	F			certain
1corintios	5	11	13	connector	cn4	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	11	15	connector	cn5	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	11	17	connector	cn6	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	11	19	connector	cn7	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	11	21	connector	cn8	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	5	11	25	connector	cn9	μηδὲ	μηδέ	CONJ		coordinating	negative coordination	certain
1corintios	5	11	26	verb	v5	συνεσθίειν	συνεσθίω	V-PAN	NF			certain
1corintios	5	12	02	connector	cn1	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	5	12	06	verb	v1	κρίνειν	κρίνω	V-PAN	NF			certain
1corintios	5	12	11	verb	v2	κρίνετε	κρίνω	V-PAI-2P	F			certain
1corintios	5	13	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	5	13	06	verb	v1	κρίνει;	κρίνω	V-PAI-3S	F			certain
1corintios	5	13	07	verb	v2	ἐξάρατε	ἐξαίρω	V-AAD-2P	F			certain
1corintios	6	1	01	verb	v1	τολμᾷ	τολμάω	V-PAI-3S	F			certain
1corintios	6	1	05	verb	v2	ἔχων	ἔχω	V-PAP	NF			certain
1corintios	6	1	09	verb	v3	κρίνεσθαι	κρίνω	V-PPN	NF			certain
1corintios	6	1	13	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	2	01	connector	cn1	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	6	2	02	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	2	03	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	6	2	04	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	2	09	verb	v2	κρινοῦσιν	κρίνω	V-FAI-3P	F			certain
1corintios	6	2	10	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	2	11	connector	cn5	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	6	2	14	verb	v3	κρίνεται	κρίνω	V-PPI-3S	F			certain
1corintios	6	2	18	verb	v4	ἐστε	εἰμί	V-PAI-2P	F			certain
1corintios	6	3	01	connector	cn1	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	3	02	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	6	3	03	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	3	05	verb	v2	κρινοῦμεν	κρίνω	V-FAI-1P	F			certain
1corintios	6	4	03	connector	cn1	οὖν	οὖν	CONJ		coordinating	inference	certain
1corintios	6	4	05	connector	cn2	ἐὰν	ἐάν	CONJ		subordinating	condition	certain
1corintios	6	4	06	verb	v1	ἔχητε	ἔχω	V-PAS-2P	F			certain
1corintios	6	4	08	verb	v2	ἐξουθενημένους	ἐξουθενέω	V-XPP	NF			certain
1corintios	6	4	13	verb	v3	καθίζετε	καθίζω	V-PAI-2P	F			certain
1corintios	6	5	04	verb	v1	λέγω	λέγω	V-PAI-1S	F			certain
1corintios	6	5	06	connector	cn1	οὐκ	οὐ	X---------		negation	negation	certain
1corintios	6	5	07	verb	v2	ἔνι	ἔνι	V-PAI-3S	F			certain
1corintios	6	5	13	verb	v3	δυνήσεται	δύναμαι	V-FMI-3S	F			certain
1corintios	6	5	14	verb	v4	διακρῖναι	διακρίνω	V-AAN	NF			certain
1corintios	6	6	01	connector	cn1	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	6	05	verb	v1	κρίνεται	κρίνω	V-PPI-3S	F			certain
1corintios	6	6	06	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	7	03	connector	cn1	οὖν	οὖν	CONJ		coordinating	inference	certain
1corintios	6	7	07	verb	v1	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	6	7	08	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	7	10	verb	v2	ἔχετε	ἔχω	V-PAI-2P	F			certain
1corintios	6	7	17	verb	v3	ἀδικεῖσθε	ἀδικέω	V-PPI-2P	F			certain
1corintios	6	7	22	verb	v4	ἀποστερεῖσθε	ἀποστερέω	V-PPI-2P	F			certain
1corintios	6	8	01	connector	cn1	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	8	03	verb	v1	ἀδικεῖτε	ἀδικέω	V-PAI-2P	F			certain
1corintios	6	8	04	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	8	05	verb	v2	ἀποστερεῖτε	ἀποστερέω	V-PAI-2P	F			certain
1corintios	6	8	06	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	9	01	connector	cn1	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	6	9	02	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	9	03	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	6	9	04	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	9	08	connector	cn4	οὐ	οὐ	D---------		negation	negation	certain
1corintios	6	9	09	verb	v2	κληρονομήσουσιν	κληρονομέω	V-FAI-3P	F			certain
1corintios	6	9	10	connector	cn5	μὴ	μή	D---------		negation	negation	certain
1corintios	6	9	11	verb	v3	πλανᾶσθε	πλανάω	V-PPD-2P	F			certain
1corintios	6	9	12	connector	cn6	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	9	14	connector	cn7	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	9	16	connector	cn8	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	9	18	connector	cn9	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	9	20	connector	cn10	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	10	01	connector	cn1	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	10	03	connector	cn2	οὔτε	οὔτε	CONJ		coordinating	negative coordination	certain
1corintios	6	10	05	connector	cn3	οὐ	οὐ	D---------		negation	negation	certain
1corintios	6	10	07	connector	cn4	οὐ	οὐ	D---------		negation	negation	certain
1corintios	6	10	09	connector	cn5	οὐχ	οὐ	D---------		negation	negation	certain
1corintios	6	10	13	verb	v1	κληρονομήσουσιν	κληρονομέω	V-FAI-3P	F			certain
1corintios	6	11	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	11	04	verb	v1	ἦτε	εἰμί	V-IAI-2P	F			certain
1corintios	6	11	05	connector	cn2	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	11	06	verb	v2	ἀπελούσασθε	ἀπολούομαι	V-AMI-2P	F			certain
1corintios	6	11	07	connector	cn3	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	11	08	verb	v3	ἡγιάσθητε	ἁγιάζω	V-API-2P	F			certain
1corintios	6	11	09	connector	cn4	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	11	10	verb	v4	ἐδικαιώθητε	δικαιόω	V-API-2P	F			certain
1corintios	6	11	17	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	12	03	verb	v1	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S	F			certain
1corintios	6	12	04	connector	cn1	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	12	05	connector	cn2	οὐ	οὐ	D---------		negation	negation	certain
1corintios	6	12	07	verb	v2	συμφέρει	συμφέρω	V-PAI-3S	F			certain
1corintios	6	12	10	verb	v3	ἔξεστιν	ἔξεστι(ν)	V-PAI-3S	F			certain
1corintios	6	12	11	connector	cn3	ἀλλʼ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	12	12	connector	cn4	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	12	14	verb	v4	ἐξουσιασθήσομαι	ἐξουσιάζω	V-FPI-1S	F			certain
1corintios	6	13	05	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	13	11	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	6	13	13	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	13	15	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	13	17	verb	v1	καταργήσει	καταργέω	V-FAI-3S	F			certain
1corintios	6	13	19	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	6	13	21	connector	cn6	οὐ	οὐ	D---------		negation	negation	certain
1corintios	6	13	24	connector	cn7	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	6	13	27	connector	cn8	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	14	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	6	14	04	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	14	07	verb	v1	ἤγειρεν	ἐγείρω	V-AAI-3S	F			certain
1corintios	6	14	08	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	14	10	verb	v2	ἐξεγερεῖ	ἐξεγείρω	V-FAI-3S	F			certain
1corintios	6	15	01	connector	cn1	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	15	02	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	6	15	03	connector	cn2	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	15	09	verb	v2	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	6	15	10	verb	v3	ἄρας	αἴρω	V-AAP	NF			certain
1corintios	6	15	11	connector	cn3	οὖν	οὖν	CONJ		coordinating	inference	certain
1corintios	6	15	16	verb	v4	ποιήσω	ποιέω	V-AAS-1S	F			certain
1corintios	6	15	19	connector	cn4	μὴ	μή	D---------		negation	negation	certain
1corintios	6	15	20	verb	v5	γένοιτο	γίνομαι	V-AMO-3S	NF			certain
1corintios	6	16	01	connector	cn1	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	6	16	02	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	16	03	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	6	16	04	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	16	06	verb	v2	κολλώμενος	κολλάομαι	V-PPP	NF			certain
1corintios	6	16	11	verb	v3	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	6	16	12	verb	v4	ἔσονται	εἰμί	V-FMI-3P	F			certain
1corintios	6	16	13	connector	cn4	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	6	16	14	verb	v5	φησίν	φημί	V-PAI-3S	F			certain
1corintios	6	17	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	6	17	03	verb	v1	κολλώμενος	κολλάομαι	V-PPP	NF			certain
1corintios	6	17	08	verb	v2	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	6	18	01	verb	v1	φεύγετε	φεύγω	V-PAD-2P	F			certain
1corintios	6	18	07	connector	cn1	ἐὰν	ἐάν	X---------		subordinating	condition	certain
1corintios	6	18	08	verb	v2	ποιήσῃ	ποιέω	V-AAS-3S	F			certain
1corintios	6	18	13	verb	v3	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	6	18	15	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	6	18	16	verb	v4	πορνεύων	πορνεύω	V-PAP	NF			certain
1corintios	6	18	21	verb	v5	ἁμαρτάνει	ἁμαρτάνω	V-PAI-3S	F			certain
1corintios	6	19	01	connector	cn1	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	6	19	02	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	19	03	verb	v1	οἴδατε	οἶδα	V-XAI-2P	F			certain
1corintios	6	19	04	connector	cn3	ὅτι	ὅτι	CONJ		subordinating	content/cause	certain
1corintios	6	19	14	verb	v2	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	6	19	16	verb	v3	ἔχετε	ἔχω	V-PAI-2P	F			certain
1corintios	6	19	19	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	6	19	20	connector	cn5	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	6	19	21	verb	v4	ἐστὲ	εἰμί	V-PAI-2P	F			certain
1corintios	6	20	01	verb	v1	ἠγοράσθητε	ἀγοράζω	V-API-2P	F			certain
1corintios	6	20	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	6	20	04	verb	v2	δοξάσατε	δοξάζω	V-AAD-2P	F			certain
1corintios	7	1	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	1	04	verb	v1	ἐγράψατε	γράφω	V-AAI-2P	F			certain
1corintios	7	1	08	connector	cn2	μὴ	μή	D---------		negation	negation	certain
1corintios	7	1	09	verb	v2	ἅπτεσθαι	ἅπτω	V-PMN	NF			certain
1corintios	7	2	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	2	09	verb	v1	ἐχέτω	ἔχω	V-PAD-3S	F			certain
1corintios	7	2	10	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	2	15	verb	v2	ἐχέτω	ἔχω	V-PAD-3S	F			certain
1corintios	7	3	07	verb	v1	ἀποδιδότω	ἀποδίδωμι	V-PAD-3S	F			certain
1corintios	7	3	09	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	3	10	connector	cn2	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	7	4	06	connector	cn1	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	7	4	07	verb	v1	ἐξουσιάζει	ἐξουσιάζω	V-PAI-3S	F			certain
1corintios	7	4	08	connector	cn2	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	7	4	12	connector	cn3	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	4	13	connector	cn4	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	7	4	19	connector	cn5	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	7	4	20	verb	v2	ἐξουσιάζει	ἐξουσιάζω	V-PAI-3S	F			certain
1corintios	7	4	21	connector	cn6	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	7	5	01	connector	cn1	μὴ	μή	D---------		negation	negation	certain
1corintios	7	5	02	verb	v1	ἀποστερεῖτε	ἀποστερέω	V-PAD-2P	F			certain
1corintios	7	5	04	connector	cn2	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	7	5	11	connector	cn3	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	7	5	12	verb	v2	σχολάσητε	σχολάζω	V-AAS-2P	F			certain
1corintios	7	5	15	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	5	20	verb	v3	ἦτε	εἰμί	V-PAS-2P	F			certain
1corintios	7	5	21	connector	cn5	ἵνα	ἵνα	CONJ		subordinating	purpose/result	certain
1corintios	7	5	22	connector	cn6	μὴ	μή	D---------		negation	negation	certain
1corintios	7	5	23	verb	v4	πειράζῃ	πειράζω	V-PAS-3S	F			certain
1corintios	7	6	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	6	03	verb	v1	λέγω	λέγω	V-PAI-1S	F			certain
1corintios	7	6	06	connector	cn2	οὐ	οὐ	D---------		negation	negation	certain
1corintios	7	7	01	verb	v1	θέλω	θέλω	V-PAI-1S	F			certain
1corintios	7	7	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	7	05	verb	v2	εἶναι	εἰμί	V-PAN	NF			certain
1corintios	7	7	06	connector	cn2	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	7	7	07	connector	cn3	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	7	7	09	connector	cn4	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	7	7	12	verb	v3	ἔχει	ἔχω	V-PAI-3S	F			certain
1corintios	7	7	20	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	8	01	verb	v1	λέγω	λέγω	V-PAI-1S	F			certain
1corintios	7	8	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	8	05	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	8	10	connector	cn3	ἐὰν	ἐάν	CONJ		subordinating	condition	certain
1corintios	7	8	11	verb	v2	μείνωσιν	μένω	V-AAS-3P	F			certain
1corintios	7	8	12	connector	cn4	ὡς	ὡς	CONJ		subordinating	comparison/manner	certain
1corintios	7	9	01	connector	cn1	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	7	9	02	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	9	03	connector	cn3	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	7	9	04	verb	v1	ἐγκρατεύονται	ἐγκρατεύομαι	V-PMI-3P	F			certain
1corintios	7	9	05	verb	v2	γαμησάτωσαν	γαμέω	V-AAD-3P	F			certain
1corintios	7	9	07	connector	cn4	γάρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	7	9	08	verb	v3	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	7	9	09	verb	v4	γαμῆσαι	γαμέω	V-AAN	NF			certain
1corintios	7	9	10	connector	cn5	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	7	9	11	verb	v5	πυροῦσθαι	πυρόομαι	V-PPN	NF			certain
1corintios	7	10	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	10	03	verb	v1	γεγαμηκόσιν	γαμέω	V-XAP	NF			certain
1corintios	7	10	04	verb	v2	παραγγέλλω	παραγγέλλω	V-PAI-1S	F			certain
1corintios	7	10	05	connector	cn2	οὐκ	οὐ	D---------		negation	negation	certain
1corintios	7	10	07	connector	cn3	ἀλλὰ	ἀλλά	CONJ		coordinating	contrast	certain
1corintios	7	10	13	connector	cn4	μὴ	μή	D---------		negation	negation	certain
1corintios	7	10	14	verb	v3	χωρισθῆναι—	χωρίζω	V-APN	NF			certain
1corintios	7	11	01	connector	cn1	ἐὰν	ἐάν	CONJ		subordinating	condition	certain
1corintios	7	11	02	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	11	03	connector	cn3	καὶ	καί	D---------		coordinating	coordination	certain
1corintios	7	11	04	verb	v1	χωρισθῇ	χωρίζω	V-APS-3S	F			certain
1corintios	7	11	05	verb	v2	μενέτω	μένω	V-PAD-3S	F			certain
1corintios	7	11	07	connector	cn4	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	7	11	10	verb	v3	καταλλαγήτω—	καταλλάσσω	V-APD-3S	F			certain
1corintios	7	11	11	connector	cn5	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	11	14	connector	cn6	μὴ	μή	D---------		negation	negation	certain
1corintios	7	11	15	verb	v4	ἀφιέναι	ἀφίημι	V-PAN	NF			certain
1corintios	7	12	02	connector	cn1	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	12	04	verb	v1	λέγω	λέγω	V-PAI-1S	F			certain
1corintios	7	12	06	connector	cn2	οὐχ	οὐ	D---------		negation	negation	certain
1corintios	7	12	09	connector	cn3	εἴ	εἰ	CONJ		subordinating	condition	certain
1corintios	7	12	13	verb	v2	ἔχει	ἔχω	V-PAI-3S	F			certain
1corintios	7	12	15	connector	cn4	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	12	17	verb	v3	συνευδοκεῖ	συνευδοκέω	V-PAI-3S	F			certain
1corintios	7	12	18	verb	v4	οἰκεῖν	οἰκέω	V-PAN	NF			certain
1corintios	7	12	21	connector	cn5	μὴ	μή	D---------		negation	negation	certain
1corintios	7	12	22	verb	v5	ἀφιέτω	ἀφίημι	V-PAD-3S	F			certain
1corintios	7	13	01	connector	cn1	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	13	03	connector	cn2	εἴ	εἰ	CONJ		subordinating	condition	certain
1corintios	7	13	05	verb	v1	ἔχει	ἔχω	V-PAI-3S	F			certain
1corintios	7	13	08	connector	cn3	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	13	10	verb	v2	συνευδοκεῖ	συνευδοκέω	V-PAI-3S	F			certain
1corintios	7	13	11	verb	v3	οἰκεῖν	οἰκέω	V-PAN	NF			certain
1corintios	7	13	14	connector	cn4	μὴ	μή	D---------		negation	negation	certain
1corintios	7	13	15	verb	v4	ἀφιέτω	ἀφίημι	V-PAD-3S	F			certain
1corintios	7	14	01	verb	v1	ἡγίασται	ἁγιάζω	V-XPI-3S	F			certain
1corintios	7	14	02	connector	cn1	γὰρ	γάρ	CONJ		coordinating	cause/ground	certain
1corintios	7	14	10	connector	cn2	καὶ	καί	CONJ		coordinating	coordination	certain
1corintios	7	14	11	verb	v2	ἡγίασται	ἁγιάζω	V-XPI-3S	F			certain
1corintios	7	14	19	connector	cn3	ἐπεὶ	ἐπεί	CONJ		subordinating	cause/temporal	certain
1corintios	7	14	20	connector	cn4	ἄρα	ἄρα	CONJ		coordinating	inference	certain
1corintios	7	14	25	verb	v3	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	7	14	27	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	14	29	verb	v4	ἐστιν	εἰμί	V-PAI-3S	F			certain
1corintios	7	15	01	connector	cn1	εἰ	εἰ	CONJ		subordinating	condition	certain
1corintios	7	15	02	connector	cn2	δὲ	δέ	CONJ		coordinating	coordination	certain
1corintios	7	15	05	verb	v1	χωρίζεται	χωρίζω	V-PPI-3S	F			certain
1corintios	7	15	06	verb	v2	χωριζέσθω	χωρίζω	V-PPD-3S	F			certain
1corintios	7	15	07	connector	cn3	οὐ	οὐ	D---------		negation	negation	certain
1corintios	7	15	08	verb	v3	δεδούλωται	δουλόω	V-XPI-3S	F			certain
1corintios	7	15	11	connector	cn4	ἢ	ἤ	CONJ		coordinating	alternative/comparison	certain
1corintios	7	15	18	connector	cn5	δὲ	δέ	CONJ		coordinating	coordination	certain
