movement_regime_id	group_index	book	start_stream_index	end_stream_index	start_reference	end_reference	record_count	dominant_movement_status	movement_status_counts	movement_reason_counts	first_predication_id	last_predication_id
MR0819	819	1corintios	856	856	15:4	15:4	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-4-P01	1corintios-15-4-P01
MR0820	820	1corintios	857	857	15:4	15:4	1	none	"{""none"": 1}"	{}	1corintios-15-4-P02	1corintios-15-4-P02
MR0821	821	1corintios	858	858	15:5	15:5	1	none	"{""none"": 1}"	{}	1corintios-15-5-P01	1corintios-15-5-P01
MR0822	822	1corintios	859	859	15:6	15:6	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-6-P01	1corintios-15-6-P01
MR0823	823	1corintios	860	860	15:6	15:6	1	none	"{""none"": 1}"	{}	1corintios-15-6-P02	1corintios-15-6-P02
MR0824	824	1corintios	861	861	15:6	15:6	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-6-P03	1corintios-15-6-P03
MR0825	825	1corintios	862	862	15:7	15:7	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-7-P01	1corintios-15-7-P01
MR0826	826	1corintios	863	863	15:8	15:8	1	none	"{""none"": 1}"	{}	1corintios-15-8-P01	1corintios-15-8-P01
MR0827	827	1corintios	864	864	15:9	15:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-9-P01	1corintios-15-9-P01
MR0828	828	1corintios	865	868	15:9	15:10	4	none	"{""none"": 4}"	{}	1corintios-15-9-P02	1corintios-15-10-P02
MR0829	829	1corintios	869	869	15:10	15:10	1	none	"{""none"": 1}"	{}	1corintios-15-10-P03	1corintios-15-10-P03
MR0830	830	1corintios	870	870	15:10	15:10	1	none	"{""none"": 1}"	{}	1corintios-15-10-P04	1corintios-15-10-P04
MR0831	831	1corintios	871	871	15:11	15:11	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-11-P01	1corintios-15-11-P01
MR0832	832	1corintios	872	872	15:11	15:11	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-11-P02	1corintios-15-11-P02
MR0833	833	1corintios	873	873	15:12	15:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-12-P01	1corintios-15-12-P01
MR0834	834	1corintios	874	874	15:12	15:12	1	none	"{""none"": 1}"	{}	1corintios-15-12-P02	1corintios-15-12-P02
MR0835	835	1corintios	875	875	15:12	15:12	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-12-P03	1corintios-15-12-P03
MR0836	836	1corintios	876	876	15:12	15:12	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-12-P04	1corintios-15-12-P04
MR0837	837	1corintios	877	877	15:13	15:13	1	none	"{""none"": 1}"	{}	1corintios-15-13-P01	1corintios-15-13-P01
MR0838	838	1corintios	878	878	15:13	15:13	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-13-P02	1corintios-15-13-P02
MR0839	839	1corintios	879	879	15:14	15:14	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-14-P01	1corintios-15-14-P01
MR0840	840	1corintios	880	880	15:15	15:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-15-P01	1corintios-15-15-P01
MR0841	841	1corintios	881	881	15:15	15:15	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-15-P02	1corintios-15-15-P02
MR0842	842	1corintios	882	882	15:15	15:15	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-15-P03	1corintios-15-15-P03
MR0843	843	1corintios	883	883	15:15	15:15	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-15-P04	1corintios-15-15-P04
MR0844	844	1corintios	884	884	15:15	15:15	1	none	"{""none"": 1}"	{}	1corintios-15-15-P05	1corintios-15-15-P05
MR0845	845	1corintios	885	885	15:16	15:16	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-16-P01	1corintios-15-16-P01
MR0846	846	1corintios	886	886	15:16	15:16	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-16-P02	1corintios-15-16-P02
MR0847	847	1corintios	887	887	15:17	15:17	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-17-P01	1corintios-15-17-P01
MR0848	848	1corintios	888	888	15:17	15:17	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-17-P02	1corintios-15-17-P02
MR0849	849	1corintios	889	889	15:18	15:18	1	none	"{""none"": 1}"	{}	1corintios-15-18-P01	1corintios-15-18-P01
MR0850	850	1corintios	890	890	15:19	15:19	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-19-P01	1corintios-15-19-P01
MR0851	851	1corintios	891	891	15:19	15:19	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-19-P02	1corintios-15-19-P02
MR0852	852	1corintios	892	892	15:20	15:20	1	none	"{""none"": 1}"	{}	1corintios-15-20-P01	1corintios-15-20-P01
MR0853	853	1corintios	893	893	15:22	15:22	1	none	"{""none"": 1}"	{}	1corintios-15-22-P01	1corintios-15-22-P01
MR0854	854	1corintios	894	894	15:22	15:22	1	none	"{""none"": 1}"	{}	1corintios-15-22-P02	1corintios-15-22-P02
MR0855	855	1corintios	895	895	15:24	15:24	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-24-P01	1corintios-15-24-P01
MR0856	856	1corintios	896	896	15:24	15:24	1	none	"{""none"": 1}"	{}	1corintios-15-24-P02	1corintios-15-24-P02
MR0857	857	1corintios	897	897	15:25	15:25	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-25-P01	1corintios-15-25-P01
MR0858	858	1corintios	898	898	15:25	15:25	1	none	"{""none"": 1}"	{}	1corintios-15-25-P02	1corintios-15-25-P02
MR0859	859	1corintios	899	899	15:26	15:26	1	none	"{""none"": 1}"	{}	1corintios-15-26-P01	1corintios-15-26-P01
MR0860	860	1corintios	900	900	15:27	15:27	1	none	"{""none"": 1}"	{}	1corintios-15-27-P01	1corintios-15-27-P01
MR0861	861	1corintios	901	901	15:27	15:27	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-27-P02	1corintios-15-27-P02
MR0862	862	1corintios	902	902	15:27	15:27	1	none	"{""none"": 1}"	{}	1corintios-15-27-P03	1corintios-15-27-P03
MR0863	863	1corintios	903	903	15:28	15:28	1	none	"{""none"": 1}"	{}	1corintios-15-28-P01	1corintios-15-28-P01
MR0864	864	1corintios	904	904	15:28	15:28	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-28-P02	1corintios-15-28-P02
MR0865	865	1corintios	905	905	15:28	15:28	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-28-P03	1corintios-15-28-P03
MR0866	866	1corintios	906	906	15:29	15:29	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-29-P01	1corintios-15-29-P01
MR0867	867	1corintios	907	907	15:29	15:29	1	none	"{""none"": 1}"	{}	1corintios-15-29-P02	1corintios-15-29-P02
MR0868	868	1corintios	908	908	15:29	15:29	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-29-P03	1corintios-15-29-P03
MR0869	869	1corintios	909	909	15:30	15:30	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-30-P01	1corintios-15-30-P01
MR0870	870	1corintios	910	910	15:31	15:31	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-31-P01	1corintios-15-31-P01
MR0871	871	1corintios	911	911	15:31	15:31	1	none	"{""none"": 1}"	{}	1corintios-15-31-P02	1corintios-15-31-P02
MR0872	872	1corintios	912	912	15:32	15:32	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-32-P01	1corintios-15-32-P01
MR0873	873	1corintios	913	913	15:32	15:32	1	none	"{""none"": 1}"	{}	1corintios-15-32-P02	1corintios-15-32-P02
MR0874	874	1corintios	914	914	15:32	15:32	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-32-P03	1corintios-15-32-P03
MR0875	875	1corintios	915	915	15:32	15:32	1	none	"{""none"": 1}"	{}	1corintios-15-32-P04	1corintios-15-32-P04
MR0876	876	1corintios	916	916	15:32	15:32	1	none	"{""none"": 1}"	{}	1corintios-15-32-P05	1corintios-15-32-P05
MR0877	877	1corintios	917	917	15:33	15:33	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-33-P01	1corintios-15-33-P01
MR0878	878	1corintios	918	918	15:33	15:33	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-33-P02	1corintios-15-33-P02
MR0879	879	1corintios	919	919	15:34	15:34	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-34-P01	1corintios-15-34-P01
MR0880	880	1corintios	920	920	15:34	15:34	1	none	"{""none"": 1}"	{}	1corintios-15-34-P02	1corintios-15-34-P02
MR0881	881	1corintios	921	921	15:34	15:34	1	none	"{""none"": 1}"	{}	1corintios-15-34-P03	1corintios-15-34-P03
MR0882	882	1corintios	922	922	15:34	15:34	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-34-P04	1corintios-15-34-P04
MR0883	883	1corintios	923	923	15:35	15:35	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-35-P01	1corintios-15-35-P01
MR0884	884	1corintios	924	924	15:35	15:35	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-35-P02	1corintios-15-35-P02
MR0885	885	1corintios	925	925	15:35	15:35	1	none	"{""none"": 1}"	{}	1corintios-15-35-P03	1corintios-15-35-P03
MR0886	886	1corintios	926	926	15:36	15:36	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-36-P01	1corintios-15-36-P01
MR0887	887	1corintios	927	927	15:36	15:36	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-15-36-P02	1corintios-15-36-P02
MR0888	888	1corintios	928	928	15:36	15:36	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-36-P03	1corintios-15-36-P03
MR0889	889	1corintios	929	929	15:37	15:37	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-37-P01	1corintios-15-37-P01
MR0890	890	1corintios	930	930	15:37	15:37	1	none	"{""none"": 1}"	{}	1corintios-15-37-P02	1corintios-15-37-P02
MR0891	891	1corintios	931	931	15:37	15:37	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-37-P03	1corintios-15-37-P03
MR0892	892	1corintios	932	932	15:38	15:38	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-38-P01	1corintios-15-38-P01
MR0893	893	1corintios	933	933	15:38	15:38	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-38-P02	1corintios-15-38-P02
MR0894	894	1corintios	934	934	15:41	15:41	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-41-P01	1corintios-15-41-P01
MR0895	895	1corintios	935	935	15:42	15:42	1	none	"{""none"": 1}"	{}	1corintios-15-42-P01	1corintios-15-42-P01
MR0896	896	1corintios	936	940	15:42	15:43	5	none	"{""none"": 5}"	{}	1corintios-15-42-P02	1corintios-15-43-P04
MR0897	897	1corintios	941	941	15:44	15:44	1	none	"{""none"": 1}"	{}	1corintios-15-44-P01	1corintios-15-44-P01
MR0898	898	1corintios	942	942	15:44	15:44	1	none	"{""none"": 1}"	{}	1corintios-15-44-P02	1corintios-15-44-P02
MR0899	899	1corintios	943	943	15:44	15:44	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-44-P03	1corintios-15-44-P03
MR0900	900	1corintios	944	944	15:44	15:44	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-44-P04	1corintios-15-44-P04
MR0901	901	1corintios	945	945	15:45	15:45	1	none	"{""none"": 1}"	{}	1corintios-15-45-P01	1corintios-15-45-P01
MR0902	902	1corintios	946	946	15:45	15:45	1	none	"{""none"": 1}"	{}	1corintios-15-45-P02	1corintios-15-45-P02
MR0903	903	1corintios	947	947	15:49	15:49	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-49-P01	1corintios-15-49-P01
MR0904	904	1corintios	948	948	15:49	15:49	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-49-P02	1corintios-15-49-P02
MR0905	905	1corintios	949	949	15:50	15:50	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-50-P01	1corintios-15-50-P01
MR0906	906	1corintios	950	950	15:50	15:50	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-50-P02	1corintios-15-50-P02
MR0907	907	1corintios	951	951	15:50	15:50	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-15-50-P03	1corintios-15-50-P03
MR0908	908	1corintios	952	952	15:51	15:51	1	none	"{""none"": 1}"	{}	1corintios-15-51-P01	1corintios-15-51-P01
MR0909	909	1corintios	953	953	15:51	15:51	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-15-51-P02	1corintios-15-51-P02
MR0910	910	1corintios	954	954	15:51	15:51	1	none	"{""none"": 1}"	{}	1corintios-15-51-P03	1corintios-15-51-P03
MR0911	911	1corintios	955	955	15:52	15:52	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-52-P01	1corintios-15-52-P01
MR0912	912	1corintios	956	956	15:52	15:52	1	none	"{""none"": 1}"	{}	1corintios-15-52-P02	1corintios-15-52-P02
MR0913	913	1corintios	957	957	15:52	15:52	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-52-P03	1corintios-15-52-P03
MR0914	914	1corintios	958	958	15:53	15:53	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-15-53-P01	1corintios-15-53-P01
MR0915	915	1corintios	959	959	15:54	15:54	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-54-P01	1corintios-15-54-P01
MR0916	916	1corintios	960	960	15:54	15:54	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-15-54-P02	1corintios-15-54-P02
MR0917	917	1corintios	961	961	15:54	15:54	1	none	"{""none"": 1}"	{}	1corintios-15-54-P03	1corintios-15-54-P03
MR0918	918	1corintios	962	962	15:54	15:54	1	none	"{""none"": 1}"	{}	1corintios-15-54-P04	1corintios-15-54-P04
MR0919	919	1corintios	963	963	15:58	15:58	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-15-58-P01	1corintios-15-58-P01
MR0920	920	1corintios	964	964	15:58	15:58	1	none	"{""none"": 1}"	{}	1corintios-15-58-P02	1corintios-15-58-P02
MR0921	921	1corintios	965	965	16:1	16:1	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-1-P01	1corintios-16-1-P01
MR0922	922	1corintios	966	966	16:1	16:1	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-16-1-P02	1corintios-16-1-P02
MR0923	923	1corintios	967	967	16:2	16:2	1	none	"{""none"": 1}"	{}	1corintios-16-2-P01	1corintios-16-2-P01
MR0924	924	1corintios	968	968	16:2	16:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-2-P02	1corintios-16-2-P02
MR0925	925	1corintios	969	969	16:2	16:2	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-2-P03	1corintios-16-2-P03
MR0926	926	1corintios	970	970	16:2	16:2	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-2-P04	1corintios-16-2-P04
MR0927	927	1corintios	971	971	16:3	16:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-3-P01	1corintios-16-3-P01
MR0928	928	1corintios	972	972	16:3	16:3	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-16-3-P02	1corintios-16-3-P02
MR0929	929	1corintios	973	973	16:3	16:3	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-3-P03	1corintios-16-3-P03
MR0930	930	1corintios	974	974	16:4	16:4	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-4-P01	1corintios-16-4-P01
MR0931	931	1corintios	975	975	16:4	16:4	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-4-P02	1corintios-16-4-P02
MR0932	932	1corintios	976	976	16:5	16:5	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-16-5-P01	1corintios-16-5-P01
MR0933	933	1corintios	977	977	16:5	16:5	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-5-P02	1corintios-16-5-P02
MR0934	934	1corintios	978	978	16:5	16:5	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-5-P03	1corintios-16-5-P03
MR0935	935	1corintios	979	979	16:6	16:6	1	none	"{""none"": 1}"	{}	1corintios-16-6-P01	1corintios-16-6-P01
MR0936	936	1corintios	980	980	16:6	16:6	1	none	"{""none"": 1}"	{}	1corintios-16-6-P02	1corintios-16-6-P02
MR0937	937	1corintios	981	981	16:6	16:6	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-6-P03	1corintios-16-6-P03
MR0938	938	1corintios	982	982	16:6	16:6	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-16-6-P04	1corintios-16-6-P04
MR0939	939	1corintios	983	983	16:7	16:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-7-P01	1corintios-16-7-P01
MR0940	940	1corintios	984	984	16:7	16:7	1	none	"{""none"": 1}"	{}	1corintios-16-7-P02	1corintios-16-7-P02
MR0941	941	1corintios	985	985	16:7	16:7	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-7-P03	1corintios-16-7-P03
MR0942	942	1corintios	986	986	16:8	16:8	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-8-P01	1corintios-16-8-P01
MR0943	943	1corintios	987	987	16:9	16:9	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-9-P01	1corintios-16-9-P01
MR0944	944	1corintios	988	988	16:10	16:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-10-P01	1corintios-16-10-P01
MR0945	945	1corintios	989	989	16:10	16:10	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-10-P02	1corintios-16-10-P02
MR0946	946	1corintios	990	990	16:10	16:10	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-10-P03	1corintios-16-10-P03
MR0947	947	1corintios	991	991	16:10	16:10	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-10-P04	1corintios-16-10-P04
MR0948	948	1corintios	992	992	16:11	16:11	1	none	"{""none"": 1}"	{}	1corintios-16-11-P01	1corintios-16-11-P01
MR0949	949	1corintios	993	993	16:11	16:11	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-16-11-P02	1corintios-16-11-P02
MR0950	950	1corintios	994	994	16:11	16:11	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-11-P03	1corintios-16-11-P03
MR0951	951	1corintios	995	995	16:11	16:11	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-11-P04	1corintios-16-11-P04
MR0952	952	1corintios	996	996	16:12	16:12	1	none	"{""none"": 1}"	{}	1corintios-16-12-P01	1corintios-16-12-P01
MR0953	953	1corintios	997	997	16:12	16:12	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-12-P02	1corintios-16-12-P02
MR0954	954	1corintios	998	998	16:12	16:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-12-P03	1corintios-16-12-P03
MR0955	955	1corintios	999	999	16:12	16:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-12-P04	1corintios-16-12-P04
MR0956	956	1corintios	1000	1000	16:12	16:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-12-P05	1corintios-16-12-P05
MR0957	957	1corintios	1001	1001	16:12	16:12	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-12-P06	1corintios-16-12-P06
MR0958	958	1corintios	1002	1002	16:14	16:14	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-14-P01	1corintios-16-14-P01
MR0959	959	1corintios	1003	1003	16:15	16:15	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-15-P01	1corintios-16-15-P01
MR0960	960	1corintios	1004	1004	16:15	16:15	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1, ""person_change"": 1}"	1corintios-16-15-P02	1corintios-16-15-P02
MR0961	961	1corintios	1005	1005	16:15	16:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-15-P03	1corintios-16-15-P03
MR0962	962	1corintios	1006	1006	16:15	16:15	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""subordination_transition"": 1}"	1corintios-16-15-P04	1corintios-16-15-P04
MR0963	963	1corintios	1007	1007	16:16	16:16	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-16-P01	1corintios-16-16-P01
MR0964	964	1corintios	1008	1008	16:17	16:17	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-17-P01	1corintios-16-17-P01
MR0965	965	1corintios	1009	1009	16:17	16:17	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""number_change"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-17-P02	1corintios-16-17-P02
MR0966	966	1corintios	1010	1010	16:18	16:18	1	strong	"{""strong"": 1}"	"{""independence_transition"": 1, ""person_change"": 1, ""subordination_transition"": 1}"	1corintios-16-18-P01	1corintios-16-18-P01
MR0967	967	1corintios	1011	1011	16:18	16:18	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-18-P02	1corintios-16-18-P02
MR0968	968	1corintios	1012	1012	16:19	16:19	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-19-P01	1corintios-16-19-P01
MR0969	969	1corintios	1013	1013	16:19	16:19	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-16-19-P02	1corintios-16-19-P02
MR0970	970	1corintios	1014	1014	16:20	16:20	1	candidate	"{""candidate"": 1}"	"{""number_change"": 1}"	1corintios-16-20-P01	1corintios-16-20-P01
MR0971	971	1corintios	1015	1015	16:20	16:20	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-20-P02	1corintios-16-20-P02
MR0972	972	1corintios	1016	1016	16:22	16:22	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-22-P01	1corintios-16-22-P01
MR0973	973	1corintios	1017	1017	16:22	16:22	1	candidate	"{""candidate"": 1}"	"{""independence_transition"": 1, ""subordination_transition"": 1}"	1corintios-16-22-P02	1corintios-16-22-P02
MR0974	974	1corintios	1018	1018	16:22	16:22	1	candidate	"{""candidate"": 1}"	"{""person_change"": 1}"	1corintios-16-22-P03	1corintios-16-22-P03
