connector_registry_id	book	chapter	verse	reference	stream_index	predication_id	connector_occurrence_index	connector_surface_original	connector_surface	connector_lemma	connector_class	dependency_type	direction	source_predication_id	target_predication_id	source_reference	target_reference	explicit_connector	scope_status	label_support_status
CN00001	1corintios	1	5	1:5	2	1corintios-1-5-P01	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-1-5-P01	1corintios-1-6-P01	1:5	1:6	True	local_candidate	not_assigned_here
CN00002	1corintios	1	6	1:6	3	1corintios-1-6-P01	1	καθὼς	καθως	καθως	comparative	subordination	forward_or_embedded_local	1corintios-1-6-P01	1corintios-1-8-P01	1:6	1:8	True	local_candidate	not_assigned_here
CN00003	1corintios	1	10	1:10	7	1corintios-1-10-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-10-P02	1corintios-1-10-P03	1:10	1:10	True	local_candidate	not_assigned_here
CN00004	1corintios	1	11	1:11	11	1corintios-1-11-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-1-11-P02	1corintios-1-12-P01	1:11	1:12	True	local_candidate	not_assigned_here
CN00005	1corintios	1	12	1:12	13	1corintios-1-12-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-1-12-P02	1corintios-1-12-P03	1:12	1:12	True	local_candidate	not_assigned_here
CN00006	1corintios	1	14	1:14	19	1corintios-1-14-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-1-14-P02	1corintios-1-15-P01	1:14	1:15	True	local_candidate	not_assigned_here
CN00007	1corintios	1	15	1:15	20	1corintios-1-15-P01	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-15-P01	1corintios-1-15-P02	1:15	1:15	True	local_candidate	not_assigned_here
CN00008	1corintios	1	15	1:15	21	1corintios-1-15-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-1-15-P02	1corintios-1-16-P01	1:15	1:16	True	local_candidate	not_assigned_here
CN00009	1corintios	1	16	1:16	24	1corintios-1-16-P03	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-1-16-P03	1corintios-1-17-P01	1:16	1:17	True	local_candidate	not_assigned_here
CN00010	1corintios	1	17	1:17	26	1corintios-1-17-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-17-P02	1corintios-1-18-P01	1:17	1:18	True	local_candidate	not_assigned_here
CN00011	1corintios	1	25	1:25	38	1corintios-1-25-P01	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-1-25-P01	1corintios-1-26-P01	1:25	1:26	True	local_candidate	not_assigned_here
CN00012	1corintios	1	27	1:27	41	1corintios-1-27-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-27-P02	1corintios-1-27-P03	1:27	1:27	True	local_candidate	not_assigned_here
CN00013	1corintios	1	27	1:27	43	1corintios-1-27-P04	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-27-P04	1corintios-1-28-P01	1:27	1:28	True	local_candidate	not_assigned_here
CN00014	1corintios	1	28	1:28	45	1corintios-1-28-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-28-P02	1corintios-1-29-P01	1:28	1:29	True	local_candidate	not_assigned_here
CN00015	1corintios	1	31	1:31	49	1corintios-1-31-P01	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-1-31-P01	1corintios-1-31-P02	1:31	1:31	True	local_candidate	not_assigned_here
CN00016	1corintios	1	31	1:31	49	1corintios-1-31-P01	2	καθὼς	καθως	καθως	comparative	subordination	forward_or_embedded_local	1corintios-1-31-P01	1corintios-1-31-P02	1:31	1:31	True	local_candidate	not_assigned_here
CN00017	1corintios	2	5	2:5	54	1corintios-2-5-P01	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-2-5-P01	1corintios-2-6-P01	2:5	2:6	True	local_candidate	not_assigned_here
CN00018	1corintios	2	8	2:8	59	1corintios-2-8-P02	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-2-8-P02	1corintios-2-8-P03	2:8	2:8	True	local_candidate	not_assigned_here
CN00019	1corintios	2	9	2:9	61	1corintios-2-9-P01	1	καθὼς	καθως	καθως	comparative	subordination	forward_or_embedded_local	1corintios-2-9-P01	1corintios-2-9-P02	2:9	2:9	True	local_candidate	not_assigned_here
CN00020	1corintios	2	11	2:11	69	1corintios-2-11-P02	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-2-11-P02	1corintios-2-12-P01	2:11	2:12	True	local_candidate	not_assigned_here
CN00021	1corintios	2	12	2:12	71	1corintios-2-12-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-2-12-P02	1corintios-2-13-P01	2:12	2:13	True	local_candidate	not_assigned_here
CN00022	1corintios	2	14	2:14	76	1corintios-2-14-P04	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-2-14-P04	1corintios-2-15-P01	2:14	2:15	True	local_candidate	not_assigned_here
CN00023	1corintios	3	4	3:4	89	1corintios-3-4-P01	1	ὅταν	οταν	οταν	temporal	subordination	forward_or_embedded_local	1corintios-3-4-P01	1corintios-3-4-P02	3:4	3:4	True	local_candidate	not_assigned_here
CN00024	1corintios	3	5	3:5	95	1corintios-3-5-P04	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-3-5-P04	1corintios-3-6-P01	3:5	3:6	True	local_candidate	not_assigned_here
CN00025	1corintios	3	7	3:7	99	1corintios-3-7-P01	1	ὥστε	ωστε	ωστε	inferential	result	backward_local	1corintios-3-6-P03	1corintios-3-7-P01	3:6	3:7	True	local_candidate	not_assigned_here
CN00026	1corintios	3	10	3:10	104	1corintios-3-10-P01	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-3-10-P01	1corintios-3-10-P02	3:10	3:10	True	local_candidate	not_assigned_here
CN00027	1corintios	3	12	3:12	110	1corintios-3-12-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-3-12-P01	1corintios-3-13-P01	3:12	3:13	True	local_candidate	not_assigned_here
CN00028	1corintios	3	13	3:13	113	1corintios-3-13-P03	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-3-13-P03	1corintios-3-13-P04	3:13	3:13	True	local_candidate	not_assigned_here
CN00029	1corintios	3	14	3:14	116	1corintios-3-14-P01	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-3-14-P01	1corintios-3-14-P02	3:14	3:14	True	local_candidate	not_assigned_here
CN00030	1corintios	3	15	3:15	119	1corintios-3-15-P01	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-3-15-P01	1corintios-3-15-P02	3:15	3:15	True	local_candidate	not_assigned_here
CN00031	1corintios	3	16	3:16	123	1corintios-3-16-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-3-16-P02	1corintios-3-16-P03	3:16	3:16	True	local_candidate	not_assigned_here
CN00032	1corintios	3	17	3:17	125	1corintios-3-17-P01	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-3-17-P01	1corintios-3-17-P02	3:17	3:17	True	local_candidate	not_assigned_here
CN00033	1corintios	3	18	3:18	130	1corintios-3-18-P02	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-3-18-P02	1corintios-3-18-P03	3:18	3:18	True	local_candidate	not_assigned_here
CN00034	1corintios	3	18	3:18	132	1corintios-3-18-P04	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-3-18-P04	1corintios-3-19-P01	3:18	3:19	True	local_candidate	not_assigned_here
CN00035	1corintios	3	20	3:20	136	1corintios-3-20-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-3-20-P02	1corintios-3-21-P01	3:20	3:21	True	local_candidate	not_assigned_here
CN00036	1corintios	3	21	3:21	137	1corintios-3-21-P01	1	ὥστε	ωστε	ωστε	inferential	result	backward_local	1corintios-3-20-P02	1corintios-3-21-P01	3:20	3:21	True	local_candidate	not_assigned_here
CN00037	1corintios	4	2	4:2	141	1corintios-4-2-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-4-2-P02	1corintios-4-3-P01	4:2	4:3	True	local_candidate	not_assigned_here
CN00038	1corintios	4	3	4:3	143	1corintios-4-3-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-4-3-P02	1corintios-4-3-P03	4:3	4:3	True	local_candidate	not_assigned_here
CN00039	1corintios	4	5	4:5	148	1corintios-4-5-P01	1	ὥστε	ωστε	ωστε	inferential	result	backward_local	1corintios-4-4-P03	1corintios-4-5-P01	4:4	4:5	True	local_candidate	not_assigned_here
CN00040	1corintios	4	6	4:6	154	1corintios-4-6-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-4-6-P02	1corintios-4-6-P03	4:6	4:6	True	local_candidate	not_assigned_here
CN00041	1corintios	4	6	4:6	156	1corintios-4-6-P04	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-4-6-P04	1corintios-4-7-P01	4:6	4:7	True	local_candidate	not_assigned_here
CN00042	1corintios	4	7	4:7	160	1corintios-4-7-P04	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-4-7-P04	1corintios-4-7-P05	4:7	4:7	True	local_candidate	not_assigned_here
CN00043	1corintios	4	8	4:8	166	1corintios-4-8-P05	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-4-8-P05	1corintios-4-9-P01	4:8	4:9	True	local_candidate	not_assigned_here
CN00044	1corintios	4	9	4:9	169	1corintios-4-9-P03	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-4-9-P03	1corintios-4-11-P01	4:9	4:11	True	local_candidate	not_assigned_here
CN00045	1corintios	4	9	4:9	169	1corintios-4-9-P03	2	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-4-9-P03	1corintios-4-11-P01	4:9	4:11	True	local_candidate	not_assigned_here
CN00046	1corintios	4	13	4:13	179	1corintios-4-13-P02	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-4-13-P02	1corintios-4-14-P01	4:13	4:14	True	local_candidate	not_assigned_here
CN00047	1corintios	4	15	4:15	181	1corintios-4-15-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-4-15-P01	1corintios-4-15-P02	4:15	4:15	True	local_candidate	not_assigned_here
CN00048	1corintios	4	17	4:17	188	1corintios-4-17-P04	1	καθὼς	καθως	καθως	comparative	subordination	forward_or_embedded_local	1corintios-4-17-P04	1corintios-4-18-P01	4:17	4:18	True	local_candidate	not_assigned_here
CN00049	1corintios	4	18	4:18	189	1corintios-4-18-P01	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-4-18-P01	1corintios-4-19-P01	4:18	4:19	True	local_candidate	not_assigned_here
CN00050	1corintios	4	19	4:19	191	1corintios-4-19-P02	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-4-19-P02	1corintios-4-19-P03	4:19	4:19	True	local_candidate	not_assigned_here
CN00051	1corintios	5	2	5:2	198	1corintios-5-2-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-5-2-P03	1corintios-5-3-P01	5:2	5:3	True	local_candidate	not_assigned_here
CN00052	1corintios	5	5	5:5	200	1corintios-5-5-P01	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-5-5-P01	1corintios-5-6-P01	5:5	5:6	True	local_candidate	not_assigned_here
CN00053	1corintios	5	6	5:6	202	1corintios-5-6-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-5-6-P02	1corintios-5-7-P01	5:6	5:7	True	local_candidate	not_assigned_here
CN00054	1corintios	5	7	5:7	204	1corintios-5-7-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-5-7-P02	1corintios-5-7-P03	5:7	5:7	True	local_candidate	not_assigned_here
CN00055	1corintios	5	7	5:7	205	1corintios-5-7-P03	1	καθώς	καθως	καθως	comparative	subordination	forward_or_embedded_local	1corintios-5-7-P03	1corintios-5-7-P04	5:7	5:7	True	local_candidate	not_assigned_here
CN00056	1corintios	5	8	5:8	207	1corintios-5-8-P01	1	ὥστε	ωστε	ωστε	inferential	result	backward_local	1corintios-5-7-P04	1corintios-5-8-P01	5:7	5:8	True	local_candidate	not_assigned_here
CN00057	1corintios	5	11	5:11	211	1corintios-5-11-P02	1	ἐάν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-5-11-P02	1corintios-5-12-P01	5:11	5:12	True	local_candidate	not_assigned_here
CN00058	1corintios	6	2	6:2	217	1corintios-6-2-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-2-P02	1corintios-6-2-P03	6:2	6:2	True	local_candidate	not_assigned_here
CN00059	1corintios	6	2	6:2	218	1corintios-6-2-P03	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-6-2-P03	1corintios-6-2-P04	6:2	6:2	True	local_candidate	not_assigned_here
CN00060	1corintios	6	3	6:3	221	1corintios-6-3-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-3-P02	1corintios-6-4-P01	6:3	6:4	True	local_candidate	not_assigned_here
CN00061	1corintios	6	4	6:4	222	1corintios-6-4-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-6-4-P01	1corintios-6-4-P02	6:4	6:4	True	local_candidate	not_assigned_here
CN00062	1corintios	6	7	6:7	229	1corintios-6-7-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-7-P02	1corintios-6-7-P03	6:7	6:7	True	local_candidate	not_assigned_here
CN00063	1corintios	6	9	6:9	235	1corintios-6-9-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-9-P02	1corintios-6-9-P03	6:9	6:9	True	local_candidate	not_assigned_here
CN00064	1corintios	6	15	6:15	250	1corintios-6-15-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-15-P02	1corintios-6-15-P03	6:15	6:15	True	local_candidate	not_assigned_here
CN00065	1corintios	6	16	6:16	254	1corintios-6-16-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-16-P02	1corintios-6-16-P03	6:16	6:16	True	local_candidate	not_assigned_here
CN00066	1corintios	6	18	6:18	259	1corintios-6-18-P02	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-6-18-P02	1corintios-6-18-P03	6:18	6:18	True	local_candidate	not_assigned_here
CN00067	1corintios	6	19	6:19	263	1corintios-6-19-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-6-19-P02	1corintios-6-19-P03	6:19	6:19	True	local_candidate	not_assigned_here
CN00068	1corintios	7	5	7:5	275	1corintios-7-5-P02	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-5-P02	1corintios-7-5-P03	7:5	7:5	True	local_candidate	not_assigned_here
CN00069	1corintios	7	5	7:5	275	1corintios-7-5-P02	2	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-7-5-P02	1corintios-7-5-P03	7:5	7:5	True	local_candidate	not_assigned_here
CN00070	1corintios	7	5	7:5	277	1corintios-7-5-P04	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-7-5-P04	1corintios-7-6-P01	7:5	7:6	True	local_candidate	not_assigned_here
CN00071	1corintios	7	7	7:7	280	1corintios-7-7-P02	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-7-7-P02	1corintios-7-8-P01	7:7	7:8	True	local_candidate	not_assigned_here
CN00072	1corintios	7	8	7:8	282	1corintios-7-8-P02	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-8-P02	1corintios-7-9-P01	7:8	7:9	True	local_candidate	not_assigned_here
CN00073	1corintios	7	9	7:9	283	1corintios-7-9-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-9-P01	1corintios-7-9-P02	7:9	7:9	True	local_candidate	not_assigned_here
CN00074	1corintios	7	11	7:11	287	1corintios-7-11-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-11-P01	1corintios-7-11-P02	7:11	7:11	True	local_candidate	not_assigned_here
CN00075	1corintios	7	12	7:12	291	1corintios-7-12-P02	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-12-P02	1corintios-7-12-P03	7:12	7:12	True	local_candidate	not_assigned_here
CN00076	1corintios	7	13	7:13	294	1corintios-7-13-P01	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-13-P01	1corintios-7-13-P02	7:13	7:13	True	local_candidate	not_assigned_here
CN00077	1corintios	7	15	7:15	301	1corintios-7-15-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-15-P01	1corintios-7-15-P02	7:15	7:15	True	local_candidate	not_assigned_here
CN00078	1corintios	7	16	7:16	306	1corintios-7-16-P02	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-16-P02	1corintios-7-16-P03	7:16	7:16	True	local_candidate	not_assigned_here
CN00079	1corintios	7	16	7:16	308	1corintios-7-16-P04	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-16-P04	1corintios-7-17-P01	7:16	7:17	True	local_candidate	not_assigned_here
CN00080	1corintios	7	17	7:17	309	1corintios-7-17-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-17-P01	1corintios-7-17-P02	7:17	7:17	True	local_candidate	not_assigned_here
CN00081	1corintios	7	17	7:17	309	1corintios-7-17-P01	2	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-7-17-P01	1corintios-7-17-P02	7:17	7:17	True	local_candidate	not_assigned_here
CN00082	1corintios	7	17	7:17	310	1corintios-7-17-P02	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-7-17-P02	1corintios-7-17-P03	7:17	7:17	True	local_candidate	not_assigned_here
CN00083	1corintios	7	21	7:21	323	1corintios-7-21-P03	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-21-P03	1corintios-7-21-P04	7:21	7:21	True	local_candidate	not_assigned_here
CN00084	1corintios	7	28	7:28	338	1corintios-7-28-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-28-P01	1corintios-7-28-P02	7:28	7:28	True	local_candidate	not_assigned_here
CN00085	1corintios	7	28	7:28	340	1corintios-7-28-P03	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-28-P03	1corintios-7-28-P04	7:28	7:28	True	local_candidate	not_assigned_here
CN00086	1corintios	7	29	7:29	346	1corintios-7-29-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-7-29-P03	1corintios-7-31-P01	7:29	7:31	True	local_candidate	not_assigned_here
CN00087	1corintios	7	29	7:29	346	1corintios-7-29-P03	2	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-7-29-P03	1corintios-7-31-P01	7:29	7:31	True	local_candidate	not_assigned_here
CN00088	1corintios	7	31	7:31	347	1corintios-7-31-P01	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-7-31-P01	1corintios-7-32-P01	7:31	7:32	True	local_candidate	not_assigned_here
CN00089	1corintios	7	34	7:34	355	1corintios-7-34-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-7-34-P03	1corintios-7-34-P04	7:34	7:34	True	local_candidate	not_assigned_here
CN00090	1corintios	7	35	7:35	359	1corintios-7-35-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-7-35-P02	1corintios-7-36-P01	7:35	7:36	True	local_candidate	not_assigned_here
CN00091	1corintios	7	36	7:36	360	1corintios-7-36-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-7-36-P01	1corintios-7-36-P02	7:36	7:36	True	local_candidate	not_assigned_here
CN00092	1corintios	7	36	7:36	361	1corintios-7-36-P02	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-36-P02	1corintios-7-36-P03	7:36	7:36	True	local_candidate	not_assigned_here
CN00093	1corintios	7	38	7:38	371	1corintios-7-38-P01	1	ὥστε	ωστε	ωστε	inferential	result	backward_local	1corintios-7-37-P04	1corintios-7-38-P01	7:37	7:38	True	local_candidate	not_assigned_here
CN00094	1corintios	7	39	7:39	375	1corintios-7-39-P03	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-39-P03	1corintios-7-39-P04	7:39	7:39	True	local_candidate	not_assigned_here
CN00095	1corintios	7	40	7:40	379	1corintios-7-40-P02	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-7-40-P02	1corintios-7-40-P03	7:40	7:40	True	local_candidate	not_assigned_here
CN00096	1corintios	8	1	8:1	382	1corintios-8-1-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-8-1-P02	1corintios-8-1-P03	8:1	8:1	True	local_candidate	not_assigned_here
CN00097	1corintios	8	2	8:2	385	1corintios-8-2-P01	1	εἴ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-8-2-P01	1corintios-8-2-P02	8:2	8:2	True	local_candidate	not_assigned_here
CN00098	1corintios	8	2	8:2	387	1corintios-8-2-P03	1	καθὼς	καθως	καθως	comparative	subordination	forward_or_embedded_local	1corintios-8-2-P03	1corintios-8-3-P01	8:2	8:3	True	local_candidate	not_assigned_here
CN00099	1corintios	8	3	8:3	388	1corintios-8-3-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-8-3-P01	1corintios-8-3-P02	8:3	8:3	True	local_candidate	not_assigned_here
CN00100	1corintios	8	7	8:7	393	1corintios-8-7-P01	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-8-7-P01	1corintios-8-7-P02	8:7	8:7	True	local_candidate	not_assigned_here
CN00101	1corintios	8	8	8:8	396	1corintios-8-8-P02	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-8-8-P02	1corintios-8-8-P03	8:8	8:8	True	local_candidate	not_assigned_here
CN00102	1corintios	8	8	8:8	398	1corintios-8-8-P04	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-8-8-P04	1corintios-8-8-P05	8:8	8:8	True	local_candidate	not_assigned_here
CN00103	1corintios	8	10	8:10	402	1corintios-8-10-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-8-10-P01	1corintios-8-10-P02	8:10	8:10	True	local_candidate	not_assigned_here
CN00104	1corintios	8	13	8:13	407	1corintios-8-13-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-8-13-P01	1corintios-8-13-P02	8:13	8:13	True	local_candidate	not_assigned_here
CN00105	1corintios	8	13	8:13	409	1corintios-8-13-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-8-13-P03	1corintios-9-1-P01	8:13	9:1	True	local_candidate	not_assigned_here
CN00106	1corintios	9	2	9:2	414	1corintios-9-2-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-9-2-P01	1corintios-9-2-P02	9:2	9:2	True	local_candidate	not_assigned_here
CN00107	1corintios	9	10	9:10	433	1corintios-9-10-P03	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-9-10-P03	1corintios-9-11-P01	9:10	9:11	True	local_candidate	not_assigned_here
CN00108	1corintios	9	11	9:11	434	1corintios-9-11-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-9-11-P01	1corintios-9-11-P02	9:11	9:11	True	local_candidate	not_assigned_here
CN00109	1corintios	9	11	9:11	435	1corintios-9-11-P02	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-9-11-P02	1corintios-9-12-P01	9:11	9:12	True	local_candidate	not_assigned_here
CN00110	1corintios	9	12	9:12	436	1corintios-9-12-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-9-12-P01	1corintios-9-12-P02	9:12	9:12	True	local_candidate	not_assigned_here
CN00111	1corintios	9	12	9:12	439	1corintios-9-12-P04	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-9-12-P04	1corintios-9-13-P01	9:12	9:13	True	local_candidate	not_assigned_here
CN00112	1corintios	9	13	9:13	441	1corintios-9-13-P02	1	ὅτι	οτι	οτι	explanatory	subordination	forward_or_embedded_local	1corintios-9-13-P02	1corintios-9-13-P03	9:13	9:13	True	local_candidate	not_assigned_here
CN00113	1corintios	9	15	9:15	446	1corintios-9-15-P03	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-9-15-P03	1corintios-9-15-P04	9:15	9:15	True	local_candidate	not_assigned_here
CN00114	1corintios	9	16	9:16	448	1corintios-9-16-P01	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-9-16-P01	1corintios-9-16-P02	9:16	9:16	True	local_candidate	not_assigned_here
CN00115	1corintios	9	16	9:16	452	1corintios-9-16-P05	1	ἐὰν	εαν	εαν	conditional	subordination	forward_or_embedded_local	1corintios-9-16-P05	1corintios-9-17-P01	9:16	9:17	True	local_candidate	not_assigned_here
CN00116	1corintios	9	17	9:17	453	1corintios-9-17-P01	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-9-17-P01	1corintios-9-17-P02	9:17	9:17	True	local_candidate	not_assigned_here
CN00117	1corintios	9	17	9:17	455	1corintios-9-17-P03	1	εἰ	ει	ει	conditional	subordination	forward_or_embedded_local	1corintios-9-17-P03	1corintios-9-18-P01	9:17	9:18	True	local_candidate	not_assigned_here
CN00118	1corintios	9	18	9:18	457	1corintios-9-18-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-9-18-P02	1corintios-9-19-P01	9:18	9:19	True	local_candidate	not_assigned_here
CN00119	1corintios	9	19	9:19	459	1corintios-9-19-P02	1	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-9-19-P02	1corintios-9-20-P01	9:19	9:20	True	local_candidate	not_assigned_here
CN00120	1corintios	9	20	9:20	461	1corintios-9-20-P02	1	ὡς	ως	ως	comparative	subordination	forward_or_embedded_local	1corintios-9-20-P02	1corintios-9-20-P03	9:20	9:20	True	local_candidate	not_assigned_here
CN00121	1corintios	9	20	9:20	461	1corintios-9-20-P02	2	ἵνα	ινα	ινα	purpose	subordination	forward_or_embedded_local	1corintios-9-20-P02	1corintios-9-20-P03	9:20	9:20	True	local_candidate	not_assigned_here
