stream_index	book	chapter	verse	predication_id	previous_predication_id	finite_verb	finite_compact	subject_person	subject_number	subject_refinement_status	subject_refinement_source	continuity_status	continuity_source	independence_status	subordination_status	movement_status	movement_reason_count	movement_reasons	movement_class	movement_class_source	structural_weight	regime_capable
866	1corintios	15	9	1corintios-15-9-P03	1corintios-15-9-P02	ἐδίωξα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
867	1corintios	15	10	1corintios-15-10-P01	1corintios-15-9-P03	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
868	1corintios	15	10	1corintios-15-10-P02	1corintios-15-10-P01	εἰμι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
869	1corintios	15	10	1corintios-15-10-P03	1corintios-15-10-P02	ἐγενήθη	V-API-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
870	1corintios	15	10	1corintios-15-10-P04	1corintios-15-10-P03	ἐκοπίασα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
871	1corintios	15	11	1corintios-15-11-P01	1corintios-15-10-P04	κηρύσσομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
872	1corintios	15	11	1corintios-15-11-P02	1corintios-15-11-P01	ἐπιστεύσατε	V-AAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
873	1corintios	15	12	1corintios-15-12-P01	1corintios-15-11-P02	κηρύσσεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
874	1corintios	15	12	1corintios-15-12-P02	1corintios-15-12-P01	ἐγήγερται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
875	1corintios	15	12	1corintios-15-12-P03	1corintios-15-12-P02	λέγουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
876	1corintios	15	12	1corintios-15-12-P04	1corintios-15-12-P03	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
877	1corintios	15	13	1corintios-15-13-P01	1corintios-15-12-P04	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
878	1corintios	15	13	1corintios-15-13-P02	1corintios-15-13-P01	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
879	1corintios	15	14	1corintios-15-14-P01	1corintios-15-13-P02	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
880	1corintios	15	15	1corintios-15-15-P01	1corintios-15-14-P01	εὑρισκόμεθα	V-PPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
881	1corintios	15	15	1corintios-15-15-P02	1corintios-15-15-P01	ἐμαρτυρήσαμεν	V-AAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
882	1corintios	15	15	1corintios-15-15-P03	1corintios-15-15-P02	ἤγειρεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
883	1corintios	15	15	1corintios-15-15-P04	1corintios-15-15-P03	ἤγειρεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
884	1corintios	15	15	1corintios-15-15-P05	1corintios-15-15-P04	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
885	1corintios	15	16	1corintios-15-16-P01	1corintios-15-15-P05	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
886	1corintios	15	16	1corintios-15-16-P02	1corintios-15-16-P01	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
887	1corintios	15	17	1corintios-15-17-P01	1corintios-15-16-P02	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
888	1corintios	15	17	1corintios-15-17-P02	1corintios-15-17-P01	ἐστὲ	V-PAI-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
889	1corintios	15	18	1corintios-15-18-P01	1corintios-15-17-P02	ἀπώλοντο	V-AMI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
890	1corintios	15	19	1corintios-15-19-P01	1corintios-15-18-P01	ἐσμὲν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
891	1corintios	15	19	1corintios-15-19-P02	1corintios-15-19-P01	ἐσμέν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
892	1corintios	15	20	1corintios-15-20-P01	1corintios-15-19-P02	ἐγήγερται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
893	1corintios	15	22	1corintios-15-22-P01	1corintios-15-20-P01	ἀποθνῄσκουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
894	1corintios	15	22	1corintios-15-22-P02	1corintios-15-22-P01	ζῳοποιηθήσονται	V-FPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
895	1corintios	15	24	1corintios-15-24-P01	1corintios-15-22-P02	παραδιδῷ	V-PAS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""number_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
896	1corintios	15	24	1corintios-15-24-P02	1corintios-15-24-P01	καταργήσῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
897	1corintios	15	25	1corintios-15-25-P01	1corintios-15-24-P02	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
898	1corintios	15	25	1corintios-15-25-P02	1corintios-15-25-P01	θῇ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
899	1corintios	15	26	1corintios-15-26-P01	1corintios-15-25-P02	καταργεῖται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
900	1corintios	15	27	1corintios-15-27-P01	1corintios-15-26-P01	ὑπέταξεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
901	1corintios	15	27	1corintios-15-27-P02	1corintios-15-27-P01	εἴπῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
902	1corintios	15	27	1corintios-15-27-P03	1corintios-15-27-P02	ὑποτέτακται	V-XPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
903	1corintios	15	28	1corintios-15-28-P01	1corintios-15-27-P03	ὑποταγῇ	V-APS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
904	1corintios	15	28	1corintios-15-28-P02	1corintios-15-28-P01	ὑποταγήσεται	V-FPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
905	1corintios	15	28	1corintios-15-28-P03	1corintios-15-28-P02	ᾖ	V-PAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
906	1corintios	15	29	1corintios-15-29-P01	1corintios-15-28-P03	ποιήσουσιν	V-FAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
907	1corintios	15	29	1corintios-15-29-P02	1corintios-15-29-P01	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	none	0	[]	stable	no_movement_reason	0	False
908	1corintios	15	29	1corintios-15-29-P03	1corintios-15-29-P02	βαπτίζονται	V-PPI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
909	1corintios	15	30	1corintios-15-30-P01	1corintios-15-29-P03	κινδυνεύομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
910	1corintios	15	31	1corintios-15-31-P01	1corintios-15-30-P01	ἀποθνῄσκω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
911	1corintios	15	31	1corintios-15-31-P02	1corintios-15-31-P01	ἔχω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
912	1corintios	15	32	1corintios-15-32-P01	1corintios-15-31-P02	ἐθηριομάχησα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
913	1corintios	15	32	1corintios-15-32-P02	1corintios-15-32-P01	ἐγείρονται	V-PPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
914	1corintios	15	32	1corintios-15-32-P03	1corintios-15-32-P02	φάγωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
915	1corintios	15	32	1corintios-15-32-P04	1corintios-15-32-P03	πίωμεν	V-AAS-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
916	1corintios	15	32	1corintios-15-32-P05	1corintios-15-32-P04	ἀποθνῄσκομεν	V-PAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
917	1corintios	15	33	1corintios-15-33-P01	1corintios-15-32-P05	πλανᾶσθε	V-PPD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
918	1corintios	15	33	1corintios-15-33-P02	1corintios-15-33-P01	φθείρουσιν	V-PAI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
919	1corintios	15	34	1corintios-15-34-P01	1corintios-15-33-P02	ἐκνήψατε	V-AAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
920	1corintios	15	34	1corintios-15-34-P02	1corintios-15-34-P01	ἁμαρτάνετε	V-PAD-2P	2	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
921	1corintios	15	34	1corintios-15-34-P03	1corintios-15-34-P02	ἔχουσιν	V-PAI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
922	1corintios	15	34	1corintios-15-34-P04	1corintios-15-34-P03	λαλῶ	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
923	1corintios	15	35	1corintios-15-35-P01	1corintios-15-34-P04	ἐρεῖ	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
924	1corintios	15	35	1corintios-15-35-P02	1corintios-15-35-P01	ἐγείρονται	V-PPI-3P	3	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
925	1corintios	15	35	1corintios-15-35-P03	1corintios-15-35-P02	ἔρχονται	V-PMI-3P	3	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
926	1corintios	15	36	1corintios-15-36-P01	1corintios-15-35-P03	σπείρεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
927	1corintios	15	36	1corintios-15-36-P02	1corintios-15-36-P01	ζῳοποιεῖται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
928	1corintios	15	36	1corintios-15-36-P03	1corintios-15-36-P02	ἀποθάνῃ	V-AAS-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
929	1corintios	15	37	1corintios-15-37-P01	1corintios-15-36-P03	σπείρεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
930	1corintios	15	37	1corintios-15-37-P02	1corintios-15-37-P01	σπείρεις	V-PAI-2S	2	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
931	1corintios	15	37	1corintios-15-37-P03	1corintios-15-37-P02	τύχοι	V-AAO-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
932	1corintios	15	38	1corintios-15-38-P01	1corintios-15-37-P03	δίδωσιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
933	1corintios	15	38	1corintios-15-38-P02	1corintios-15-38-P01	ἠθέλησεν	V-AAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
934	1corintios	15	41	1corintios-15-41-P01	1corintios-15-38-P02	διαφέρει	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
935	1corintios	15	42	1corintios-15-42-P01	1corintios-15-41-P01	σπείρεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
936	1corintios	15	42	1corintios-15-42-P02	1corintios-15-42-P01	ἐγείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
937	1corintios	15	43	1corintios-15-43-P01	1corintios-15-42-P02	σπείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
938	1corintios	15	43	1corintios-15-43-P02	1corintios-15-43-P01	ἐγείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
939	1corintios	15	43	1corintios-15-43-P03	1corintios-15-43-P02	σπείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
940	1corintios	15	43	1corintios-15-43-P04	1corintios-15-43-P03	ἐγείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
941	1corintios	15	44	1corintios-15-44-P01	1corintios-15-43-P04	σπείρεται	V-PPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
942	1corintios	15	44	1corintios-15-44-P02	1corintios-15-44-P01	ἐγείρεται	V-PPI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
943	1corintios	15	44	1corintios-15-44-P03	1corintios-15-44-P02	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
944	1corintios	15	44	1corintios-15-44-P04	1corintios-15-44-P03	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
945	1corintios	15	45	1corintios-15-45-P01	1corintios-15-44-P04	γέγραπται	V-XPI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
946	1corintios	15	45	1corintios-15-45-P02	1corintios-15-45-P01	ἐγένετο	V-AMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
947	1corintios	15	49	1corintios-15-49-P01	1corintios-15-45-P02	ἐφορέσαμεν	V-AAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
948	1corintios	15	49	1corintios-15-49-P02	1corintios-15-49-P01	φορέσομεν	V-FAI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
949	1corintios	15	50	1corintios-15-50-P01	1corintios-15-49-P02	φημι	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
950	1corintios	15	50	1corintios-15-50-P02	1corintios-15-50-P01	δύναται	V-PMI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
951	1corintios	15	50	1corintios-15-50-P03	1corintios-15-50-P02	κληρονομεῖ	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
952	1corintios	15	51	1corintios-15-51-P01	1corintios-15-50-P03	λέγω	V-PAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
953	1corintios	15	51	1corintios-15-51-P02	1corintios-15-51-P01	κοιμηθησόμεθα	V-FPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
954	1corintios	15	51	1corintios-15-51-P03	1corintios-15-51-P02	ἀλλαγησόμεθα	V-FPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
955	1corintios	15	52	1corintios-15-52-P01	1corintios-15-51-P03	σαλπίσει	V-FAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
956	1corintios	15	52	1corintios-15-52-P02	1corintios-15-52-P01	ἐγερθήσονται	V-FPI-3P	3	P	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""number_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
957	1corintios	15	52	1corintios-15-52-P03	1corintios-15-52-P02	ἀλλαγησόμεθα	V-FPI-1P	1	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	candidate	2	"[""person_change"", ""subject_shift""]"	structural	high_weight_reason	4	True
958	1corintios	15	53	1corintios-15-53-P01	1corintios-15-52-P03	δεῖ	V-PAI-3S	3	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
959	1corintios	15	54	1corintios-15-54-P01	1corintios-15-53-P01	ἐνδύσηται	V-AMS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	unresolved	candidate	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
960	1corintios	15	54	1corintios-15-54-P02	1corintios-15-54-P01	ἐνδύσηται	V-AMS-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	candidate	2	"[""independence_transition"", ""subordination_transition""]"	turbulence	low_weight_transition_only	2	False
961	1corintios	15	54	1corintios-15-54-P03	1corintios-15-54-P02	γενήσεται	V-FMI-3S	3	S	explicit_or_morphological	finite_verb_morphology	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
962	1corintios	15	54	1corintios-15-54-P04	1corintios-15-54-P03	κατεπόθη	V-API-3S	3	S	finite_morphology_fallback	finite_compact_person_number	same	existing_continuity_status	candidate	not_detected	none	0	[]	stable	no_movement_reason	0	False
963	1corintios	15	58	1corintios-15-58-P01	1corintios-15-54-P04	γίνεσθε	V-PMD-2P	2	P	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	unresolved	candidate	strong	5	"[""independence_transition"", ""number_change"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	8	True
964	1corintios	15	58	1corintios-15-58-P02	1corintios-15-58-P01	ἔστιν	V-PAI-3S	3	S	finite_morphology_fallback	finite_compact_person_number	shift	existing_continuity_status	unresolved	candidate	strong	3	"[""number_change"", ""person_change"", ""subject_shift""]"	structural	high_weight_reason	6	True
965	1corintios	16	1	1corintios-16-1-P01	1corintios-15-58-P02	διέταξα	V-AAI-1S	1	S	explicit_or_morphological	finite_verb_morphology	shift	existing_continuity_status	candidate	not_detected	strong	4	"[""independence_transition"", ""person_change"", ""subject_shift"", ""subordination_transition""]"	structural	high_and_low_weight_reasons	6	True
